"","Period 2"
"Intercept","-0.372"
"",NA
"","[-0.234,-0.234]"
"Human Capital 2","-7.813"
"",NA
"","[0.794,0.794]"
"Highest Grade Completed Mother","-0.001"
"",NA
"","[0.117,0.117]"
"Income 2","0"
"",NA
"","[-0.142,-0.142]"
