FIPS,Year,Real_Weighted_Center_Price,Real_Weighted_Family_Care_Price
15003,2010,97.9867547957693,65.552980810864
15003,2011,91.55621982401769,66.4439413587709
15003,2012,99.31031317060855,66.53584420651588
15003,2013,107.39930343533031,67.03162810683673
15003,2014,114.80132381408322,67.24809025248216
15003,2015,115.69519028317869,67.73793112907984
15003,2016,98.7532212376281,69.87343816233019
15003,2017,99.64878947519935,70.964415726485
15003,2018,116.29055355291096,70.12759104013857
15003,2019,90.57518032180506,68.28925466987238
15003,2020,96.76418584753947,69.91641732440912
15003,2021,99.97889811033735,69.56666921744453
15003,2022,99.42384922820271,66.886950136711
15005,1990,68.34560693764489,46.33747965743115
15005,1991,69.18781646193766,46.912397953809894
15005,1992,69.8517954672139,47.36568419111862
15005,1993,70.43194789345473,47.76176758502956
15005,1994,70.89291303176856,48.076494920064064
15005,1995,71.41251808491788,48.43127578361689
15005,1996,71.94867232628059,48.79737467693892
15005,1997,72.43674705599011,49.13065988410466
15005,1998,72.81628732045309,49.389842150669104
15005,1999,73.37640374415702,49.77235391127403
15005,2000,74.09481006356597,50.262993247727856
15005,2001,74.85472210384354,50.78201436739389
15005,2002,75.26219491169812,51.060333731388255
15005,2003,75.70977282032817,51.36605821694663
15005,2004,76.20684386892088,51.705604113904386
15005,2005,76.86078923622078,52.152332751978214
15005,2006,77.59747617750561,52.65561548536088
15005,2007,78.28867157729154,53.12784932141037
15005,2008,79.0554175755544,53.651733516806836
15005,2009,78.97114795067513,53.594154049192596
15005,2010,79.2140341958067,53.76011368378552
15005,2011,79.8459974361289,54.191938565873066
15005,2012,80.32942699987873,54.522285067251815
15005,2013,80.6658668485322,54.752195685491856
15005,2014,81.0892576884342,55.04153468502055
15005,2015,81.35635392975672,55.224069574788956
15005,2016,81.79884380504681,55.52647830973229
15005,2017,82.45127809967407,55.9723886488208
15005,2018,85.0923474497619,56.84725076360058
15005,2019,85.50151038776893,57.61790271869799
15005,2020,86.63295244258464,58.85406378395104
15005,2021,85.3675786857001,58.432523809192524
15005,2022,81.33849045706674,56.06994393792844
15007,1990,,48.64648276171179
15007,1991,,49.25004931735837
15007,1992,,49.72592287138809
15007,1993,,50.14174315631804
15007,1994,,50.47215339855784
15007,1995,,50.844613042254544
15007,1996,,51.22895469472972
15007,1997,,51.57884755046947
15007,1998,,51.8509449056942
15007,1999,,52.25251728092881
15007,2000,,52.767605244268005
15007,2001,,53.312489259053855
15007,2002,,53.604677315955016
15007,2003,,53.92563609546783
15007,2004,,54.282101612049274
15007,2005,,54.75109080075532
15007,2006,,55.27945218326392
15007,2007,,55.775217497534626
15007,2008,,56.32520691579601
15007,2009,,56.26475825524234
15007,2010,,56.43898768168181
15007,2011,,60.865551574829105
15007,2012,,59.58446655420525
15007,2013,,58.7132776986227
15007,2014,,57.64003080573653
15007,2015,,57.76735318121652
15007,2016,,60.555903191296096
15007,2017,,58.88402986597995
15007,2018,,58.43839303915351
15007,2019,,60.70073772681502
15007,2020,,60.360014267749754
15007,2021,,58.42015640133166
15007,2022,,54.708380254499694
15009,1990,58.42734311019254,46.19950468088074
15009,1991,59.14733181248645,46.77271109437225
15009,1992,59.71495467659583,47.224647621717814
15009,1993,60.21091581269503,47.61955163346574
15009,1994,60.60498603176077,47.93334183301091
15009,1995,61.04918638467949,48.28706629725828
15009,1996,61.50753431988277,48.652075090587935
15009,1997,61.92478000653193,48.98436790414522
15009,1998,62.2492416690956,49.24277842681212
15009,1999,62.728074412497264,49.624151216294976
15009,2000,63.34222613924882,50.113329619796836
15009,2001,63.99186030741667,50.63080529660874
15009,2002,64.34020096337593,50.908295933878975
15009,2003,64.72282669760826,51.21311009092924
15009,2004,65.14776316401155,51.55164495238153
15009,2005,65.7068084642517,51.99704340646999
15009,2006,66.33658794258038,52.49882755978632
15009,2007,66.92747757819842,52.96965526729933
15009,2008,67.58295396543343,53.49197953949523
15009,2009,67.51091348606391,53.43457152112149
15009,2010,67.71855225930643,53.600036992525986
15009,2011,68.25880546254483,59.004623015436906
15009,2012,68.67208008627583,58.09406593911018
15009,2013,68.95969603343029,57.572596512653476
15009,2014,69.3216447084232,56.84074683096393
15009,2015,69.54998014115161,56.65905396786207
15009,2016,69.92825621367152,55.89713570577905
15009,2017,70.48600972698542,55.863933400853675
15009,2018,66.55068632254944,54.63991015321814
15009,2019,70.24145654809608,53.72911657727635
15009,2020,74.3817544080762,55.093227141202654
15009,2021,76.27173668551924,54.896218123972446
15009,2022,75.35083076854812,52.85014104082149
16001,1990,50.88291586223191,39.95169611871005
16001,1991,51.50993606562344,40.44738473276108
16001,1992,52.00426466073827,40.83820344240248
16001,1993,52.436184844263956,41.17970245158866
16001,1994,52.779370769434635,41.451057107528236
16001,1995,53.166213777868364,41.756945501851455
16001,1996,53.56537756285493,42.07259218448349
16001,1997,53.928746424718305,42.35994724600142
16001,1998,54.211311994157434,42.583411517897375
16001,1999,54.628315487686734,42.91320920509356
16001,2000,55.16316490878758,43.33623337081865
16001,2001,55.728915103140444,43.783728016737854
16001,2002,56.032276292355306,44.02369209627906
16001,2003,56.36549550112455,44.28728458843392
16001,2004,56.73556207125784,44.58003755199386
16001,2005,57.2224206799344,44.965202367339806
16001,2006,57.77087992010766,45.399127539242706
16001,2007,58.28547096622648,45.80628267271783
16001,2008,58.856309003452644,46.25797021227778
16001,2009,58.793570746751094,46.20832579031509
16001,2010,58.97439817559229,46.35141447226857
16001,2011,59.44489121568888,46.72372942321547
16001,2012,58.95426186678295,44.2400821656855
16001,2013,58.434350287596786,46.200179418172496
16001,2014,57.70432506065169,47.91910950144199
16001,2015,57.371401399547814,49.89678277746916
16001,2016,59.88933969394598,50.96698806151583
16001,2017,61.74012340347947,51.5204728867394
16001,2018,63.13205172520763,51.74799851605937
16001,2019,64.48554343135442,50.3914678503175
16001,2020,66.34018888206202,49.52912790197426
16001,2021,66.29935465319856,47.38649618194931
16001,2022,65.08381757408355,44.38661824438082
16003,1990,32.35805786522009,30.40880001185934
16003,1991,32.75679987283103,30.78608802206161
16003,1992,33.071159083857125,31.083555442395042
16003,1993,33.345830809226044,31.343483707861783
16003,1994,33.56407360913297,31.55002235994392
16003,1995,33.810079331083855,31.782845992294476
16003,1996,34.063920225093675,32.02309703991069
16003,1997,34.29499799371898,32.24181422708917
16003,1998,34.47469038932355,32.411901632982755
16003,1999,34.739876119051694,32.66292356417997
16003,2000,35.08000380678126,32.98490381797184
16003,2001,35.43978227497473,33.32550951225079
16003,2002,35.632699263876326,33.50815556770527
16003,2003,35.84460391313722,33.708786133044676
16003,2004,36.079940966595004,33.931611874793425
16003,2005,36.38954977664022,34.22477589483047
16003,2006,36.73833237939617,34.55505333119515
16003,2007,37.065577124809764,34.864955043274115
16003,2008,37.42859111343893,35.20875211305343
16003,2009,37.38869386882726,35.17096579993465
16003,2010,37.503687758365814,35.27987619764482
16003,2011,37.80288918498705,35.563259682819734
16003,2012,42.61627706819981,41.38073161122013
16003,2013,40.39029106452269,39.73160775267431
16003,2014,38.082551048019475,37.9821780025764
16003,2015,36.088307306133366,36.5313526599867
16003,2016,37.26475713718604,36.57397127855939
16003,2017,38.45214385848292,36.27605182143571
16003,2018,39.35186064463631,35.79226012686089
16003,2019,39.812588619690516,35.895855167170126
16003,2020,40.59764582129038,36.30197054105553
16003,2021,40.24470462378731,35.71127667978384
16003,2022,38.96111796365895,34.34718836204783
16005,1990,33.14229491134093,30.85068859848149
16005,1991,33.550700918426614,31.23345920798108
16005,1992,33.872679008808916,31.53524930654865
16005,1993,34.15400773885511,31.798954746182257
16005,1994,34.377539919523045,32.00849473580537
16005,1995,34.62950789055313,32.24470166857526
16005,1996,34.88950092860487,32.48844394885518
16005,1997,35.12617914913137,32.71033944720262
16005,1998,35.310226609373196,32.882898495626094
16005,1999,35.58183943909052,33.13756817768308
16005,2000,35.93021053667614,33.464227320454874
16005,2001,36.29870867538659,33.80978256120661
16005,2002,36.49630124309309,33.99508275649119
16005,2003,36.713341660294326,34.198628805404965
16005,2004,36.95438239462243,34.42469256220353
16005,2005,37.27149495225517,34.72211672517329
16005,2006,37.6287307273017,35.057193621874795
16005,2007,37.963906648732426,35.37159870236978
16005,2008,38.33571872466735,35.7203916944213
16005,2009,38.29485452161236,35.682056285629855
16005,2010,38.412635428487654,35.79254932592025
16005,2011,38.719088367050254,36.08005082718548
16005,2012,40.62429472540671,39.79996021773142
16005,2013,40.39029106452269,39.73160775267431
16005,2014,40.63443165497575,39.50951346825876
16005,2015,41.137378351130586,39.552656786160895
16005,2016,40.55092415036703,38.54899084708737
16005,2017,39.66166544973005,37.23782430924671
16005,2018,39.35186064463631,35.79226012686089
16005,2019,39.812588619690516,35.895855167170126
16005,2020,40.59764582129038,36.30197054105553
16005,2021,40.24470462378731,35.71127667978384
16005,2022,38.96111796365895,34.34718836204783
16007,1990,34.708552289457714,31.94087804497089
16007,1991,35.136258979359,32.33717485105993
16007,1992,35.47345329302947,32.64962948891203
16007,1993,35.76807721582829,32.92265364719766
16007,1994,36.002173207124144,33.13959827819775
16007,1995,36.266048823497755,33.38415219824707
16007,1996,36.538328760063806,33.63650774693999
16007,1997,36.78619205422905,33.86624450075082
16007,1998,36.97893733377696,34.04490137266005
16007,1999,37.26338619671627,34.308570471337276
16007,2000,37.6282208133001,34.646772965853465
16007,2001,38.01413364613841,35.00453930119533
16007,2002,38.221064155525184,35.1963875615802
16007,2003,38.44836159191294,35.407126440362006
16007,2004,38.70079356603228,35.641178748894475
16007,2005,39.03289240884575,35.94911316944132
16007,2006,39.40701063484781,36.29603088115025
16007,2007,39.75802649015494,36.62154628417772
16007,2008,40.1474098721435,36.98266478519577
16007,2009,40.10461448539384,36.942974694872404
16007,2010,40.22796154919608,37.05737229457159
16007,2011,40.54889701461306,37.355033410314434
16007,2012,42.61627706819981,41.38073161122013
16007,2013,40.39029106452269,39.73160775267431
16007,2014,38.082551048019475,37.9821780025764
16007,2015,36.088307306133366,36.5313526599867
16007,2016,37.26475713718604,36.57397127855939
16007,2017,38.45214385848292,36.27605182143571
16007,2018,39.35186064463631,35.79226012686089
16007,2019,43.51971723897005,38.12547520703614
16007,2020,47.885024235380705,40.69055585650327
16007,2021,50.70289389614314,42.00667376246692
16007,2022,51.872534737765704,42.11794183099362
16009,1990,34.6918103675734,31.870749013533594
16009,1991,35.11931075005132,32.266175714826716
16009,1992,35.45634241559943,32.57794433080147
16009,1993,35.750824224412646,32.85036904032577
16009,1994,35.98480729780955,33.06683735014189
16009,1995,36.24855563186613,33.310854330363725
16009,1996,36.52070423223036,33.56265581006134
16009,1997,36.76844796773829,33.791888156447676
16009,1998,36.961100275202924,33.970152771344765
16009,1999,37.245411932170526,34.23324296112399
16009,2000,37.61007056813146,34.57070290205927
16009,2001,37.99579725311643,34.92768372967203
16009,2002,38.20262794807145,35.11911077018109
