,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_ALPHABET_,MOM_HELPS_CH_LEARN_COLORS_,MOM_HELPS_CH_LEARN_SHAPES_,PIAT_MATH_TOTAL_RAW_SCORE_,PIAT_READ_REC_TOTAL_RAW_SCO_,PIAT_READ_COMP_TOTAL_RAW_SC_,PPVT_TOTAL_RAW_SCORE_,HOW_OFT_MOM_READ_TO_,MOM_HELPS_CH_LEARN_N_,MOM_HELPS_CH_LEARN_A_,MOM_HELPS_CH_LEARN_C_,MOM_HELPS_CH_LEARN_S_,MOM_HELPS_CH_W_NONE_,HOW_OFT_CH_TAKEN_TO_,MS_TYPE_OF_SCHOOL_CHILD_ATT_,MS_TYPE_OF_SCH_CHD_ATTNDS_C_,MOMHGC_EVER_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HOW_MANY_BOOKS_C_,HOW_OFTEN_MOM_RE_,HOW_OFT_CH_EATS_,HOW_OFT_CH_TAKEN_,MUSIC_INSTMT_CH_,CH_GET_SPEC_LESS_,HOW_OFT_TAKEN_TO_,HOW_OFT_CH_SPEND_,HOW_OFT_CH_W_DAD_,DO_PARS_DISCUSS_,IF_LOW_GRADES_HE_,TYPE_OF_SCHOOL_CHILD_ATTEND_,HOW_OFT_PARENTS_HELP_WITH_H_,HOW_MANY_BOOKS_,MUSIC_INSTMT_C_,CH_GET_SPEC_LE_,HOW_OFT_CH_TAK_,HOW_OFT_TAKEN_,HOW_OFT_CH_SPE_,HOW_OFT_CH_W_D_,HOW_OFT_CH_EAT_,DO_PARS_DISCUS_,IF_LOW_GRADES_,SCHOOL_CHILD_ATTENDS_2004_,DOES_CHILD_USE_ANY_COMPUTER_,4_5_HOW_OFTEN_MOM_RE_,4_5_HOW_MANY_BOOKS_C_,4_5_MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_COLORS_2_,MOM_HELPS_CH_LEARN_SHAPES_2_,4_5_HOW_OFT_CH_TAKEN_,4_5_HOW_OFT_CH_EATS_,CHILD_EVER_ENROLLED_IN_HEAD_,HOW_MANY_BOOKS_CH_,MUSICAL_INSTMT_CH_,CH_GET_SPEC_LESSO_,HOW_OFT_CH_EATS_W_,DO_PARS_DISCUSS_T_,IF_LOW_GRADES_HEL_,CH_ATTENDS_PUBLIC_PRIV_RELI_,IS_SCHOOL_GIFTED_HANDICAPPE_,OWN_A_HOME_COMPUTER_,MS_IS_SCHOOL_GIFTED_HANDICA_,TYPE_OF_SCHOOL_,HOW_OFTEN_PARS_HELP_R_WITH_,SCHOOL_HOW_OFTEN_PARENTS_HE_,IS_CURRENT_MOST_RECENT_SCHO_,MS_CH_ATTENDS_PUBLIC_PRIV_R_,HOW_OFT_CH_EATS_W_MO_,HOW_OFT_CH_SPEND_TIM_,MOM_HELP_MORE_W_SCHO_,PARS_DISCUSS_TV_PROG_,CHILD_ATTENDS_PUBLIC_PRIV_R_,6_HOW_MANY_BOOKS_CHI_,6_HOW_OFTEN_MOM_READ_,6_MUSIC_INSTMT_CH_CA_,6_CH_GET_SPEC_LESSON_,6_HOW_OFT_CH_TAKEN_T_,6_HOW_OFT_TAKEN_TO_P_,6_HOW_OFT_CH_SPEND_T_,6_HOW_OFT_CH_W_DAD_O_,6_HOW_OFT_CH_EATS_W_,6_DO_PARS_DISCUSS_TV_,IN_SCL_YR_HOW_OFTEN_PARENTS_,FAMILY_INCOME_FROM_ALL_SOUR_,HOW_OFT_DOES_MOM_REA_,HOW_MANY_BOOKS_CHILD_,PARS_DISCUSS_TV_PRGM_,TOTAL_FAMILY_INCOME_FROM_AL_,HOW_OFTEN_MOM_R_,MOM_HELPS_CH_LE_,_MOM_HELPS_CH_LEARN_ALPHABE_,_MOM_HELPS_CH_LEARN_COLORS__,_MOM_HELPS_CH_LEARN_SHAPES__,HOW_OFT_CH_TAKE_,TOTAL_FAMILY_INCOME_FR_ALL_,HOW_MANY_BOOKS_DOES_,IS_THERE_MUSIC_INSTR_,CHILD_S_AGE_WHEN_1ST_ATTD_H_,CHILD_AGE_WHEN_1ST_ATTD_HEA_,DOES_CHILD_NEVER_USE_,HIGHEST_GRADE_OF_REGULAR_SC_,HOW_LONG_CHILD_WAS_IN_HEAD_,MOM_HELPS_CH_W_N_,HOW_LONG_DID_CHILD_ATTEND_H_,SCHOOL_CHILD_ATTENDS_RECD__,TYPE_SCHOOL_CHILD_ATTENDS_V_
485,14902,1,149.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,14902,2,149.0,3.0,1.0,1993.0,,,,,,,,145.0,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,14902,3,149.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,150000.0,,,,,,,,,,,
488,15301,0,153.0,3.0,1.0,1985.0,,,,,,,,8.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,15301,1,153.0,3.0,1.0,1985.0,,,,,52.0,40.0,34.0,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,15301,2,153.0,3.0,1.0,1985.0,,,,,45.0,57.0,54.0,,,,,,,,,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,1.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,1.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,
491,15301,3,153.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
492,15302,0,153.0,3.0,2.0,1986.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,15302,1,153.0,3.0,2.0,1986.0,,,,,15.0,38.0,31.0,67.0,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,3.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,15302,2,153.0,3.0,2.0,1986.0,,,,,41.0,59.0,42.0,,,,,,,,,1.0,1.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,1.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,
495,15302,3,153.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
496,15701,0,157.0,3.0,2.0,1985.0,,,,,16.0,18.0,18.0,55.0,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,15701,1,157.0,3.0,2.0,1985.0,1.0,2.0,3.0,4.0,,,,88.0,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,3.0,,,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,15701,2,157.0,3.0,2.0,1985.0,,,,,,,,,,,,,,,,3.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
499,15701,3,157.0,3.0,2.0,1985.0,,,,,,,,,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,15702,0,157.0,3.0,1.0,1987.0,,,,,,,,68.0,,,,,,,,,,20.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,15702,1,157.0,3.0,1.0,1987.0,,,,,43.0,57.0,40.0,,,,,,,,,,,20.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,4.0,5.0,6.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,15702,2,157.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,3.0,3.0,20.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
503,15702,3,157.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,20.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,15801,0,158.0,3.0,2.0,1985.0,,,,,14.0,,,26.0,,,,,,,,,,17.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,15801,1,158.0,3.0,2.0,1985.0,,,,,,,,85.0,,,,,,,,,,17.0,,,,,,,532.0,,,,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,15801,2,158.0,3.0,2.0,1985.0,,,,,,,,116.0,,,,,,,,3.0,3.0,17.0,,,,,,,532.0,,,,,,,,,,,,,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,3.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
507,15801,3,158.0,3.0,2.0,1985.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,15802,0,158.0,3.0,1.0,1988.0,1.0,2.0,3.0,4.0,,,,35.0,,,,,,,,,,17.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,15802,1,158.0,3.0,1.0,1988.0,1.0,2.0,3.0,4.0,,,,87.0,,,,,,,,,,17.0,,,,,,,532.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,15802,2,158.0,3.0,1.0,1988.0,,,,,-3.0,-3.0,-3.0,,,,,,,,,3.0,3.0,17.0,,,,,,,532.0,,,,,,,,,,,,3.0,-7.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
511,15802,3,158.0,3.0,1.0,1988.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,15901,0,159.0,3.0,1.0,1985.0,,,,,14.0,14.0,14.0,18.0,,,,,,,,,,16.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,15901,1,159.0,3.0,1.0,1985.0,,,,,,,45.0,74.0,,,,,,,,,,16.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,3.0,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,15901,2,159.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,16.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,4.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,15901,3,159.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,16.0,10.0,0.0,0.0,1.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,150000.0,,,,,,,,,,,,,,,,,,
516,15902,0,159.0,3.0,1.0,1987.0,,,,,14.0,6.0,6.0,65.0,,,,,,,,,,16.0,11.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,15902,1,159.0,3.0,1.0,1987.0,,,,,28.0,30.0,27.0,,,,,,,,,,,16.0,11.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,15902,2,159.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,15902,3,159.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,15903,0,159.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,50.0,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,15903,1,159.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,15903,2,159.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,15903,3,159.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,15904,0,159.0,3.0,2.0,1993.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,15904,1,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,15904,2,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,15904,3,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,15905,0,159.0,3.0,2.0,1993.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,16.0,11.0,0.0,0.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,15905,1,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,0.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,15905,2,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,0.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,15905,3,159.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,0.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,16001,0,160.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,27.0,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,16001,1,160.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,1.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
534,16001,2,160.0,3.0,1.0,1990.0,,,,,53.0,74.0,46.0,152.0,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,3.0,5.0,0.0,1.0,2.0,3.0,3.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,16001,3,160.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,16101,0,161.0,3.0,1.0,1994.0,,,,,,,,54.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,16101,1,161.0,3.0,1.0,1994.0,,,,,,,,,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,16101,2,161.0,3.0,1.0,1994.0,,,,,74.0,71.0,71.0,139.0,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,16101,3,161.0,3.0,1.0,1994.0,,,,,,,,,,,,,,,,,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
540,16102,0,161.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,
541,16102,1,161.0,3.0,2.0,1996.0,1.0,1.0,,,,,,83.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,16102,2,161.0,3.0,2.0,1996.0,,,,,65.0,59.0,57.0,137.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,16102,3,161.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
544,16501,0,165.0,3.0,2.0,1988.0,1.0,2.0,3.0,4.0,,,,14.0,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,16501,1,165.0,3.0,2.0,1988.0,1.0,2.0,3.0,4.0,,,,93.0,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,5.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,16501,2,165.0,3.0,2.0,1988.0,,,,,58.0,65.0,60.0,151.0,,,,,,,,1.0,1.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,4.0,4.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
547,16501,3,165.0,3.0,2.0,1988.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
548,16502,0,165.0,3.0,2.0,1992.0,1.0,2.0,3.0,4.0,,,,54.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,16502,1,165.0,3.0,2.0,1992.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,4.0,3.0,0.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
