,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_ALPHABET_,MOM_HELPS_CH_LEARN_COLORS_,MOM_HELPS_CH_LEARN_SHAPES_,PIAT_MATH_TOTAL_RAW_SCORE_,PIAT_READ_REC_TOTAL_RAW_SCO_,PIAT_READ_COMP_TOTAL_RAW_SC_,PPVT_TOTAL_RAW_SCORE_,HOW_OFT_MOM_READ_TO_,MOM_HELPS_CH_LEARN_N_,MOM_HELPS_CH_LEARN_A_,MOM_HELPS_CH_LEARN_C_,MOM_HELPS_CH_LEARN_S_,MOM_HELPS_CH_W_NONE_,HOW_OFT_CH_TAKEN_TO_,MS_TYPE_OF_SCHOOL_CHILD_ATT_,MS_TYPE_OF_SCH_CHD_ATTNDS_C_,MOMHGC_EVER_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HOW_MANY_BOOKS_C_,HOW_OFTEN_MOM_RE_,HOW_OFT_CH_EATS_,HOW_OFT_CH_TAKEN_,MUSIC_INSTMT_CH_,CH_GET_SPEC_LESS_,HOW_OFT_TAKEN_TO_,HOW_OFT_CH_SPEND_,HOW_OFT_CH_W_DAD_,DO_PARS_DISCUSS_,IF_LOW_GRADES_HE_,TYPE_OF_SCHOOL_CHILD_ATTEND_,HOW_OFT_PARENTS_HELP_WITH_H_,HOW_MANY_BOOKS_,MUSIC_INSTMT_C_,CH_GET_SPEC_LE_,HOW_OFT_CH_TAK_,HOW_OFT_TAKEN_,HOW_OFT_CH_SPE_,HOW_OFT_CH_W_D_,HOW_OFT_CH_EAT_,DO_PARS_DISCUS_,IF_LOW_GRADES_,SCHOOL_CHILD_ATTENDS_2004_,DOES_CHILD_USE_ANY_COMPUTER_,4_5_HOW_OFTEN_MOM_RE_,4_5_HOW_MANY_BOOKS_C_,4_5_MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_COLORS_2_,MOM_HELPS_CH_LEARN_SHAPES_2_,4_5_HOW_OFT_CH_TAKEN_,4_5_HOW_OFT_CH_EATS_,CHILD_EVER_ENROLLED_IN_HEAD_,HOW_MANY_BOOKS_CH_,MUSICAL_INSTMT_CH_,CH_GET_SPEC_LESSO_,HOW_OFT_CH_EATS_W_,DO_PARS_DISCUSS_T_,IF_LOW_GRADES_HEL_,CH_ATTENDS_PUBLIC_PRIV_RELI_,IS_SCHOOL_GIFTED_HANDICAPPE_,OWN_A_HOME_COMPUTER_,MS_IS_SCHOOL_GIFTED_HANDICA_,TYPE_OF_SCHOOL_,HOW_OFTEN_PARS_HELP_R_WITH_,SCHOOL_HOW_OFTEN_PARENTS_HE_,IS_CURRENT_MOST_RECENT_SCHO_,MS_CH_ATTENDS_PUBLIC_PRIV_R_,HOW_OFT_CH_EATS_W_MO_,HOW_OFT_CH_SPEND_TIM_,MOM_HELP_MORE_W_SCHO_,PARS_DISCUSS_TV_PROG_,CHILD_ATTENDS_PUBLIC_PRIV_R_,6_HOW_MANY_BOOKS_CHI_,6_HOW_OFTEN_MOM_READ_,6_MUSIC_INSTMT_CH_CA_,6_CH_GET_SPEC_LESSON_,6_HOW_OFT_CH_TAKEN_T_,6_HOW_OFT_TAKEN_TO_P_,6_HOW_OFT_CH_SPEND_T_,6_HOW_OFT_CH_W_DAD_O_,6_HOW_OFT_CH_EATS_W_,6_DO_PARS_DISCUSS_TV_,IN_SCL_YR_HOW_OFTEN_PARENTS_,FAMILY_INCOME_FROM_ALL_SOUR_,HOW_OFT_DOES_MOM_REA_,HOW_MANY_BOOKS_CHILD_,PARS_DISCUSS_TV_PRGM_,TOTAL_FAMILY_INCOME_FROM_AL_,HOW_OFTEN_MOM_R_,MOM_HELPS_CH_LE_,_MOM_HELPS_CH_LEARN_ALPHABE_,_MOM_HELPS_CH_LEARN_COLORS__,_MOM_HELPS_CH_LEARN_SHAPES__,HOW_OFT_CH_TAKE_,TOTAL_FAMILY_INCOME_FR_ALL_,HOW_MANY_BOOKS_DOES_,IS_THERE_MUSIC_INSTR_,CHILD_S_AGE_WHEN_1ST_ATTD_H_,CHILD_AGE_WHEN_1ST_ATTD_HEA_,DOES_CHILD_NEVER_USE_,HIGHEST_GRADE_OF_REGULAR_SC_,HOW_LONG_CHILD_WAS_IN_HEAD_,MOM_HELPS_CH_W_N_,HOW_LONG_DID_CHILD_ATTEND_H_,SCHOOL_CHILD_ATTENDS_RECD__,TYPE_SCHOOL_CHILD_ATTENDS_V_
2291,65401,3,654.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,0.0,,,,,,,,,,,
2292,65601,0,656.0,3.0,2.0,1989.0,,,,,,,,42.0,,,,,,,,,,18.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,65601,1,656.0,3.0,2.0,1989.0,,,,,,,,89.0,,,,,,,,4.0,4.0,18.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,4.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
2294,65601,2,656.0,3.0,2.0,1989.0,,,,,,,,132.0,,,,,,,,,,18.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,65601,3,656.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,,,18.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
2296,65602,0,656.0,3.0,1.0,1992.0,1.0,2.0,3.0,4.0,,,,51.0,,,,,,,,,,18.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,65602,1,656.0,3.0,1.0,1992.0,,,,,,,,76.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,10.0,18.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,65602,2,656.0,3.0,1.0,1992.0,,,,,70.0,74.0,78.0,,,,,,,,,,,18.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,8.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,65602,3,656.0,3.0,1.0,1992.0,,,,,,,,,,,,,,,,,,18.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
2300,65701,0,657.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,20.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
2301,65701,1,657.0,3.0,2.0,1996.0,1.0,1.0,,,,,,67.0,,,,,,,,,,20.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,4.0,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,65701,2,657.0,3.0,2.0,1996.0,,,,,71.0,57.0,67.0,134.0,,,,,,,,,,20.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,1.0,6.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,0.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,65701,3,657.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,20.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,
2304,65702,0,657.0,3.0,1.0,1999.0,1.0,1.0,,,,,,52.0,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,65702,1,657.0,3.0,1.0,1999.0,,,,,,,,,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,65702,2,657.0,3.0,1.0,1999.0,,,,,,,,115.0,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2307,65702,3,657.0,3.0,1.0,1999.0,,,,,,,,,,,,,,,,,,20.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2308,66001,0,660.0,3.0,2.0,1988.0,1.0,2.0,3.0,4.0,,,,45.0,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,66001,1,660.0,3.0,2.0,1988.0,,,,,,,,90.0,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,66001,2,660.0,3.0,2.0,1988.0,,,,,65.0,54.0,61.0,116.0,,,,,,,,3.0,3.0,14.0,,,,,,,532.0,,,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
2311,66001,3,660.0,3.0,2.0,1988.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,66002,0,660.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,44.0,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,66002,1,660.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,3.0,3.0,14.0,,,,,,,532.0,4.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
2314,66002,2,660.0,3.0,1.0,1990.0,,,,,66.0,46.0,41.0,101.0,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,3.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,66002,3,660.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,66003,0,660.0,3.0,2.0,1993.0,,,,,,,,,5.0,1.0,1.0,1.0,1.0,2.0,3.0,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,66003,1,660.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,66003,2,660.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,66003,3,660.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,66201,0,662.0,3.0,1.0,1989.0,1.0,2.0,3.0,4.0,6.0,20.0,18.0,30.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,66201,1,662.0,3.0,1.0,1989.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
2322,66201,2,662.0,3.0,1.0,1989.0,,,,,51.0,42.0,38.0,91.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,5.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,66201,3,662.0,3.0,1.0,1989.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,44000.0,,,,,,,,,,,
2324,66202,0,662.0,3.0,2.0,1991.0,,,,,,,,14.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,66202,1,662.0,3.0,2.0,1991.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,5.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,4.0,,,,,,,
2326,66202,2,662.0,3.0,2.0,1991.0,,,,,58.0,48.0,36.0,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,4.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,66202,3,662.0,3.0,2.0,1991.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,
2328,66401,0,664.0,3.0,2.0,1988.0,1.0,2.0,3.0,4.0,,,,50.0,,,,,,,,,,17.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,66401,1,664.0,3.0,2.0,1988.0,,,,,,,,79.0,,,,,,,,,,17.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,66401,2,664.0,3.0,2.0,1988.0,,,,,62.0,71.0,58.0,110.0,,,,,,,,1.0,1.0,17.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
2331,66401,3,664.0,3.0,2.0,1988.0,,,,,,,,,,,,,,,,,,17.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,82000.0,,,,,,,,,,,
2332,66402,0,664.0,3.0,2.0,1993.0,1.0,2.0,3.0,4.0,7.0,17.0,17.0,54.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,66402,1,664.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,17.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,66402,2,664.0,3.0,2.0,1993.0,,,,,,,,105.0,,,,,,,,,,17.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,66402,3,664.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,17.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,
2336,66501,0,665.0,3.0,2.0,1999.0,1.0,1.0,,,,,,72.0,,,,,,,,,,17.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,66501,1,665.0,3.0,2.0,1999.0,,,,,,,,,,,,,,,,,,17.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,66501,2,665.0,3.0,2.0,1999.0,,,,,,,,131.0,,,,,,,,,,17.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2339,66501,3,665.0,3.0,2.0,1999.0,,,,,,,,,,,,,,,,,,17.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2340,66502,0,665.0,3.0,2.0,2001.0,,,,,10.0,19.0,19.0,1.0,,,,,,,,,,17.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,66502,1,665.0,3.0,2.0,2001.0,,,,,,,,,,,,,,,,,,17.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,66502,2,665.0,3.0,2.0,2001.0,,,,,65.0,70.0,57.0,141.0,,,,,,,,,,17.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,66502,3,665.0,3.0,2.0,2001.0,,,,,,,,,,,,,,,,,,17.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,
2344,66801,0,668.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,14.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,66801,1,668.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,14.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,4.0,4.0,1.0,,0.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,66801,2,668.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,14.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,66801,3,668.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,14.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,66802,0,668.0,3.0,1.0,1988.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,66802,1,668.0,3.0,1.0,1988.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,66802,2,668.0,3.0,1.0,1988.0,,,,,,,,,,,,,,,,3.0,3.0,14.0,,,,,,,532.0,,,,,,,,,,,,3.0,,2.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,
2351,66802,3,668.0,3.0,1.0,1988.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,66803,0,668.0,3.0,2.0,1990.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,66803,1,668.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,3.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
2354,66803,2,668.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,3.0,,3.0,1.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,66803,3,668.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
