,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,IF_LOW_GRADES,MUSICAL_INSTMT_CH,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,HOW_OFT_PARENTS_HELP_WITH_H,TYPE_OF_SCHOOL_RECODE,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TOTAL_FAMILY_INCOME_FR_ALL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,MOM_RACE_ID,MOM_RACE_ENCODED,MOM_SEX,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,Q2_15C,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
24359,343801,0,3438.0,1.0,1.0,1985.0,6.9956823683886595,,3.0,,1.0,2.0,3.0,4.0,,0.0,,,,,,6.0,23.0,20.0,60.0,0.0,,,,,,1.0,,,,1.0,,,,7.0,3.0,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,1.0,,39.5738377921847,1582.9589525802523,7.0,21354.77074796434,,,,,,,,,,,,,,,,,,7.0,8.0
24360,343801,1,3438.0,1.0,1.0,1985.0,12.75,,1.875,,1.0,2.0,3.0,4.0,,0.0,,,,,,26.25,29.75,28.25,60.0,0.0,,,,,,1.0,,,,1.0,,,,7.0,3.0,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,51.88441941093126,30.0,,1.0,,46.0,1840.0,7.0,31029.378163416048,,,,,,,,,,,,,,,,,,7.0,8.0
24361,343801,2,3438.0,1.0,1.0,1985.0,20.599923782364286,,0.0,,1.0,2.0,3.0,4.0,,0.0,,,,,,48.0,41.0,42.0,60.0,0.0,,,,,,1.0,,,,1.0,,,,7.0,3.0,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,53.17230875123438,23.111788878837313,,1.0,,43.587489680357805,2108.433681834968,7.0,42563.01603405674,,,,,,,,,,,,,,,,,,7.0,8.0
24362,343801,3,3438.0,1.0,1.0,1985.0,7.0,,0.0,,1.0,2.0,3.0,4.0,,0.0,,,,,,48.0,41.0,42.0,60.0,0.0,,,,,,1.0,,,,1.0,,,,7.0,3.0,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,35.480910008157664,25.368394439418665,,1.0,,39.0,1560.0,7.0,30050.783738634567,,,,,,,,,,,,,,,,,,7.0,8.0
3203,343802,-1,3438.0,1.0,2.0,1989.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,7.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,-5.0,-5.0,,1.0,,-5.0,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,7.0,8.0
24363,343802,0,3438.0,1.0,2.0,1989.0,10.833333333333334,15.0,,7.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,13.0,9.0,9.0,36.0,,,,4.0,,1.0,1.0,,,0.0,3.0,,,,7.0,2.0,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,51.822621107266436,33.333333333333336,,1.0,,48.0,1920.0,7.0,24560.971184034588,,,,,,,,,,,,,,,,,,7.0,8.0
24364,343802,1,3438.0,1.0,2.0,1989.0,24.556364567554404,15.0,,7.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,23.625,19.3125,20.875,36.0,,,,4.0,,1.0,1.0,,,0.0,3.0,,,,7.0,2.0,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.07483780276817,16.716078630190506,,1.0,,41.63734343407381,2055.799745757622,7.0,40211.40493017636,,,,,,,,,,,,,,,,,,7.0,8.0
24365,343802,2,3438.0,1.0,2.0,1989.0,6.638181316188098,15.0,,7.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,41.9,37.05,41.3,36.0,,,,4.0,,1.0,1.0,,,0.0,3.0,,,,7.0,2.0,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,33.631212153979234,39.26388537812809,,1.0,,47.6373197448234,1950.711374844018,7.0,35111.55991248299,,,,,,,,,,,,,,,,,,7.0,8.0
24366,343802,3,3438.0,1.0,2.0,1989.0,7.0,15.0,,7.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,47.0,42.0,47.0,36.0,,,,4.0,,1.0,1.0,,,0.0,2.4,,,,7.0,1.7,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,35.5,38.75,,1.0,,22.0,880.0,7.0,42714.62251055859,,,,,,,,,,,,,,,,,,7.0,8.0
3204,343803,-1,3438.0,1.0,2.0,1994.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,1.0,,46.0,1840.0,7.0,38000.0,,,,,,,,,,,,,,,,,,7.0,8.0
24367,343803,0,3438.0,1.0,2.0,1994.0,13.995991664163412,20.0,1.0,14.0,,,,,0.0,0.0,0.0,0.0,1.0,0.23014959723820486,0.0,19.0,23.0,22.0,81.0,,,,4.0,,1.0,1.0,,,,2.0,,1.0,,7.0,1.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,53.44047619047618,37.045242537313435,,1.0,,49.03326199058776,2468.2338289776703,6.999999999999999,41120.663883149675,,,,,,,,,,,,,,,,,,7.0,8.0
24368,343803,1,3438.0,1.0,2.0,1994.0,7.012090717933313,20.0,1.0,14.0,,,,,0.0,0.0,0.0,0.0,1.0,0.23014959723820486,0.0,22.0,23.75,22.375,81.0,,,,4.0,,1.0,1.0,,,,2.0,,1.0,,7.0,1.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,26.089285714285705,38.45499067164179,,1.0,,46.71046109942925,1861.0378492039652,7.0,30976.46020575069,,,,,,,,,,,,,,,,,,7.0,8.0
24369,343803,2,3438.0,1.0,2.0,1994.0,7.000690898167617,18.5,1.0,11.9,,,,,0.008653846153846154,0.0,0.0,0.008653846153846154,1.0,0.23014959723820488,0.0,55.5,34.0,35.5,81.0,,,,4.0,,1.0,1.0,,,,2.0,,1.0,,7.0,1.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,35.5,38.75,,1.0,,22.19059777711024,887.2021628116552,7.0,42812.3842114325,,,,,,,,,,,,,,,,,,7.0,8.0
24370,343803,3,3438.0,1.0,2.0,1994.0,7.0,15.0,1.0,7.0,,,,,0.028846153846153848,0.0,0.0,0.028846153846153848,1.0,0.23014959723820488,0.0,68.0,39.0,46.0,81.0,,,,4.0,,1.0,1.0,,,,2.0,,1.0,,7.0,1.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,32.0,35.0,,1.0,,34.5,1380.0,7.0,27942.2782369146,,,,,,,,,,,,,,,,,,7.0,8.0
3205,344201,-1,3442.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,18.0,4.0
24371,344201,0,3442.0,3.0,2.0,1996.0,18.0,,7.0,,,,,,,,,,,,,43.0,27.0,25.0,,,,,,,1.0,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,48.177083333333336,,3.0,,10.041666666666666,256.2291666666667,18.0,56885.416666666664,,,,,,,,,,,,,,,,,,18.0,4.0
24372,344201,1,3442.0,3.0,2.0,1996.0,18.0,,7.0,,,,,,,,,,,,,43.0,27.0,25.0,,,,,,,1.0,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
24373,344201,2,3442.0,3.0,2.0,1996.0,18.0,,7.0,,,,,,,,,,,,,43.0,27.0,25.0,,,,,,,1.0,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
24374,344201,3,3442.0,3.0,2.0,1996.0,18.0,,7.0,,,,,,,,,,,,,43.0,27.0,25.0,,,,,,,1.0,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
3206,344202,-1,3442.0,3.0,2.0,1997.0,18.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,-7.0,-7.0,,-7.0,-7.0,,-7.0,-7.0,-7.0,,,,18.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,52.0,50.0,,3.0,,34.0,1088.0,18.0,59500.0,,,,,,,,,,,,,,,,-4.0,,18.0,4.0
24375,344202,0,3442.0,3.0,2.0,1997.0,18.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,48.75,,3.0,,12.5,87.5,18.0,59241.666666666664,,,,,,,,,,,,,,,,,,18.0,4.0
24376,344202,1,3442.0,3.0,2.0,1997.0,18.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
24377,344202,2,3442.0,3.0,2.0,1997.0,18.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
24378,344202,3,3442.0,3.0,2.0,1997.0,18.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,18.0,,,,,,,,,532.0,,52.0,50.0,,3.0,,50.0,350.0,18.0,72300.0,,,,,,,,,,,,,,,,,,18.0,4.0
3207,344401,-1,3444.0,3.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,10.0,0.0,0.0,0.0,1.0,0.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
24379,344401,0,3444.0,3.0,2.0,1978.0,12.0,10.0,7.0,14.0,,,,,0.028846153846153844,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,30.0,37.0,30.0,100.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,10.0,0.0,0.0,0.0,1.0,0.0,532.0,,52.0,46.666666666666664,5.0,3.0,2.0,6.833333333333333,341.6666666666667,12.0,14580.0,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24380,344401,1,3444.0,3.0,2.0,1978.0,12.0,11.71875,7.0,14.0,,,,,0.05694110576923077,0.0,-0.0625,0.17262620192307693,1.0,3.71875,0.0,32.859375,37.859375,30.828125,101.25,0.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,10.0,0.0,0.0,0.0,1.0,0.0,532.0,,52.0,52.48350115816754,5.0,3.0,2.0,36.0,1935.0,12.0,38505.0,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24381,344401,2,3444.0,3.0,2.0,1978.0,12.0,20.0,7.0,14.0,,,,,0.19230769230769232,0.0,0.75,0.2644230769230769,1.0,4.75,0.0,53.0,61.25,48.5,124.0,0.0,,,2.2,1.0,1.0,1.0,,1.0,,,,,,12.0,,,10.0,0.0,0.0,0.0,1.0,0.0,532.0,,49.4,50.0,5.0,3.0,2.0,52.0,3086.0,12.0,53065.0,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24382,344401,3,3444.0,3.0,2.0,1978.0,23.76461709275204,20.0,7.0,14.0,,,,,0.19230769230769232,0.0,1.0,1.0,1.0,1.0,0.0,58.0,57.0,48.0,138.0,0.0,,,5.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,10.0,0.0,0.0,0.0,1.0,0.0,532.0,,26.55979274608587,36.41444829302863,5.0,3.0,2.0,51.99999645604102,4501.306098375177,12.0,52305.53445660018,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
3208,344402,-1,3444.0,3.0,1.0,1980.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,5.0,3.0,2.0,0.0,0.0,12.0,9300.0,,,,,,,,,,,,,,,,,,12.0,1.0
24383,344402,0,3444.0,3.0,1.0,1980.0,12.0,10.0,7.0,14.0,,,,,0.19230769230769232,0.0,0.0,0.19230769230769232,1.0,4.0,0.0,16.0,17.0,17.0,76.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,3.0,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,52.5,,3.0,,13.5,661.6666666666666,12.0,22463.333333333332,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24384,344402,1,3444.0,3.0,1.0,1980.0,12.0,14.53125,3.25,14.0,,,,,0.16676682692307693,0.5833333333333334,0.53125,-0.30019896045410277,1.0,1.5359608745684699,0.0,32.5625,32.20833333333333,26.1875,91.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,3.0,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,51.75,43.733690012527646,,3.0,,52.0,2972.5,12.0,47783.75,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24385,344402,2,3444.0,3.0,1.0,1980.0,16.4,18.75,1.0,14.0,,,,,0.1514423076923077,0.33333333333333337,1.0,0.5647489377710897,1.0,4.557537399309551,0.0,60.0,57.833333333333336,56.75,125.8,0.0,,,3.8,1.0,1.0,1.0,,1.0,0.0,3.0,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,40.0,55.0,,3.0,,52.0,3336.6,12.0,58101.4,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
24386,344402,3,3444.0,3.0,1.0,1980.0,19.364617092752013,15.0,1.0,14.0,,,,,0.028846153846153848,0.0,1.0,0.028846153846153848,1.0,0.23014959723820488,0.0,59.0,65.0,67.0,130.0,0.0,,,5.0,1.0,1.0,1.0,,1.0,0.0,3.0,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,35.3597927460893,21.414448195743706,,3.0,,51.99999638959531,5116.7060949886745,12.0,55666.13448784264,51.0,1.0,14.0,8.0,22.0,10.0,43.0,62.0,11.0,12.0,11.0,9.0,28.0,25.0,25156.0,,,12.0,1.0
3209,344501,-1,3445.0,3.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,8.0,0.0,1.0,1.0,0.0,0.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
24387,344501,0,3445.0,3.0,2.0,1978.0,12.0,10.0,3.0,7.0,,,,,0.028846153846153844,0.0,1.0,0.0,3.0,0.23014959723820486,0.0,36.0,35.0,37.0,98.0,0.0,,,1.0,0.0,1.0,1.0,,1.0,,,,,,12.0,,,8.0,0.0,1.0,1.0,0.0,0.0,532.0,,44.0,41.666666666666664,5.0,3.0,2.0,33.833333333333336,1346.3333333333333,12.0,33434.52692490851,51.0,1.0,14.0,25.0,31.0,13.0,47.0,78.0,10.0,19.0,14.0,11.0,82.0,75.0,70650.0,,,12.0,1.0
24388,344501,1,3445.0,3.0,2.0,1978.0,12.0,11.71875,3.0,6.90625,,,,,0.028846153846153848,0.0,1.0,-0.0018028846153846153,3.6562499999999996,0.18703527485173055,0.0,40.015625,38.625,37.71875,99.5,0.0,,,1.0,0.0,1.0,1.0,,1.0,,,,,,12.0,,,8.0,0.0,1.0,1.0,0.0,0.0,532.0,,50.5,63.75,5.0,3.0,2.0,31.5,859.0,12.0,23750.0,51.0,1.0,14.0,25.0,31.0,13.0,47.0,78.0,10.0,19.0,14.0,11.0,82.0,75.0,70650.0,,,12.0,1.0
24389,344501,2,3445.0,3.0,2.0,1978.0,12.0,20.0,3.0,5.5,,,,,0.028846153846153848,0.0,1.0,0.021634615384615384,3.0,0.14392095246525627,0.0,58.25,61.5,52.0,124.0,0.0,,,2.2,0.0,1.0,1.0,,1.0,,,,,,12.0,,,8.0,0.0,1.0,1.0,0.0,0.0,532.0,,47.869667568566214,39.23554216334883,5.0,3.0,2.0,50.4,2016.0,12.0,41727.15279171607,51.0,1.0,14.0,25.0,31.0,13.0,47.0,78.0,10.0,19.0,14.0,11.0,82.0,75.0,70650.0,,,12.0,1.0
24390,344501,3,3445.0,3.0,2.0,1978.0,23.76461709275204,20.0,3.0,1.0,,,,,0.028846153846153848,0.0,1.0,0.028846153846153848,5.0,0.057692307692307696,0.0,68.0,67.0,58.0,138.0,0.0,,,5.0,0.0,1.0,1.0,,1.0,,,,,,12.0,,,8.0,0.0,1.0,1.0,0.0,0.0,532.0,,50.0,40.0,5.0,3.0,2.0,52.01756223082225,2080.6973446272705,12.0,34453.71195833073,51.0,1.0,14.0,25.0,31.0,13.0,47.0,78.0,10.0,19.0,14.0,11.0,82.0,75.0,70650.0,,,12.0,1.0
3210,344601,-1,3446.0,3.0,1.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
24391,344601,0,3446.0,3.0,1.0,1976.0,12.0,15.0,0.19230769230769232,4.0,,,,,0.19230769230769232,0.0,0.0,0.0,2.0,4.0,0.0,47.0,48.0,43.0,105.0,0.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,12.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,42.05339908792025,43.849591685226436,5.0,3.0,2.0,18.333333333333332,206.0,12.0,8456.875816369293,51.0,1.0,14.0,15.0,30.0,13.0,40.0,52.0,11.0,11.0,17.0,12.0,53.0,48.0,34824.0,,,12.0,1.0
24392,344601,1,3446.0,3.0,1.0,1976.0,12.0,15.0,0.19230769230769232,4.0,,,,,0.19230769230769232,0.0,0.0,0.0,2.0,4.0,0.0,47.0,48.0,43.0,105.0,0.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,12.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,44.0200246579701,39.44359688195991,5.0,3.0,2.0,39.75,664.75,12.0,9173.25,51.0,1.0,14.0,15.0,30.0,13.0,40.0,52.0,11.0,11.0,17.0,12.0,53.0,48.0,34824.0,,,12.0,1.0
24393,344601,2,3446.0,3.0,1.0,1976.0,12.0,15.0,0.19230769230769232,1.5,,,,,0.19230769230769232,0.0,0.5,0.021634615384615384,2.5,1.75,0.0,57.3,58.5,52.0,105.0,0.0,,,1.3,0.7,1.9,1.0,,1.0,,,,,,12.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,47.759067769646805,69.82917594654788,5.0,3.0,2.0,42.0,1391.2,12.0,13404.2,51.0,1.0,14.0,15.0,30.0,13.0,40.0,52.0,11.0,11.0,17.0,12.0,53.0,48.0,34824.0,,,12.0,1.0
24394,344601,3,3446.0,3.0,1.0,1976.0,22.0,4.65,0.19230769230769232,-0.012500000000000002,,,,,0.19230769230769232,0.0,0.8,0.028485576923076922,1.075,1.0375,0.0,64.0,71.0,65.0,105.0,0.0,,,4.7,0.9,1.2,1.0,,1.0,,,,,,12.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,45.76632198536426,91.69251670378617,5.0,3.0,2.0,47.2,1843.0,12.0,15314.4,51.0,1.0,14.0,15.0,30.0,13.0,40.0,52.0,11.0,11.0,17.0,12.0,53.0,48.0,34824.0,,,12.0,1.0
3211,344602,-1,3446.0,3.0,2.0,1983.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,-4.0,-4.0,,3.0,,19.0,228.0,12.0,1152.0,,,,,,,,,,,,,,,,,,12.0,1.0
24395,344602,0,3446.0,3.0,2.0,1983.0,12.0,15.0,0.19230769230769232,0.0,1.0,2.0,3.0,4.0,0.23014959723820486,0.0,0.0,0.028846153846153844,1.0,1.0,0.0,17.0,9.0,9.0,65.0,0.0,,,5.0,,1.0,1.0,,1.0,0.0,1.0,,,,12.0,,4.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,49.77989678389556,38.39388495686783,,3.0,,47.166666666666664,1117.8333333333333,12.0,10006.833333333334,,,,,,,,,,,,,,,,,,12.0,1.0
24396,344602,1,3446.0,3.0,2.0,1983.0,12.0,15.0,0.7243350004425955,0.0,1.0,2.0,3.0,4.0,0.23014959723820486,0.484375,0.0,0.028846153846153848,1.0,1.0,0.0,35.125,29.625,27.75,96.875,0.0,,,5.0,,1.0,1.0,,1.0,0.0,1.0,,,,12.0,,4.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,50.97039006313075,51.31104462693824,,3.0,,38.25,1453.75,12.0,16607.75,,,,,,,,,,,,,,,,,,12.0,1.0
24397,344602,2,3446.0,3.0,2.0,1983.0,20.087885825336617,17.5,1.611047180667434,0.5,1.0,2.0,3.0,4.0,0.12949787554217934,0.05,0.0,0.028846153846153848,1.0,4.0,0.0,57.45,64.55,46.25,121.4,0.0,,,4.5,,1.0,1.0,,1.0,0.0,1.0,,,,12.0,,4.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.97037102137072,40.81836674050462,,3.0,,27.222765115442826,1064.275517445855,12.0,12350.093981677304,,,,,,,,,,,,,,,,,,12.0,1.0
24398,344602,3,3446.0,3.0,2.0,1983.0,12.0,20.0,1.611047180667434,1.0,1.0,2.0,3.0,4.0,0.028846153846153848,0.0,0.0,0.028846153846153848,1.0,7.0,0.0,64.0,72.0,48.0,122.0,0.0,,,4.0,,1.0,1.0,,1.0,0.0,0.3,,,,12.0,,4.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,46.71328813009887,,3.0,,45.0,1702.5,12.0,23501.0,,,,,,,,,,,,,,,,,,12.0,1.0
3212,344603,-1,3446.0,3.0,2.0,1994.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,-4.0,-4.0,,3.0,,50.0,2000.0,12.0,14000.0,,,,,,,,,,,,,,,,,,12.0,1.0
24399,344603,0,3446.0,3.0,2.0,1994.0,17.2734375,,1.0,,1.0,1.0,1.0,1.0,0.028846153846153844,,,,,,,13.0,15.0,15.0,83.0,,,2.0,,,3.0,1.0,,,,2.0,,1.0,,12.0,,,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,41.0,,3.0,,26.8828125,959.84375,12.0,10052.5703125,,,,,,,,,,,,,,,,,,12.0,1.0
24400,344603,1,3446.0,3.0,2.0,1994.0,11.90234375,,0.875,,1.0,1.0,1.0,1.0,0.028846153846153848,,,,,,,22.125,23.125,21.5,83.0,,,2.0,,,1.75,1.0,,,,2.0,,1.0,,12.0,,,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,45.25,,3.0,,43.73828125,1788.984375,12.0,36798.08203125,,,,,,,,,,,,,,,,,,12.0,1.0
24401,344603,2,3446.0,3.0,2.0,1994.0,12.0,,0.0,,1.0,1.0,1.0,1.0,0.028846153846153848,,,,,,,42.0,44.0,39.0,83.0,,,2.0,,,1.0,1.0,,,,2.0,,1.0,,12.0,,,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,46.0,,3.0,,39.0,1560.0,12.0,43104.0,,,,,,,,,,,,,,,,,,12.0,1.0
24402,344603,3,3446.0,3.0,2.0,1994.0,12.0,,0.0,,1.0,1.0,1.0,1.0,0.028846153846153848,,,,,,,42.0,44.0,39.0,83.0,,,2.0,,,1.0,1.0,,,,2.0,,1.0,,12.0,,,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,46.0,,3.0,,39.0,1560.0,12.0,43104.0,,,,,,,,,,,,,,,,,,12.0,1.0
3213,344701,-1,3447.0,2.0,1.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
24403,344701,0,3447.0,2.0,1.0,1976.0,11.0,20.0,1.0,7.0,,,,,0.23014959723820486,1.0,0.0,0.19230769230769232,1.0,7.0,0.0,47.0,42.0,48.0,89.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,49.710017133624,40.34298304518435,7.0,2.0,2.0,14.833333333333334,593.3333333333334,11.0,12186.666666666666,51.0,0.0,9.0,7.0,8.0,8.0,18.0,14.0,7.0,7.0,6.0,6.0,5.0,6.0,8376.0,,,12.0,1.0
