,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,IF_LOW_GRADES,MUSICAL_INSTMT_CH,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,HOW_OFT_PARENTS_HELP_WITH_H,TYPE_OF_SCHOOL_RECODE,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TOTAL_FAMILY_INCOME_FR_ALL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,MOM_RACE_ID,MOM_RACE_ENCODED,MOM_SEX,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,Q2_15C,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
40778,745904,3,7459.0,2.0,2.0,1998.0,9.0,20.0,0.0,7.0,1.0,1.0,1.0,0.0,0.19230769230769232,1.0,1.0,0.028846153846153848,1.0,1.0,0.0,52.0,47.0,50.0,100.0,,,,1.0,,1.0,1.0,5.0,,,1.0,,1.0,0.0,9.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,0.0,,,2.0,,8.881784197001253e-17,0.0,9.0,17870.4,,,,,,,,,,,,,,,,,,9.0,
7307,746001,-1,7460.0,2.0,2.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
40779,746001,0,7460.0,2.0,2.0,1977.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,13.0,2.0,2.0,0.04379562043795616,0.8759124087591247,12.0,15550.0,51.0,1.0,13.0,15.0,20.0,12.0,34.0,47.0,7.0,8.0,9.0,6.0,32.0,27.0,32868.0,,,12.0,1.0
40780,746001,1,7460.0,2.0,2.0,1977.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.00000000000001,39.155092592592595,13.0,2.0,2.0,6.038929440389294,120.77858880778587,12.0,26000.0,51.0,1.0,13.0,15.0,20.0,12.0,34.0,47.0,7.0,8.0,9.0,6.0,32.0,27.0,32868.0,,,12.0,1.0
40781,746001,2,7460.0,2.0,2.0,1977.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,51.99999999999998,15.06481481481479,13.0,2.0,2.0,48.94944579616112,978.9889159232225,12.0,26000.0,51.0,1.0,13.0,15.0,20.0,12.0,34.0,47.0,7.0,8.0,9.0,6.0,32.0,27.0,32868.0,,,12.0,1.0
40782,746001,3,7460.0,2.0,2.0,1977.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,51.999999999999986,4.733333333333329,13.0,2.0,2.0,6.832549337658824,136.6509867531765,12.0,26000.0,51.0,1.0,13.0,15.0,20.0,12.0,34.0,47.0,7.0,8.0,9.0,6.0,32.0,27.0,32868.0,,,12.0,1.0
7308,746002,-1,7460.0,2.0,1.0,1984.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,26000.0,,,,,,,,,,,,,,,,,,12.0,1.0
40783,746002,0,7460.0,2.0,1.0,1984.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.25,,2.0,,18.666666666666668,373.3333333333333,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40784,746002,1,7460.0,2.0,1.0,1984.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,17.25,,2.0,,8.0,160.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40785,746002,2,7460.0,2.0,1.0,1984.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40786,746002,3,7460.0,2.0,1.0,1984.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
7309,746003,-1,7460.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,52.0,40.0,,2.0,,0.0,0.0,12.0,-2.0,,,,,,,,,,,,,,,,,,12.0,1.0
40787,746003,0,7460.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,38.833333333333336,,2.0,,26.666666666666668,533.3333333333334,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40788,746003,1,7460.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,12.625,,2.0,,4.000000000000001,79.99999999999999,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40789,746003,2,7460.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40790,746003,3,7460.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
7310,746004,-1,7460.0,2.0,2.0,1991.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,-5.0,-5.0,,2.0,,-5.0,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,12.0,1.0
40791,746004,0,7460.0,2.0,2.0,1991.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40792,746004,1,7460.0,2.0,2.0,1991.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40793,746004,2,7460.0,2.0,2.0,1991.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40794,746004,3,7460.0,2.0,2.0,1991.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,8.0,,2.0,,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
7311,746201,-1,7462.0,2.0,2.0,1985.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,-4.0,-4.0,,2.0,,47.0,1792.0,12.0,24000.0,,,,,,,,,,,,,,,,,,12.0,1.0
40795,746201,0,7462.0,2.0,2.0,1985.0,7.624999999999999,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,37.0,53.0,39.0,79.0,0.0,,,5.0,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,45.833333333333336,,2.0,,30.149305555555557,823.8159722222223,12.0,10320.0,,,,,,,,,,,,,,,,,,12.0,1.0
40796,746201,1,7462.0,2.0,2.0,1985.0,24.187499999999996,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,37.0,53.0,39.0,79.0,0.0,,,5.0,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,51.99999999999999,39.61538461538461,,2.0,,-0.005208333333332371,-50.851362179487154,11.999999999999998,10320.0,,,,,,,,,,,,,,,,,,12.0,1.0
40797,746201,2,7462.0,2.0,2.0,1985.0,21.15,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,43.3,63.5,50.2,79.0,0.0,,,5.0,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.30769230769231,,2.0,,31.479166666666668,1269.7560897435899,12.0,10320.0,,,,,,,,,,,,,,,,,,12.0,1.0
40798,746201,3,7462.0,2.0,2.0,1985.0,12.0,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,46.0,68.0,55.0,79.0,0.0,,,5.0,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,52.0,2080.0,12.0,10320.0,,,,,,,,,,,,,,,,,,12.0,1.0
7312,746202,-1,7462.0,2.0,2.0,1987.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,-5.0,-5.0,,2.0,,-5.0,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,12.0,1.0
40799,746202,0,7462.0,2.0,2.0,1987.0,14.25,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,16.0,23.0,22.0,53.0,,,,5.0,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,7.875,165.375,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40800,746202,1,7462.0,2.0,2.0,1987.0,25.5,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,21.25,28.8125,26.6875,60.125,,,,5.0,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,10.3125,401.8125,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40801,746202,2,7462.0,2.0,2.0,1987.0,12.9,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,42.6,52.45,45.75,89.1,,,,5.0,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,49.4,1976.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40802,746202,3,7462.0,2.0,2.0,1987.0,12.0,20.0,0.19230769230769232,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,44.0,54.0,47.0,91.0,,,,5.0,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,52.0,2080.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
7313,746203,-1,7462.0,2.0,1.0,1989.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,-5.0,-5.0,,2.0,,-5.0,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,12.0,1.0
40803,746203,0,7462.0,2.0,1.0,1989.0,19.5,,1.0,,1.0,2.0,3.0,4.0,,,,,,,,16.0,6.0,6.0,33.0,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,5.25,110.25,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40804,746203,1,7462.0,2.0,1.0,1989.0,18.75,,1.0,,1.0,2.0,3.0,4.0,,,,,,,,24.75,24.125,19.75,33.0,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,32.5,1300.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40805,746203,2,7462.0,2.0,1.0,1989.0,12.0,,1.0,,1.0,2.0,3.0,4.0,,,,,,,,30.0,35.0,28.0,33.0,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,52.0,2080.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
40806,746203,3,7462.0,2.0,1.0,1989.0,12.0,,1.0,,1.0,2.0,3.0,4.0,,,,,,,,30.0,35.0,28.0,33.0,,,,,,,,,,,,,,,12.0,,,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,2.0,,52.0,2080.0,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
7314,746401,-1,7464.0,2.0,1.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
40807,746401,0,7464.0,2.0,1.0,1977.0,12.0,10.0,0.19230769230769232,7.0,,,,,0.19230769230769232,1.0,1.0,0.19230769230769232,1.0,1.0,0.0,45.0,59.0,64.0,118.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.999999999999964,20.717463241327327,13.0,2.0,2.0,32.0,1205.3333333333333,12.0,10000.0,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40808,746401,1,7464.0,2.0,1.0,1977.0,12.00011296765064,10.0,0.19230769230769232,7.0,,,,,0.19230769230769232,1.0,1.0,0.19230769230769232,1.0,1.0,0.0,45.0,59.0,64.0,118.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.99999999999997,32.820108256661655,13.0,2.0,2.0,23.373044984500567,880.6031796416532,12.0,9200.03288998118,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40809,746401,2,7464.0,2.0,1.0,1977.0,12.0,16.125,0.19230769230769232,9.875,,,,,0.19230769230769232,1.0,1.0,0.12079326923076923,1.125,5.2,0.0,47.5,59.6,63.4,119.4,1.0,3.0,,1.4,0.6,1.0,1.0,,1.0,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,54.2,13.0,2.0,2.0,2.4,96.0,12.0,22400.0,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40810,746401,3,7464.0,2.0,1.0,1977.0,24.834127732120194,3.0,0.19230769230769232,4.0,,,,,0.19230769230769232,1.0,1.0,0.19230769230769232,3.0,7.0,0.0,52.0,65.0,58.0,132.0,1.0,3.0,,5.0,1.0,1.0,1.0,,1.0,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,37.5316571442513,13.0,2.0,2.0,17.529251592150548,701.1705678304379,12.0,28155.413596481267,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
7315,746402,-1,7464.0,2.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
40811,746402,0,7464.0,2.0,1.0,1979.0,12.0,10.0,1.0,7.0,,,,,0.028846153846153844,1.0,0.0,0.028846153846153844,2.0,1.0,0.0,24.0,34.0,39.0,67.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.99996972325537,14.220679838348067,13.0,2.0,2.0,24.166666666666668,866.3333333333334,12.0,8327.333333333334,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40812,746402,1,7464.0,2.0,1.0,1979.0,12.000141746041336,10.9375,1.75,7.0,,,,,0.059495192307692304,1.0,0.0,0.059495192307692304,1.8125,1.0,0.0,29.4375,36.625,39.0,74.125,0.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.99999772924415,42.5665509878761,13.0,2.0,2.0,9.123012918038658,349.1018969864489,12.0,15359.013820430515,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40813,746402,2,7464.0,2.0,1.0,1979.0,12.0,9.75,3.0,10.5,,,,,0.10240384615384616,1.0,0.5,0.08798076923076924,1.05,0.6150747986191024,0.0,51.05,55.3,47.5,107.1,0.0,,,3.0,0.5,1.0,1.0,,1.0,,1.0,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,54.2,13.0,2.0,2.0,16.8,672.0,12.0,29600.0,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
40814,746402,3,7464.0,2.0,1.0,1979.0,17.999999999999996,5.0,3.0,14.0,,,,,0.028846153846153848,1.0,1.0,0.0,1.0,0.23014959723820488,0.0,52.0,64.0,56.0,113.0,0.0,,,5.0,0.0,1.0,1.0,,1.0,,1.0,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.5,35.0,13.0,2.0,2.0,7.25,290.00000000000006,12.0,28750.0,51.0,1.0,10.0,10.0,15.0,7.0,28.0,38.0,6.0,9.0,11.0,7.0,14.0,14.0,12432.0,,,12.0,1.0
7316,746403,-1,7464.0,2.0,2.0,1986.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,-5.0,-5.0,,2.0,,-5.0,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,12.0,1.0
40815,746403,0,7464.0,2.0,2.0,1986.0,12.0,20.0,3.0,14.0,1.0,2.0,3.0,4.0,0.028846153846153844,1.0,1.0,0.028846153846153844,1.0,1.0,0.0,14.0,37.0,34.0,28.0,,,,5.0,,,1.0,,1.0,0.0,0.0,,,,12.0,4.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,53.166666666666664,,2.0,,2.0,80.0,12.0,21000.0,,,,,,,,,,,,,,,,,,12.0,1.0
40816,746403,1,7464.0,2.0,2.0,1986.0,22.809023522995304,20.0,3.0,14.0,1.0,2.0,3.0,4.0,0.028846153846153848,1.0,1.0,0.028846153846153848,1.0,1.0,0.0,21.4375,37.875,35.125,62.0,,,,5.0,,,1.0,,1.0,0.0,0.0,,,,12.0,4.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.08737129405987,38.59909899939321,,2.0,,27.3318384290379,1088.6835383302287,12.0,30895.40846556418,,,,,,,,,,,,,,,,,,12.0,1.0
40817,746403,2,7464.0,2.0,2.0,1986.0,11.366396328117807,20.0,3.0,14.0,1.0,2.0,3.0,4.0,0.028846153846153848,1.0,1.0,0.028846153846153848,1.0,1.0,0.0,43.225,46.8,41.6,82.0,,,,5.0,,,1.0,,1.0,0.0,0.0,,,,12.0,4.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,51.38392252970773,36.983311375704474,,2.0,,14.309786196442863,355.708545236257,12.0,42734.75876864521,,,,,,,,,,,,,,,,,,12.0,1.0
40818,746403,3,7464.0,2.0,2.0,1986.0,12.0,20.0,3.0,14.0,1.0,2.0,3.0,4.0,0.028846153846153848,1.0,1.0,0.028846153846153848,1.0,1.0,0.0,42.0,48.0,41.0,82.0,,,,5.0,,,1.0,,1.0,0.0,0.0,,,,12.0,4.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,36.6,25.6,,2.0,,37.15,928.75,12.0,77869.8793843226,,,,,,,,,,,,,,,,,,12.0,1.0
7317,746404,-1,7464.0,2.0,2.0,1987.0,12.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,12.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,48.0,,2.0,,0.0,0.0,12.0,14000.0,,,,,,,,,,,,,,,,,,12.0,1.0
40819,746404,0,7464.0,2.0,2.0,1987.0,12.0,15.0,3.0,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,14.0,21.0,21.0,30.0,,,,5.0,,,1.0,,1.0,0.0,1.0,,,,12.0,2.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,51.833333333333336,,2.0,,5.333333333333333,213.33333333333334,12.0,24000.0,,,,,,,,,,,,,,,,,,12.0,1.0
40820,746404,1,7464.0,2.0,2.0,1987.0,22.808682543186645,15.0,3.0,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,22.625,28.875,24.0,66.25,,,,5.0,,,1.0,,1.0,0.0,1.0,,,,12.0,2.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.09257113268066,36.09305044526543,,2.0,,22.329917870706275,888.6542858605868,12.0,30941.530513177575,,,,,,,,,,,,,,,,,,12.0,1.0
40821,746404,2,7464.0,2.0,2.0,1987.0,11.299678306273677,15.0,3.0,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,43.3,50.1,42.5,101.5,,,,5.0,,,1.0,,1.0,0.0,1.0,,,,12.0,2.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,49.403634784949226,39.44080698199342,,2.0,,26.391602406623228,656.8223977338596,12.0,54265.16713136491,,,,,,,,,,,,,,,,,,12.0,1.0
40822,746404,3,7464.0,2.0,2.0,1987.0,12.0,15.0,3.0,14.0,1.0,2.0,3.0,,,1.0,,,1.0,,0.0,44.0,51.0,44.0,103.0,,,,5.0,,,1.0,,1.0,0.0,1.0,,,,12.0,2.0,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,41.0,20.25,,2.0,,35.5,796.5,12.0,43681.879865266754,,,,,,,,,,,,,,,,,,12.0,1.0
7318,746801,-1,7468.0,2.0,1.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
40823,746801,0,7468.0,2.0,1.0,1976.0,10.666666666666666,15.0,0.19230769230769232,4.0,,,,,0.028846153846153844,0.0,0.0,0.0,1.0,1.0,0.0,22.0,28.0,35.0,70.0,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.0,13.0,2.0,2.0,0.0,0.0,10.666666666666666,9375.5,51.0,0.0,21.0,16.0,31.0,11.0,25.0,35.0,18.0,11.0,20.0,16.0,41.0,47.0,45554.0,,,12.0,1.0
40824,746801,1,7468.0,2.0,1.0,1976.0,12.0,15.0,0.19230769230769232,4.0,,,,,0.028846153846153848,0.0,0.0,0.0,1.0,1.0,0.0,22.0,28.0,35.0,70.0,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.0,13.0,2.0,2.0,3.5,140.0,12.0,13010.496162280702,51.0,0.0,21.0,16.0,31.0,11.0,25.0,35.0,18.0,11.0,20.0,16.0,41.0,47.0,45554.0,,,12.0,1.0
40825,746801,2,7468.0,2.0,1.0,1976.0,12.0,15.0,0.19230769230769232,4.0,,,,,0.028846153846153848,0.0,0.0,0.0,1.0,1.0,0.0,22.0,28.0,35.0,70.0,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.0,13.0,2.0,2.0,52.0,2080.0,12.0,26240.0,51.0,0.0,21.0,16.0,31.0,11.0,25.0,35.0,18.0,11.0,20.0,16.0,41.0,47.0,45554.0,,,12.0,1.0
40826,746801,3,7468.0,2.0,1.0,1976.0,12.0,15.0,0.19230769230769232,4.0,,,,,0.028846153846153848,0.0,0.0,0.0,1.0,1.0,0.0,22.0,28.0,35.0,70.0,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.0,13.0,2.0,2.0,52.0,2080.0,12.0,24800.0,51.0,0.0,21.0,16.0,31.0,11.0,25.0,35.0,18.0,11.0,20.0,16.0,41.0,47.0,45554.0,,,12.0,1.0
7319,746802,-1,7468.0,2.0,1.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,532.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
40827,746802,0,7468.0,2.0,1.0,1977.0,11.0,6.0,0.19230769230769232,1.0,,,,,0.028846153846153844,0.0,0.0,0.0,1.0,1.0,0.0,39.0,29.0,48.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,532.0,,52.0,40.0,13.0,2.0,2.0,0.0,0.0,11.0,11941.333333333334,51.0,0.0,21.0,16.0,31.0,11.0,25.0,35.0,18.0,11.0,20.0,16.0,41.0,47.0,45554.0,,,12.0,1.0
