,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HOW_MANY_BOOKS_C,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,HOW_MANY_BOOKS_CHI,HOW_OFTEN_MOM_READ,MUSIC_INSTMT_CH_CA,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_T,HOW_OFT_TAKEN_TO_P,HOW_OFT_CH_SPEND_T,HOW_OFT_CH_W_DAD_O,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,MUSIC_INSTMT_CH,CH_GET_SPEC_LESS,HOW_OFT_TAKEN_TO,HOW_OFT_CH_SPEND,HOW_OFT_CH_W_DAD,DO_PARS_DISCUSS,IF_LOW_GRADES_HE,HOW_MANY_BOOKS_CH,MUSICAL_INSTMT_CH,CH_GET_SPEC_LESSO,DO_PARS_DISCUSS_T,IF_LOW_GRADES_HEL,TYPE_OF_SCHOOL_CHILD_ATTEND,HOW_LONG_DID_CHILD_ATTEND_H,CHILD_ATTENDS_PUBLIC_PRIV_R,CHILD_AGE_WHEN_1ST_ATTD_HEA,CH_ATTENDS_PUBLIC_PRIV_RELI,IS_SCHOOL_GIFTED_HANDICAPPE,OWN_A_HOME_COMPUTER,HOW_MANY_BOOKS,MUSIC_INSTMT_C,CH_GET_SPEC_LE,HOW_OFT_CH_TAK,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPE,DO_PARS_DISCUS,IF_LOW_GRADES,MS_CH_ATTENDS_PUBLIC_PRIV_R,MS_IS_SCHOOL_GIFTED_HANDICA,SCHOOL_HOW_OFTEN_PARENTS_HE,HOW_OFT_PARENTS_HELP_WITH_H,HOW_MANY_BOOKS_DOES,HOW_OFT_DOES_MOM_REA,HOW_OFT_CH_EATS_W_MO,HOW_OFT_MOM_READ_TO,HOW_OFT_CH_TAKEN_TO,HOW_MANY_BOOKS_CHILD,IS_THERE_MUSIC_INSTR,HOW_OFT_CH_SPEND_TIM,PARS_DISCUSS_TV_PRGM,MOM_HELP_MORE_W_SCHO,PARS_DISCUSS_TV_PROG,MS_TYPE_OF_SCHOOL_CHILD_ATT,MS_TYPE_OF_SCH_CHD_ATTNDS_C,HOW_OFT_CH_TAKE,TYPE_SCHOOL_CHILD_ATTENDS_V,SCHOOL_CHILD_ATTENDS_RECD,SCHOOL_CHILD_ATTENDS,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TYPE_OF_SCHOOL,HOW_OFTEN_PARS_HELP_R_WITH,IS_CURRENT_MOST_RECENT_SCHO,IN_SCL_YR_HOW_OFTEN_PARENTS,TOTAL_FAMILY_INCOME_FROM_AL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,TOTAL_FAMILY_INCOME_FR_ALL,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,MAR_10A,MAR_10B,SAMPLE_ID,MOTHER_RACE_ENCODED,SAMPLE_SEX,WKSWK_PCY,HRSWK_PCY,HGCREV79,TNFI_TRUNC,Q2_15A,Q2_15B,HGCREV80,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGCREV81,HGCREV82,HGCREV83,HGCREV84,HGCREV85,HGCREV86,HGCREV87,HGCREV88,HGCREV89,HGCREV90,HGCREV91,HGCREV92,HGCREV93,HGCREV94,HGCREV96,Q2_15C,HGCREV98,HGCREV00,HGCREV02,HGCREV04,HGCREV06,HGCREV08,HGCREV10,HGCREV12,HGCREV14,HGCREV16,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
2940,66803,-1,668.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,20.0,480.0,,,46.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,14.0,2.0
2941,66803,0,668.0,3.0,2.0,1990.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,40000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,14.0,2.0
2942,66803,1,668.0,3.0,2.0,1990.0,4.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,0.0,4.0,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,3.0,1.0,,,,5.0,,,,4.0,,,1.0,,,3.0,3.0,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,14930.0,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,,,,,,,,,,,14.0,2.0
2943,66803,2,668.0,3.0,2.0,1990.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,,,,,3.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,14100.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,14.0,,,,,,,,14.0,2.0
2944,66803,3,668.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,14.0,264.0,,43800.0,52.0,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,14.0,2.0
2945,66804,-1,668.0,3.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,35000.0,52.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,14.0,2.0
2946,66804,0,668.0,3.0,1.0,1992.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,39980.0,52.0,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,14.0,2.0
2947,66804,1,668.0,3.0,1.0,1992.0,4.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,1.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,4.0,,,1.0,,,3.0,3.0,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,11645.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,13.0,,,,,,,,,,14.0,2.0
2948,66804,2,668.0,3.0,1.0,1992.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,-1.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,,14.0,2.0
2949,66804,3,668.0,3.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,2.0,3.0,,,6.0,0.0,0.0,0.0,0.0,0.0,102500.0,532.0,,,,,3.0,,6.0,120.0,,59900.0,52.0,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,14.0,2.0
2950,66805,-1,668.0,3.0,1.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,532.0,,,,,3.0,,0.0,0.0,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,14.0,2.0
2951,66805,0,668.0,3.0,1.0,2005.0,,,,-1.0,-1.0,-1.0,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,532.0,,,,,3.0,,13.0,252.0,,49300.0,38.5,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,14.0,2.0
2952,66805,1,668.0,3.0,1.0,2005.0,4.0,5.25,,,,,,2.25,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,532.0,,,,,3.0,,52.0,1767.0,,102500.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,14.0,2.0
2953,66805,2,668.0,3.0,1.0,2005.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,532.0,,,,,3.0,,52.0,1248.0,,114000.0,52.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,14.0,2.0
2954,66805,3,668.0,3.0,1.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,532.0,,,,,3.0,,52.0,624.0,,94000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,2.0
2955,67701,-1,677.0,2.0,2.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2080.0,,21010.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
2956,67701,0,677.0,2.0,2.0,1985.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,10.0,15.0,15.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,49.0,2070.0,,18010.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
2957,67701,1,677.0,2.0,2.0,1985.0,4.0,5.0,,,,,,2.0,,,,,,,,,,16.75,26.25,23.75,72.0,,,,0.0,0.0,2.0,3.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,46.5,1689.0,,16187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
2958,67701,2,677.0,2.0,2.0,1985.0,,,2.0,,,,,,,,,,,,,,,42.0,54.5,41.0,107.0,,,,,,,,5.0,,,,,,,,,,,,,,0.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,0.0,4.0,4.0,,5.0,,,,0.0,3.0,,5.0,1.0,1.0,1.0,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2340.0,,24498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,,,,,,,,,,,12.0,1.0
2959,67701,3,677.0,2.0,2.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,2.0,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2080.0,,29000.0,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,12.0,1.0
2960,67702,-1,677.0,2.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,46.0,1800.0,,20340.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0,1.0
2961,67702,0,677.0,2.0,1.0,1989.0,,,,-1.0,-0.25,0.5,1.25,,,,,,,,,,,13.0,17.0,17.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,49.0,1892.0,,18972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
2962,67702,1,677.0,2.0,1.0,1989.0,4.0,5.0,,,,,,3.0,,,,,,,,,,44.25,28.5,29.5,94.0,,,,0.0,1.0,3.0,4.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,4.0,,5.0,,,,4.0,,,1.0,,,1.0,1.0,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2340.0,,20697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,,,,,,,,,,,12.0,1.0
2963,67702,2,677.0,2.0,1.0,1989.0,,,3.5,,,,,,,,,,,,,,,59.5,69.5,53.0,120.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,50.5,2680.0,,30604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,12.0,1.0
2964,67702,3,677.0,2.0,1.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,1.0,6.0,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2340.0,,86897.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,12.0,1.0
2965,67703,-1,677.0,2.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,47.0,1874.0,,14820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
2966,67703,0,677.0,2.0,2.0,1991.0,,,,-1.0,-0.25,0.5,1.25,,,,,,,,,,,11.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,49.5,1630.0,,17565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,12.0,1.0
2967,67703,1,677.0,2.0,2.0,1991.0,4.0,4.0,,,,,,3.0,,,,,,,,,,30.25,39.75,39.75,,,,,0.0,1.0,3.0,3.0,,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,4.0,,,1.0,,,1.0,1.0,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,51.25,3280.0,,32127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,12.0,1.0
2968,67703,2,677.0,2.0,2.0,1991.0,,,2.0,,,,,,,,,,,,,,,56.0,71.0,58.5,115.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,0.0,3.0,1.0,1.0,3.5,3.5,1.0,1.0,5.0,,,,1.5,,,,,,,,,,,,,,,,,1.0,1.0,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2080.0,,51000.0,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,12.0,1.0
2969,67703,3,677.0,2.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,1.0,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2080.0,,85000.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,12.0,1.0
2970,67704,-1,677.0,2.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,47.0,1874.0,,14820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
2971,67704,0,677.0,2.0,2.0,1991.0,,,,-1.0,-0.25,0.5,1.25,,,,,,,,,,,10.0,13.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,49.5,1630.0,,17565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,12.0,1.0
2972,67704,1,677.0,2.0,2.0,1991.0,4.0,4.0,,,,,,3.0,,,,,,,,,,23.5,34.25,31.0,,,,,0.0,1.0,3.0,3.0,,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.75,,5.0,,,,4.0,,,1.0,,,1.0,1.0,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,51.25,3280.0,,32127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,12.0,1.0
2973,67704,2,677.0,2.0,2.0,1991.0,,,4.5,,,,,,,,,,,,,,,49.5,57.5,43.5,104.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,1.0,4.0,1.0,1.0,3.5,3.5,2.0,1.0,5.0,,,,3.5,,,,,,,,,,,,,,,,,1.0,1.0,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,2.0,,52.0,2080.0,,51000.0,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,12.0,1.0
2974,67704,3,677.0,2.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,2.0,,,7.0,1.0,0.0,0.0,0.0,0.0,75000.0,532.0,,,,,2.0,,52.0,2080.0,,85000.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,12.0,1.0
2975,68801,-1,688.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0
2976,68801,0,688.0,3.0,2.0,1986.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,5.0,115.0,,15999.0,42.0,40.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,20.0,5.0
2977,68801,1,688.0,3.0,2.0,1986.0,4.0,3.5,,,,,,1.0,,,,,,,,,,27.0,,,,,,,0.0,0.75,1.0,1.0,,1.0,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,7.5,240.0,,45410.0,51.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,20.0,5.0
2978,68801,2,688.0,3.0,2.0,1986.0,,,3.0,,,,,,,,,,,,,,,50.0,50.0,45.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,15400.0,45.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,14.0,14.0,,,,,,,,,,20.0,5.0
2979,68801,3,688.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,1.0,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,40.0,1562.5,,38500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,20.0,5.0
2980,68802,-1,688.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,20.0,5.0
2981,68802,0,688.0,3.0,2.0,1989.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,39960.5,27.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,20.0,5.0
2982,68802,1,688.0,3.0,2.0,1989.0,4.0,6.0,,,,,,2.0,,,,,,,,,,22.25,23.0,20.75,83.0,,,,0.0,1.0,1.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,5.0,,5.0,,,,4.0,,,1.0,,,1.0,1.0,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,24.0,720.0,,7345.0,45.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,14.0,,,,,,,,,,,20.0,5.0
2983,68802,2,688.0,3.0,2.0,1989.0,,,6.0,,,,,,,,,,,,,,,60.0,50.5,50.5,122.0,,,,,,,,5.0,,,,,,,,1.0,,,,,,1.0,4.0,0.0,0.0,1.5,2.0,4.0,1.0,5.0,,,,3.5,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,2080.0,,31000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,20.0,5.0
2984,68802,3,688.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,-7.0,-7.0,-7.0,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,1040.0,,23000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,20.0,5.0
2985,68901,-1,689.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,42.0,1230.0,,28000.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
2986,68901,0,689.0,3.0,2.0,1986.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,3.0,120.0,,3613.5,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,13.0,1.0
