,id,age,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HOW_MANY_BOOKS_C,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,HOW_MANY_BOOKS_CHI,HOW_OFTEN_MOM_READ,MUSIC_INSTMT_CH_CA,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_T,HOW_OFT_TAKEN_TO_P,HOW_OFT_CH_SPEND_T,HOW_OFT_CH_W_DAD_O,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,MUSIC_INSTMT_CH,CH_GET_SPEC_LESS,HOW_OFT_TAKEN_TO,HOW_OFT_CH_SPEND,HOW_OFT_CH_W_DAD,DO_PARS_DISCUSS,IF_LOW_GRADES_HE,HOW_MANY_BOOKS_CH,MUSICAL_INSTMT_CH,CH_GET_SPEC_LESSO,DO_PARS_DISCUSS_T,IF_LOW_GRADES_HEL,TYPE_OF_SCHOOL_CHILD_ATTEND,HOW_LONG_DID_CHILD_ATTEND_H,CHILD_ATTENDS_PUBLIC_PRIV_R,CHILD_AGE_WHEN_1ST_ATTD_HEA,CH_ATTENDS_PUBLIC_PRIV_RELI,IS_SCHOOL_GIFTED_HANDICAPPE,OWN_A_HOME_COMPUTER,HOW_MANY_BOOKS,MUSIC_INSTMT_C,CH_GET_SPEC_LE,HOW_OFT_CH_TAK,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPE,DO_PARS_DISCUS,IF_LOW_GRADES,MS_CH_ATTENDS_PUBLIC_PRIV_R,MS_IS_SCHOOL_GIFTED_HANDICA,SCHOOL_HOW_OFTEN_PARENTS_HE,HOW_OFT_PARENTS_HELP_WITH_H,HOW_MANY_BOOKS_DOES,HOW_OFT_DOES_MOM_REA,HOW_OFT_CH_EATS_W_MO,HOW_OFT_MOM_READ_TO,HOW_OFT_CH_TAKEN_TO,HOW_MANY_BOOKS_CHILD,IS_THERE_MUSIC_INSTR,HOW_OFT_CH_SPEND_TIM,PARS_DISCUSS_TV_PRGM,MOM_HELP_MORE_W_SCHO,PARS_DISCUSS_TV_PROG,MS_TYPE_OF_SCHOOL_CHILD_ATT,MS_TYPE_OF_SCH_CHD_ATTNDS_C,HOW_OFT_CH_TAKE,TYPE_SCHOOL_CHILD_ATTENDS_V,SCHOOL_CHILD_ATTENDS_RECD,SCHOOL_CHILD_ATTENDS,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TYPE_OF_SCHOOL,HOW_OFTEN_PARS_HELP_R_WITH,IS_CURRENT_MOST_RECENT_SCHO,IN_SCL_YR_HOW_OFTEN_PARENTS,TOTAL_FAMILY_INCOME_FROM_AL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,TOTAL_FAMILY_INCOME_FR_ALL,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,MAR_10A,MAR_10B,SAMPLE_ID,MOTHER_RACE_ENCODED,SAMPLE_SEX,WKSWK_PCY,HRSWK_PCY,HGCREV79,TNFI_TRUNC,Q2_15A,Q2_15B,HGCREV80,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGCREV81,HGCREV82,HGCREV83,HGCREV84,HGCREV85,HGCREV86,HGCREV87,HGCREV88,HGCREV89,HGCREV90,HGCREV91,HGCREV92,HGCREV93,HGCREV94,HGCREV96,Q2_15C,HGCREV98,HGCREV00,HGCREV02,HGCREV04,HGCREV06,HGCREV08,HGCREV10,HGCREV12,HGCREV14,HGCREV16,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
12312,66801,5,668,3,2,1983,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,-5.0,-5.0,,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,,,,14,2
12313,66801,6,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,20.0,480.0,,-1.0,46.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,14,2
12314,66801,7,668,3,2,1983,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,7.0,168.0,,-2.0,46.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,14,2
12315,66801,8,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,35000.0,52.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,14,2
12316,66801,9,668,3,2,1983,4.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,0.0,1.0,-7.0,-7.0,-7.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,38000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,14,2
12317,66801,10,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,42000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,14,2
12318,66801,11,668,3,2,1983,-7.0,-7.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,-7.0,-7.0,,,,,,,,,-7.0,,,-7.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,14,-7.0,,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,39480.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,14,2
12319,66801,12,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12320,66801,13,668,3,2,1983,-7.0,-7.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,-7.0,-7.0,,,,,,,,,,,,-7.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,1.0,-7.0,,,,,,,,,,,,,,,,,,,,,14,-7.0,-7.0,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,41480.0,52.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,14,2
12321,66801,14,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12322,66801,15,668,3,2,1983,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,-7.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,14,-7.0,-7.0,,,,,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,6080.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,14,2
12323,66801,16,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12324,66801,17,668,3,2,1983,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,-7.0,-7.0,,,,,14,,,-7.0,-7.0,-7.0,-7.0,10,0,1,0,1,0,,532,,,,,3,,0.0,0.0,,13500.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,14,2
12325,66801,18,668,3,2,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,10,0,1,0,1,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12326,66801,19,668,3,2,1983,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,,14,,,-7.0,-7.0,-7.0,,10,0,1,0,1,0,-7.0,532,,,,,3,,0.0,0.0,,14100.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,14,2
12327,66802,-1,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,-5.0,-5.0,,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,,,,,14,2
12328,66802,0,668,3,1,1988,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,-5.0,-5.0,,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,,,,14,2
12329,66802,1,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,20.0,480.0,,-1.0,46.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,14,2
12330,66802,2,668,3,1,1988,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,7.0,168.0,,-2.0,46.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,14,2
12331,66802,3,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,35000.0,52.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,14,2
12332,66802,4,668,3,1,1988,-7.0,-7.0,-7.0,1.0,2.0,3.0,4.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-3.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,38000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,14,2
12333,66802,5,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,42000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,14,2
12334,66802,6,668,3,1,1988,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,1.0,1.0,2.0,2.0,-7.0,1.0,4.0,,,,,,,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,14,-7.0,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,39480.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,14,2
12335,66802,7,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12336,66802,8,668,3,1,1988,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,1.0,1.0,2.0,2.0,-7.0,0.0,4.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,1.0,-7.0,,,,,,,,,,,,,,,,,,,,,14,-7.0,-7.0,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,41480.0,52.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,14,2
12337,66802,9,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12338,66802,10,668,3,1,1988,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,-7.0,,,,,,,,,,,,-7.0,3.0,-7.0,6.0,-7.0,-7.0,-7.0,1.0,3.0,-7.0,4.0,1.0,3.0,3.0,,,,,,,14,-7.0,-7.0,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,6080.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,14,2
12339,66802,11,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12340,66802,12,668,3,1,1988,-7.0,-7.0,6.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-3.0,-3.0,-3.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,-7.0,-7.0,,,,,,3.0,,,-7.0,,,-7.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,,,,-7.0,,,,,,,,,,,,,,-7.0,-7.0,,,,,14,,,-7.0,-7.0,-7.0,-7.0,-7,-7,-7,-7,-7,-7,,532,,,,,3,,0.0,0.0,,13500.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,14,2
12341,66802,13,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12342,66802,14,668,3,1,1988,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,,14,,,-7.0,-7.0,-7.0,,-7,-7,-7,-7,-7,-7,-7.0,532,,,,,3,,0.0,0.0,,14100.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,14,2
12343,66802,15,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12344,66802,16,668,3,1,1988,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,,-7.0,-7.0,,14,,,-7.0,-7.0,-7.0,,-7,-7,-7,-7,-7,-7,-7.0,532,,,,,3,,0.0,0.0,,-1.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,14,2
12345,66802,17,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12346,66802,18,668,3,1,1988,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,,,-7.0,,14,,,-7.0,-7.0,-7.0,,-7,-7,-7,-7,-7,-7,-7.0,532,,,,,3,,16.0,288.0,,32800.0,-2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,14,2
12347,66802,19,668,3,1,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,-7,-7,-7,-7,-7,-7,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12348,66803,-1,668,3,2,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,20.0,480.0,,-1.0,46.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,14,2
12349,66803,0,668,3,2,1990,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,7.0,168.0,,-2.0,46.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,14,2
12350,66803,1,668,3,2,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,35000.0,52.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,14,2
12351,66803,2,668,3,2,1990,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,38000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,14,2
12352,66803,3,668,3,2,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,42000.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,14,2
12353,66803,4,668,3,2,1990,-7.0,-7.0,-7.0,1.0,2.0,3.0,4.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-3.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,14,-7.0,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,39480.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,14,2
12354,66803,5,668,3,2,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12355,66803,6,668,3,2,1990,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,,,,,-3.0,-3.0,-3.0,-3.0,,,-7.0,1.0,1.0,2.0,2.0,-7.0,0.0,4.0,,,,,,,,,,,,-7.0,3.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,1.0,-7.0,,,,,,,,,,,,,,,,,,,,,14,-7.0,-7.0,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,41480.0,52.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,14,2
12356,66803,7,668,3,2,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2
12357,66803,8,668,3,2,1990,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,-3.0,-3.0,-3.0,-7.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,-7.0,,,,,,,,,,,,-7.0,-7.0,5.0,-7.0,-7.0,-7.0,4.0,-7.0,-7.0,1.0,-7.0,-7.0,3.0,3.0,,,,,,,14,-7.0,-7.0,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,6080.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,14,2
