State,Fiscal Year,Allocations(in thousands),Head Start Enrollment,Allocations/Student
New Jersey,2002,125176.0,15262.0,8201.81
New Jersey,2003,126711.0,15099.0,8392.01
New Jersey,2004,127761.21,15130.0,8444.23
New Jersey,2005,128669.007,14717.0,8742.88
New Jersey,2006,127606.975,14582.0,8750.99
New Jersey,2007,129545.483,14854.0,8721.25
New Jersey,2008,129353.152,14850.0,8710.65
New Jersey,2009,133392.411,14848.0,8983.86
New Jersey,2010,135788.17,16310,8325.45493562232
New Mexico,1988,6996.0,3658.0,1912.52
New Mexico,1989,7154.0,3603.0,1985.57
New Mexico,1990,9408.0,4381.0,2147.45
New Mexico,1992,13655.0,4958.0,2754.13
New Mexico,1993,18954.0,6055.0,3130.31
New Mexico,1994,24241.0,6397.0,3789.43
New Mexico,1995,27269.0,6821.0,3997.8
New Mexico,1996,27731.0,6587.0,4209.96
New Mexico,1997,33971.0,7187.0,4726.73
New Mexico,1998,32470.0,7012.0,4630.63
New Mexico,1999,35363.0,7108.0,4975.1
New Mexico,2000,38374.0,7135.0,5378.28
New Mexico,2001,45919.0,7618.0,6027.7
New Mexico,2002,49185.0,7749.0,6347.27
New Mexico,2003,50852.0,7651.0,6646.45
New Mexico,2004,51789.732,7451.0,6950.71
New Mexico,2005,52160.073,7451.0,7000.41
New Mexico,2006,51729.545,7451.0,6942.63
New Mexico,2007,52515.381,7279.0,7214.64
New Mexico,2008,52437.413,7249.0,7233.74
New Mexico,2009,54074.855,7249.0,7459.63
New Mexico,2010,55046.052,7741,7110.97429272704
New York,1988,87416.0,24611.0,3551.91
New York,1989,89538.0,24791.0,3611.71
New York,1990,111997.0,30050.0,3727.02
New York,1992,153858.0,34688.0,4435.48
New York,1993,181968.0,37829.0,4810.28
New York,1994,215678.0,39062.0,5521.43
New York,1995,226840.0,39491.0,5744.09
New York,1996,228243.0,40365.0,5654.48
New York,1997,261541.0,43716.0,5982.73
New York,1998,286961.0,45608.0,6291.9
New York,1999,304283.0,45040.0,6755.84
New York,2000,342136.0,46805.0,7309.82
New York,2001,398522.0,48952.0,8141.08
New York,2002,418239.0,49493.0,8450.47
New York,2003,422350.0,49473.0,8536.98
New York,2004,430086.285,49300.0,8723.86
New York,2005,432036.314,49127.0,8794.27
New York,2006,428470.291,48818.0,8776.89
New York,2007,434979.286,48818.0,8910.22
New York,2008,434333.488,48084.0,9032.81
New York,2009,447896.246,48013.0,9328.65
New York,2010,455900.588,54642,8343.40961165404
North Carolina,1988,24589.0,10553.0,2330.05
North Carolina,1989,25207.0,10492.0,2402.5
North Carolina,1990,31971.0,12426.0,2572.91
North Carolina,1992,44259.0,14083.0,3142.73
North Carolina,1993,54263.0,15296.0,3547.53
North Carolina,1994,66643.0,15695.0,4246.13
North Carolina,1995,71603.0,16161.0,4430.6
North Carolina,1996,72594.0,16002.0,4536.56
North Carolina,1997,80559.0,16825.0,4788.05
North Carolina,1998,87978.0,17221.0,5108.76
North Carolina,1999,93979.0,17394.0,5402.96
North Carolina,2000,104684.0,17808.0,5878.48
North Carolina,2001,124580.0,18991.0,6559.95
North Carolina,2002,132667.0,19202.0,6909.02
North Carolina,2003,137403.0,19125.0,7184.47
North Carolina,2004,139359.686,19098.0,7297.08
North Carolina,2005,140897.879,19003.0,7414.51
North Carolina,2006,139734.909,18963.0,7368.82
North Carolina,2007,141857.656,18963.0,7480.76
North Carolina,2008,141647.045,18903.0,7493.36
North Carolina,2009,146070.201,18903.0,7727.36
North Carolina,2010,148693.655,20872,7124.07316021464
North Dakota,1988,1776.0,710.0,2501.41
North Dakota,1989,1808.0,710.0,2546.48
North Dakota,1990,2129.0,985.0,2161.42
North Dakota,1992,4283.0,1458.0,2937.59
North Dakota,1993,5666.0,1653.0,3427.71
North Dakota,1994,6723.0,1738.0,3868.24
North Dakota,1995,6966.0,1738.0,4008.06
North Dakota,1996,7206.0,1874.0,3845.25
North Dakota,1997,8733.0,2121.0,4117.4
North Dakota,1998,9721.0,1966.0,4944.56
North Dakota,1999,10561.0,2002.0,5275.22
North Dakota,2000,11973.0,2042.0,5863.37
North Dakota,2001,15750.0,2287.0,6886.75
North Dakota,2002,16036.0,2307.0,6951.02
North Dakota,2003,16697.0,2357.0,7084.01
North Dakota,2004,17009.14,2353.0,7228.7
North Dakota,2005,17128.979,2353.0,7279.63
North Dakota,2006,16987.597,2353.0,7219.55
North Dakota,2007,17245.66,2353.0,7329.22
North Dakota,2008,17220.056,2353.0,7318.34
North Dakota,2009,17757.78,2348.0,7562.94
North Dakota,2010,18076.714,2434,7426.75184880855
Ohio,1988,48356.0,22117.0,2186.37
Ohio,1989,49468.0,22352.0,2213.14
Ohio,1990,62438.0,26250.0,2378.59
Ohio,1992,84964.0,29132.0,2916.52
Ohio,1993,110420.0,32567.0,3390.55
Ohio,1994,133913.0,33919.0,3948.02
Ohio,1995,139497.0,34215.0,4077.07
Ohio,1996,141607.0,33919.0,4174.86
Ohio,1997,155354.0,35441.0,4383.45
Ohio,1998,168724.0,36300.0,4648.04
Ohio,1999,178271.0,36454.0,4890.3
Ohio,2000,196684.0,38261.0,5140.59
Ohio,2001,226942.0,38072.0,5960.86
Ohio,2002,236999.0,38081.0,6223.55
Ohio,2003,239770.0,38017.0,6306.92
Ohio,2004,244101.839,38029.0,6418.83
Ohio,2005,246237.4,38021.0,6476.35
Ohio,2006,244204.96,38021.0,6422.9
Ohio,2007,247914.736,37940.0,6534.39
Ohio,2008,247546.666,36975.0,6694.97
Ohio,2009,255276.707,37072.0,6885.97
Ohio,2010,259861.535,39622,6558.5163545505
Oklahoma,1988,14279.0,7292.0,1958.17
Oklahoma,1989,14551.0,7183.0,2025.76
Oklahoma,1990,17743.0,8200.0,2163.78
Oklahoma,1992,24078.0,8977.0,2682.19
Oklahoma,1993,32274.0,10625.0,3037.55
Oklahoma,1994,39073.0,11165.0,3499.6
Oklahoma,1995,40705.0,11165.0,3645.77
Oklahoma,1996,41397.0,11165.0,3707.75
Oklahoma,1997,45865.0,11631.0,3943.34
Oklahoma,1998,50997.0,12142.0,4200.05
Oklahoma,1999,54422.0,12217.0,4454.61
Oklahoma,2000,61555.0,12655.0,4864.09
Oklahoma,2001,72190.0,13228.0,5457.36
Oklahoma,2002,76910.0,13460.0,5713.97
Oklahoma,2003,78784.0,13474.0,5847.11
Oklahoma,2004,80249.056,13474.0,5955.85
Oklahoma,2005,80833.384,13915.0,5809.08
Oklahoma,2006,80166.186,13474.0,5949.69
Oklahoma,2007,81384.01,13474.0,6040.08
Oklahoma,2008,81263.182,13474.0,6031.11
Oklahoma,2009,83800.755,13474.0,6219.44
Oklahoma,2010,85305.836,14968,5699.2140566542
Oregon,1988,9353.0,2952.0,3168.36
Oregon,1989,9640.0,2974.0,3241.43
Oregon,1990,12223.0,3436.0,3557.33
Oregon,1992,17760.0,3885.0,4571.43
Oregon,1993,21782.0,4431.0,4915.82
Oregon,1994,27080.0,4638.0,5838.72
Oregon,1995,29086.0,4698.0,6191.15
Oregon,1996,29460.0,4695.0,6274.76
Oregon,1997,34466.0,5222.0,6600.15
Oregon,1998,37909.0,5400.0,7020.19
Oregon,1999,40118.0,5480.0,7320.8
Oregon,2000,46071.0,5771.0,7983.19
Oregon,2001,54785.0,9129.0,6001.2
Oregon,2002,57105.0,9199.0,6207.74
Oregon,2003,57704.0,9052.0,6374.72
Oregon,2004,58892.507,8716.0,6756.83
Oregon,2005,59310.519,8792.0,6745.96
Oregon,2006,58820.971,8804.0,6681.16
Oregon,2007,59714.535,8814.0,6774.96
Oregon,2008,59625.878,10175.0,5860.04
Oregon,2009,61487.791,11086.0,5546.44
Oregon,2010,62592.126,13682,4574.77897968133
Pennsylvania,1988,49439.0,17062.0,2897.61
Pennsylvania,1989,50465.0,17130.0,2946.0
Pennsylvania,1990,61536.0,20061.0,3067.44
Pennsylvania,1992,82449.0,22414.0,3678.46
Pennsylvania,1993,99688.0,24866.0,4009.01
Pennsylvania,1994,119354.0,25672.0,4649.19
Pennsylvania,1995,126251.0,26149.0,4828.14
Pennsylvania,1996,127086.0,26198.0,4850.98
Pennsylvania,1997,142973.0,27515.0,5196.18
Pennsylvania,1998,154046.0,28902.0,5329.94
Pennsylvania,1999,165674.0,29124.0,5688.57
Pennsylvania,2000,181844.0,29650.0,6133.02
Pennsylvania,2001,209346.0,31104.0,6730.52
Pennsylvania,2002,219115.0,30986.0,7071.42
Pennsylvania,2003,222603.0,30908.0,7202.12
Pennsylvania,2004,226002.253,30868.0,7321.57
Pennsylvania,2005,227563.294,32282.0,7049.23
Pennsylvania,2006,225684.989,35372.0,6380.33
Pennsylvania,2007,229113.424,35362.0,6479.09
Pennsylvania,2008,228773.267,35456.0,6452.31
Pennsylvania,2009,235917.078,35253.0,6692.11
Pennsylvania,2010,240154.203,35703,6726.44324006386
Rhode Island,1988,3761.0,1858.0,2024.22
Rhode Island,1989,3849.0,1838.0,2094.12
Rhode Island,1990,4833.0,2085.0,2317.99
Rhode Island,1992,6964.0,2293.0,3037.07
Rhode Island,1993,8328.0,2380.0,3499.16
Rhode Island,1994,10060.0,2476.0,4063.0
Rhode Island,1995,10453.0,2434.0,4294.58
Rhode Island,1996,10549.0,2567.0,4109.47
Rhode Island,1997,13135.0,2676.0,4908.45
Rhode Island,1998,13901.0,2778.0,5003.96
Rhode Island,1999,15330.0,2817.0,5441.96
Rhode Island,2000,17378.0,2952.0,5886.86
Rhode Island,2001,20412.0,3150.0,6480.0
Rhode Island,2002,21184.0,3150.0,6725.08
Rhode Island,2003,21446.0,3150.0,6808.25
Rhode Island,2004,21802.422,3150.0,6921.4
Rhode Island,2005,21956.386,3150.0,6970.28
Rhode Island,2006,21775.158,3135.0,6945.82
Rhode Island,2007,22105.95,3104.0,7121.76
Rhode Island,2008,22073.13,3083.0,7159.63
Rhode Island,2009,22762.399,2860.0,7958.88
Rhode Island,2010,23171.217,3011,7695.52208568582
South Carolina,1988,15340.0,6543.0,2344.49
South Carolina,1989,15685.0,6423.0,2442.01
South Carolina,1990,19871.0,7930.0,2505.8
South Carolina,1992,27716.0,9025.0,3071.02
South Carolina,1993,33063.0,9709.0,3405.4
South Carolina,1994,40772.0,10142.0,4020.11
South Carolina,1995,44021.0,10415.0,4226.69
South Carolina,1996,44540.0,10164.0,4382.13
South Carolina,1997,51714.0,10822.0,4778.6
South Carolina,1998,52826.0,11110.0,4754.82
South Carolina,1999,56280.0,11207.0,5021.86
South Carolina,2000,64060.0,11604.0,5520.51
South Carolina,2001,74963.0,12184.0,6152.58
South Carolina,2002,78507.0,12248.0,6409.78
South Carolina,2003,80223.0,12248.0,6549.89
South Carolina,2004,81718.067,12248.0,6671.95
South Carolina,2005,82281.921,12248.0,6717.99
South Carolina,2006,81602.767,12248.0,6662.54
South Carolina,2007,82842.414,12248.0,6763.75
South Carolina,2008,82719.421,12248.0,6753.71
South Carolina,2009,85302.467,12195.0,6994.87
South Carolina,2010,86834.519,13032,6663.17671884592
South Dakota,1988,2763.0,1099.0,2514.1
South Dakota,1989,2821.0,1099.0,2566.88
South Dakota,1990,3694.0,1382.0,2672.94
South Dakota,1992,5421.0,1691.0,3205.8
South Dakota,1993,6629.0,1894.0,3500.0
South Dakota,1994,7985.0,2025.0,3943.21
South Dakota,1995,8258.0,2025.0,4078.02
South Dakota,1996,8480.0,2258.0,3755.54
South Dakota,1997,10139.0,2374.0,4270.85
South Dakota,1998,11088.0,2355.0,4708.28
South Dakota,1999,12708.0,2485.0,5113.88
South Dakota,2000,14045.0,2587.0,5429.07
South Dakota,2001,17513.0,2925.0,5987.35
South Dakota,2002,18079.0,2827.0,6395.12
South Dakota,2003,18301.0,2827.0,6473.65
South Dakota,2004,18643.605,2827.0,6594.84
South Dakota,2005,18775.08,2827.0,6641.34
South Dakota,2006,18620.111,2827.0,6586.53
South Dakota,2007,18902.974,2827.0,6686.58
South Dakota,2008,18874.909,2827.0,6676.66
South Dakota,2009,19464.308,2827.0,6885.15
South Dakota,2010,19813.892,2969,6673.59110811721
Tennessee,1988,20915.0,8807.0,2374.82
Tennessee,1989,21411.0,8928.0,2398.19
Tennessee,1990,28016.0,10846.0,2583.07
Tennessee,1992,39271.0,12481.0,3146.46
Tennessee,1993,47993.0,13859.0,3462.95
Tennessee,1994,58610.0,14380.0,4075.8
Tennessee,1995,61630.0,14213.0,4336.17
Tennessee,1996,62163.0,14291.0,4349.8
Tennessee,1997,69365.0,14553.0,4766.37
Tennessee,1998,76803.0,14748.0,5207.69
Tennessee,1999,81387.0,14753.0,5516.64
Tennessee,2000,92040.0,15747.0,5844.92
Tennessee,2001,107146.0,16344.0,6555.68
Tennessee,2002,112344.0,16507.0,6805.84
Tennessee,2003,116072.0,16473.0,7046.2
Tennessee,2004,118216.822,16437.0,7192.12
Tennessee,2005,119021.587,16445.0,7237.55
Tennessee,2006,118039.184,16397.0,7198.83
Tennessee,2007,119832.346,16397.0,7308.19
Tennessee,2008,119654.435,16339.0,7323.24
Tennessee,2009,123390.836,16339.0,7551.92
Tennessee,2010,125606.964,17419,7210.91704460646
Texas,1988,53999.0,23121.0,2335.5
Texas,1989,55850.0,23211.0,2406.19
Texas,1990,77069.0,30573.0,2520.82
Texas,1992,113612.0,36394.0,3121.72
Texas,1993,172536.0,49110.0,3513.26
Texas,1994,213394.0,51521.0,4141.88
Texas,1995,223309.0,51925.0,4300.61
Texas,1996,224923.0,52107.0,4316.56
Texas,1997,253186.0,54624.0,4635.07
Texas,1998,279640.0,57281.0,4881.9
Texas,1999,299891.0,58173.0,5155.16
Texas,2000,361846.0,63171.0,5728.04
Texas,2001,429075.0,67572.0,6349.89
Texas,2002,454292.0,67664.0,6713.94
Texas,2003,475422.0,67764.0,7015.85
Texas,2004,474091.773,67785.0,6994.05
Texas,2005,477432.841,67327.0,7091.25
Texas,2006,473492.116,67875.0,6975.94
Texas,2007,480685.049,67630.0,7107.57
Texas,2008,479971.393,67680.0,7091.78
Texas,2009,494959.267,67591.0,7322.86
Texas,2010,503849.518,74301,6781.19430424893
Utah,1988,5120.0,2033.0,2518.45
Utah,1989,5292.0,2118.0,2498.58
Utah,1990,7020.0,2702.0,2598.08
Utah,1992,10669.0,3403.0,3135.17
Utah,1993,13208.0,3822.0,3455.78
Utah,1994,15832.0,4028.0,3930.49
Utah,1995,18145.0,4334.0,4186.66
Utah,1996,18219.0,4201.0,4336.82
Utah,1997,20132.0,4419.0,4555.78
Utah,1998,21728.0,4654.0,4668.67
Utah,1999,23185.0,4679.0,4955.12
Utah,2000,27840.0,5079.0,5481.39
Utah,2001,35858.0,5403.0,6636.68
Utah,2002,36270.0,5527.0,6562.33
Utah,2003,36709.0,5527.0,6641.76
Utah,2004,37398.515,5518.0,6777.55
Utah,2005,37663.509,5518.0,6825.57
Utah,2006,37352.635,5518.0,6769.23
Utah,2007,37920.068,5400.0,7022.23
Utah,2008,37863.769,5518.0,6861.86
Utah,2009,39046.126,5400.0,7230.76
Utah,2010,39747.403,6158,6454.5961351088
Vermont,1988,2422.0,871.0,2780.71
Vermont,1989,2444.0,871.0,2805.97
Vermont,1990,2821.0,973.0,2899.28
Vermont,1992,4556.0,1129.0,4035.43
Vermont,1993,5339.0,1260.0,4237.3
Vermont,1994,5957.0,1271.0,4686.86
Vermont,1995,7636.0,1486.0,5138.63
Vermont,1996,7811.0,1531.0,5101.89
Vermont,1997,8433.0,1379.0,6115.3
Vermont,1998,8900.0,1404.0,6339.03
Vermont,1999,9691.0,1438.0,6739.22
Vermont,2000,10514.0,1438.0,7311.54
Vermont,2001,12553.0,1573.0,7980.29
Vermont,2002,13023.0,1573.0,8279.08
Vermont,2003,13183.0,1573.0,8380.8
Vermont,2004,13428.786,1569.0,8558.82
Vermont,2005,13523.137,1569.0,8618.95
Vermont,2006,13411.517,1552.0,8641.44
Vermont,2007,13615.255,1552.0,8772.72
Vermont,2008,13595.041,1552.0,8759.69
Vermont,2009,14019.568,1506.0,9309.14
Vermont,2010,14271.363,1580,9032.5082278481
Virginia,1988,16792.0,5591.0,3003.4
Virginia,1989,17201.0,5769.0,2981.63
Virginia,1990,22098.0,7380.0,2994.31
Virginia,1992,33134.0,9455.0,3504.39
Virginia,1993,39440.0,10650.0,3703.29
Virginia,1994,46411.0,10993.0,4221.87
Virginia,1995,48896.0,11147.0,4386.47
Virginia,1996,49706.0,11028.0,4507.25
Virginia,1997,54571.0,11480.0,4753.57
Virginia,1998,61960.0,12053.0,5140.63
Virginia,1999,66246.0,12243.0,5410.93
Virginia,2000,74487.0,12652.0,5887.37
Virginia,2001,89890.0,13612.0,6603.73
Virginia,2002,95366.0,13772.0,6924.63
Virginia,2003,96214.0,13768.0,6988.23
Virginia,2004,98142.388,13768.0,7128.3
Virginia,2005,98833.397,13696.0,7216.22
Virginia,2006,98071.628,13679.0,7169.5
Virginia,2007,99506.637,13518.0,7361.05
Virginia,2008,99358.903,13578.0,7317.64
Virginia,2009,102461.544,13518.0,7579.64
Virginia,2010,104301.777,14862,7018.01756156641
Washington,1988,13494.0,4373.0,3085.75
Washington,1989,13954.0,4448.0,3137.14
Washington,1990,18767.0,5378.0,3489.59
Washington,1992,27533.0,6361.0,4328.41
Washington,1993,37558.0,7799.0,4815.75
Washington,1994,45968.0,8260.0,5565.13
Washington,1995,53385.0,8803.0,6064.41
Washington,1996,52311.0,8878.0,5892.21
Washington,1997,59644.0,9387.0,6353.89
Washington,1998,64841.0,9682.0,6697.07
Washington,1999,69601.0,9831.0,7079.75
Washington,2000,78359.0,10287.0,7617.28
Washington,2001,92257.0,11106.0,8306.95
Washington,2002,97247.0,11167.0,8708.43
Washington,2003,98022.0,11001.0,8910.28
Washington,2004,100192.902,11118.0,9011.77
Washington,2005,100094.355,11102.0,9015.88
Washington,2006,99268.177,11190.0,8871.15
Washington,2007,100776.184,11278.0,8935.64
Washington,2008,100626.555,11277.0,8923.17
Washington,2009,103768.79,11278.0,9200.99
Washington,2010,105632.502,12387,8527.69048195689
West Virginia,1988,10036.0,4008.0,2503.99
West Virginia,1989,10259.0,4038.0,2540.61
West Virginia,1990,12958.0,4937.0,2624.67
West Virginia,1992,18959.0,5842.0,3245.29
West Virginia,1993,22303.0,6317.0,3530.63
West Virginia,1994,26014.0,6402.0,4063.42
West Virginia,1995,27626.0,6522.0,4235.82
West Virginia,1996,28125.0,6515.0,4316.96
West Virginia,1997,31064.0,6858.0,4529.6
West Virginia,1998,33349.0,6876.0,4850.06
West Virginia,1999,36062.0,7043.0,5120.26
West Virginia,2000,39842.0,7144.0,5576.99
West Virginia,2001,46713.0,7590.0,6154.55
West Virginia,2002,48625.0,7650.0,6356.21
West Virginia,2003,49227.0,7650.0,6434.9
West Virginia,2004,50152.151,7650.0,6555.84
West Virginia,2005,50507.94,7610.0,6637.05
West Virginia,2006,50091.048,7610.0,6582.27
West Virginia,2007,50851.993,7682.0,6619.63
West Virginia,2008,50776.4,7610.0,6672.33
West Virginia,2009,52362.072,7610.0,6880.69
West Virginia,2010,53302.507,8226,6479.76015074155
Wisconsin,1988,17651.0,7205.0,2449.83
Wisconsin,1989,18074.0,7241.0,2496.06
Wisconsin,1990,22931.0,8612.0,2662.68
Wisconsin,1992,31052.0,9665.0,3212.83
Wisconsin,1993,40956.0,11247.0,3641.5
Wisconsin,1994,49461.0,11953.0,4137.96
Wisconsin,1995,52633.0,12171.0,4324.46
Wisconsin,1996,54013.0,12283.0,4397.38
Wisconsin,1997,58550.0,12556.0,4663.11
Wisconsin,1998,63218.0,12905.0,4898.72
Wisconsin,1999,67582.0,13113.0,5153.82
Wisconsin,2000,72177.0,12953.0,5572.22
Wisconsin,2001,83337.0,13478.0,6183.19
Wisconsin,2002,86941.0,13489.0,6445.33
Wisconsin,2003,88082.0,13515.0,6517.35
Wisconsin,2004,89783.879,13532.0,6634.93
Wisconsin,2005,90635.323,13538.0,6694.88
Wisconsin,2006,89887.22,13538.0,6639.62
Wisconsin,2007,91252.718,13538.0,6740.49
Wisconsin,2008,91117.239,13476.0,6761.45
Wisconsin,2009,93962.521,13470.0,6975.69
Wisconsin,2010,95650.109,14892,6422.91894977169
Wyoming,1988,1590.0,698.0,2277.94
Wyoming,1989,1624.0,699.0,2323.32
Wyoming,1990,1876.0,826.0,2271.19
Wyoming,1992,3371.0,1128.0,2988.48
Wyoming,1993,4149.0,1245.0,3332.53
Wyoming,1994,4925.0,1323.0,3722.6
Wyoming,1995,5099.0,1313.0,3883.47
Wyoming,1996,5195.0,1279.0,4061.77
Wyoming,1997,5814.0,1395.0,4167.74
Wyoming,1998,6421.0,1452.0,4422.18
Wyoming,1999,7546.0,1500.0,5030.67
Wyoming,2000,8187.0,1468.0,5576.98
Wyoming,2001,10760.0,1757.0,6124.08
Wyoming,2002,11882.0,1803.0,6590.13
Wyoming,2003,12028.0,1803.0,6671.1
Wyoming,2004,12252.314,1793.0,6833.42
Wyoming,2005,12338.291,1792.0,6885.21
Wyoming,2006,12236.45,1792.0,6828.38
Wyoming,2007,12422.337,1840.0,6751.27
Wyoming,2008,12403.894,1792.0,6921.82
Wyoming,2009,12791.225,1788.0,7153.93
Wyoming,2010,13020.959,1833,7103.63284233497
