"","Period 1"
"Intercept","-0.01"
"",NA
"","[-0.006,-0.006]"
"Highest Grade Completed Mother","0.17"
"",NA
"","[-0.188,-0.188]"
"Income 1","0.119"
"",NA
"","[-0.323,-0.323]"
