"","Period 2"
"Intercept","0.019"
"",NA
"","[0.008,0.008]"
"Human Capital 2","7068.229"
"",NA
"","[10895.274,10895.274]"
"Highest Grade Completed Mother","0.04"
"",NA
"","[0.001,0.001]"
"Income 2","-0.287"
"",NA
"","[0.008,0.008]"
