"","Period 3"
"Intercept","15492.773"
"",NA
"","[14818.641,14818.641]"
"Human Capital 3","-12758.212"
"",NA
"","[-11042.905,-11042.905]"
"Highest Grade Completed Mother","0.113"
"",NA
"","[-0.099,-0.099]"
"Income 3","-0.016"
"",NA
"","[-0.018,-0.018]"
