"","coefficients","std_errors","t_values","p_values","r_squared","adj_r_squared","f_statistic","f_pvalue"
"(Intercept)",15492.7730321357,123.073423042876,125.882360700558,0,0.614217157949981,0.6141013767849,5304.98339276579,0
"log(hc3)",-12758.2122831069,101.350129810036,-125.882545064522,0,0.614217157949981,0.6141013767849,5304.98339276579,0
"log(peducation)",0.113488395458675,0.0369258745615774,3.0734111732255,0.0021219657856368,0.614217157949981,0.6141013767849,5304.98339276579,0
"log(income3)",-0.0163132944290278,0.0127816532639751,-1.27630550540802,0.201877197000824,0.614217157949981,0.6141013767849,5304.98339276579,0
