moment,value
1,0.5943544134409772
2,0.5111702008398125
3,0.4428128433763162
4,0.44575880759240266
5,0.22730637094599043
6,0.17695288796139558
7,0.8907013193215075
8,1.5590080961241652
9,2.05672058937496
10,0.3583066478412484
11,0.39185813798676655
12,0.3893604920759819
13,0.4202955949135668
14,0.241758139716313
15,0.18161690489024937
16,0.39928821445838314
17,0.3737756106856623
18,0.5008731509568545
