"","Period 3"
"Intercept","-0.39"
"","0.024"
"","[0.09,0.121]"
"Human Capital 3","0.679"
"","0.061"
"","[-0.573,-0.494]"
"Highest Grade Completed Mother","0.001"
"","0.002"
"","[0.004,0.006]"
"Income 3","-0.002"
"","0"
"","[0.005,0.006]"
