"","coefficients","std_errors","t_values","p_values","r_squared","adj_r_squared","f_statistic","f_pvalue"
"(Intercept)",-0.00135810082975473,0.00219636454997356,-0.618340352365951,0.536365094657629,0.000248478985617927,4.84686783228661e-05,1.24233090273372,0.288755045592056
"log(peducation)",-0.00093046332037043,0.00174312594756208,-0.533790069312986,0.593498653306914,0.000248478985617927,4.84686783228661e-05,1.24233090273372,0.288755045592056
"log(income1)",0.0040871543747138,0.00265744008637435,1.53800433570266,0.124079203082535,0.000248478985617927,4.84686783228661e-05,1.24233090273372,0.288755045592056
