"","coefficients","std_errors","t_values","p_values","r_squared","adj_r_squared","f_statistic","f_pvalue"
"(Intercept)",-0.154135621315798,0.000171211371098068,-900.265095286872,0,0.00671490495285111,0.00641680018242874,22.5253186768476,1.57448883180977e-14
"log(hc2)",0.547008224689855,0.0668736313134835,8.1797296474846,3.19081252974131e-16,0.00671490495285111,0.00641680018242874,22.5253186768476,1.57448883180977e-14
"log(peducation)",0.000177004456178511,0.000135518092893483,1.30613154597473,0.191537881019294,0.00671490495285111,0.00641680018242874,22.5253186768476,1.57448883180977e-14
"log(income2)",8.22056467753648e-06,0.000149617569548338,0.0549438458488033,0.956184298725202,0.00671490495285111,0.00641680018242874,22.5253186768476,1.57448883180977e-14
