"","Period 1"
"Intercept","-0.001"
"","0.009"
"","[-0.007,0.005]"
"Highest Grade Completed Mother","-0.001"
"","0.099"
"","[-0.42,-0.295]"
"Income 1","0.004"
"","0.054"
"","[-0.129,-0.06]"
