scenario_family,scenario,parameter_value,period,hc,parent_h,c_policy,l_policy,e_policy,perceived_hc_next_policy,true_expected_hc_next_policy,value_policy
public_input,low g,0.6,1,0.5,1.2,0.8445705113869253,0.32123045471522044,0.19928727079795072,0.48483812577174334,0.48726838699060715,-17.7180306717949
public_input,low g,0.6,1,0.5000203210855501,1.2,0.8445688936344546,0.32123066001832074,0.19928933200511806,0.48484575744381986,0.4872760569165992,-17.717980401531836
public_input,low g,0.6,1,0.5000812892976928,1.2,0.84456407855912,0.3212312230920035,0.19929536331960773,0.4848686059997295,0.4872990200013718,-17.717829584496663
public_input,low g,0.6,1,0.5001829195049198,1.2,0.8445559724016735,0.3212321499756405,0.19930547154571002,0.4849067104205549,0.4873373154214016,-17.717578201956776
public_input,low g,0.6,1,0.5003252364947652,1.2,0.8445446154467683,0.32123345147278776,0.19931963973445332,0.4849600681351682,0.48739094059267224,-17.71722622268394
public_input,low g,0.6,1,0.5005082749838822,1.2,0.8445300903044095,0.32123515110333806,0.1993378360788008,0.4850286718950121,0.4874598882302934,-17.716773602948276
public_input,low g,0.6,1,0.500732079632158,1.2,0.8445123120038347,0.3212372139062491,0.19936007003366335,0.48511253643352303,0.48754417314155307,-17.71622028650879
public_input,low g,0.6,1,0.5009967050608752,1.2,0.8444912792779253,0.3212396448892446,0.19938635368284305,0.4852116750942082,0.4876438087368428,-17.715566204599643
public_input,low g,0.6,1,0.5013022158749305,1.2,0.8444669463087431,0.3212424891793295,0.19941683031860882,0.4853261443222085,0.4877588517442363,-17.714811275915714
public_input,low g,0.6,1,0.5016486866891229,1.2,0.8444394769026732,0.3212456569165482,0.19945114203707093,0.48545584256959906,0.4878892001067973,-17.713955406585704
public_input,low g,0.6,1,0.502036202158526,1.2,0.8444952171024529,0.3212391955894648,0.199381445370791,0.4855644547121473,0.4879983566699757,-17.71299888682718
public_input,low g,0.6,1,0.502464857012963,1.2,0.8444611892781477,0.3212431263016884,0.19942396353349912,0.4857248284806131,0.48815953431530124,-17.7119415150987
public_input,low g,0.6,1,0.5029347560956027,1.2,0.8444239570453986,0.3212474447378133,0.19947052358827816,0.4859005462552055,0.4883361328789041,-17.710782913576104
public_input,low g,0.6,1,0.5034460144056994,1.2,0.8443834727614307,0.3212521367558006,0.19952114263109866,0.4860916356953393,0.48852818015884253,-17.7095229379979
public_input,low g,0.6,1,0.5039987571454999,1.2,0.8443397337538674,0.3212572023556505,0.1995758233343376,0.48629811981237353,0.4887356992818206,-17.708161431411238
public_input,low g,0.6,1,0.5045931197713469,1.2,0.8442927419197772,0.32126263716723263,0.19963455436144525,0.48652001899995945,0.48895871074371294,-17.7066982241351
public_input,low g,0.6,1,0.5052292480490046,1.2,0.8442424605393875,0.32126845533258563,0.19969740297899746,0.4867573808001963,0.4891972623249247,-17.705133133721546
public_input,low g,0.6,1,0.5059072981132409,1.2,0.8441888883018356,0.32127461879572383,0.1997642882969279,0.4870102085397727,0.4894513573688196,-17.703465964910183
public_input,low g,0.6,1,0.5066274365316988,1.2,0.8441548756797471,0.3212786164856041,0.19980693592915777,0.48726898559364074,0.48971143154806807,-17.70169662786443
public_input,low g,0.6,1,0.507389840373095,1.2,0.8441749864263732,0.3212762524802653,0.19978171893099989,0.4875190322604746,0.4899627315790353,-17.69982583264288
public_input,low g,0.6,1,0.5081946972797818,1.2,0.8441116739924869,0.32128359055625677,0.1998608816090278,0.48781847790989963,0.49026367820602434,-17.697852704029593
public_input,low g,0.6,1,0.5090422055447187,1.2,0.844045112713124,0.32129129951322166,0.19994409423543477,0.4881335191866298,0.49058029863372565,-17.695776669054624
public_input,low g,0.6,1,0.5099325741928927,1.2,0.8439758831259483,0.32129932317705967,0.20003065493650057,0.4884639548328522,0.49091239059551744,-17.693597470681276
public_input,low g,0.6,1,0.5108660230672385,1.2,0.8439027177324407,0.3213077749276193,0.20012207611121702,0.48881033654263395,0.4912605085508448,-17.691314840591534
public_input,low g,0.6,1,0.5118427829191048,1.2,0.8438262780428705,0.321316686781515,0.20021776540520175,0.48917249581567585,0.49162448315479723,-17.688928485598026
public_input,low g,0.6,1,0.5128630955033207,1.2,0.8439258284126828,0.3213050901760359,0.20009316636755478,0.4894746113278392,0.49192811302726724,-17.686440811574812
public_input,low g,0.6,1,0.5139272136779165,1.2,0.8438428847183792,0.3213147023974103,0.20019687246002715,0.4898682808884173,0.49232375586472943,-17.683849697677807
public_input,low g,0.6,1,0.5150354015085564,1.2,0.8437808865037089,0.3213218950769388,0.20027440686247905,0.4902675706151,0.49272504703949604,-17.681154339333617
public_input,low g,0.6,1,0.5161879343777439,1.2,0.8436913062339599,0.3213322484226666,0.20038635035899993,0.4906930185017752,0.4931526274925779,-17.67835437644679
public_input,low g,0.6,1,0.5173850990988615,1.2,0.8435993808883278,0.3213422810221498,0.20049994611951585,0.49113364320724096,0.493595460838571,-17.67544922343739
public_input,low g,0.6,1,0.5186271940351138,1.2,0.8436257205693181,0.3213398288260963,0.20046830969504992,0.49153961790001877,0.4940034704879646,-17.672441134067572
public_input,low g,0.6,1,0.5199145292234401,1.2,0.8435263009661231,0.32135135845391866,0.20059263329434113,0.49201310320530145,0.49447932914821674,-17.669327466950577
public_input,low g,0.6,1,0.5212474265034702,1.2,0.8434238917906216,0.3213632202691353,0.20072066399071067,0.4925025732486275,0.494971252670345,-17.666107579153458
public_input,low g,0.6,1,0.5226262196515982,1.2,0.8433410329615573,0.32137280690732123,0.20082422995825666,0.4929985369080217,0.4954697023579273,-17.662781075764016
public_input,low g,0.6,1,0.5240512545202515,1.2,0.8433243989407291,0.32137471287261965,0.20084498086412933,0.4934812534632867,0.4959548385399948,-17.659349870322533
public_input,low g,0.6,1,0.5255228891824385,1.2,0.8432116673268255,0.32138777822236037,0.20098593363347295,0.49401962295224744,0.49649590661724907,-17.65581197924587
public_input,low g,0.6,1,0.5270414940816569,1.2,0.8430954989245609,0.32140120404357275,0.20113110180955623,0.49457439282297,0.4970534572835208,-17.652166243321872
public_input,low g,0.6,1,0.5286074521872524,1.2,0.842977017956547,0.32141431889044897,0.2012779108468228,0.4951447994004388,0.4976267230358575,-17.64841219917034
public_input,low g,0.6,1,0.5302211591553182,1.2,0.8429345788851376,0.3214198391918567,0.20133227376927296,0.49569880518161724,0.49818350578257026,-17.644551675572185
public_input,low g,0.6,1,0.5318830234952302,1.2,0.8428309923385421,0.3214318437026472,0.20146179005917608,0.49629353789769887,0.49878121960879707,-17.640582429588072
public_input,low g,0.6,1,0.5335934667419154,1.2,0.8427014368189198,0.32144682645883593,0.20162370833216564,0.49691451957926264,0.4994053139739929,-17.636503813348007
public_input,low g,0.6,1,0.5353529236339561,1.2,0.8427252226039939,0.3214440676585766,0.2015939635385316,0.49748561031841576,0.49997926731738873,-17.632317235312822
public_input,low g,0.6,1,0.537161842297634,1.2,0.8425889332896915,0.32145985581588654,0.20176435527262349,0.4981401474093063,0.5006370852891006,-17.628022844909367
public_input,low g,0.6,1,0.5390206844370244,1.2,0.842449267084246,0.3214760262953196,0.20193894971364448,0.49881157878424587,0.5013118822278126,-17.623617283255133
public_input,low g,0.6,1,0.5409299255302531,1.2,0.8424931539990409,0.32147053157710015,0.20188319420749534,0.49942008226803974,0.5019234358480121,-17.619101277545013
public_input,low g,0.6,1,0.5428900550320312,1.2,0.8423547215711893,0.32148695415587986,0.20205709940551125,0.5001223793889981,0.5026292532479387,-17.614478342297748
public_input,low g,0.6,1,0.5449015765825912,1.2,0.8422548019316421,0.32149854806046985,0.20218206187897259,0.5008237084254245,0.5033340977107895,-17.609743811703204
public_input,low g,0.6,1,0.5469650082231464,1.2,0.8421536859967891,0.3215036234322281,0.20229414061682355,0.5015369651754917,0.5040509296751947,-17.60489775150891
public_input,low g,0.6,1,0.5490808826180046,1.2,0.8421652427513282,0.32150890140619753,0.2022939842860585,0.502226597723208,0.5047440190204415,-17.5999432887284
public_input,low g,0.6,1,0.5512497472834679,1.2,0.8420994819311282,0.32151652050320656,0.2023762023557979,0.5029608405992324,0.505481942304198,-17.594878056616775
public_input,low g,0.6,1,0.5534721648236569,1.2,0.8420883342576952,0.32151783344150353,0.2023901859759522,0.5036877205655106,0.5062124657714694,-17.58970207434741
public_input,low g,0.6,1,0.5557487131734017,1.2,0.8420893938898195,0.32151768097402117,0.20238879701406634,0.5044253862359348,0.5069538290064539,-17.584419784330358
public_input,low g,0.6,1,0.5580799858483445,1.2,0.8419676518992875,0.32152739719739015,0.2025315260470751,0.5052290218933267,0.5077614929043418,-17.57902443246006
public_input,low g,0.6,1,0.5604665922024078,1.2,0.8419297981391445,0.321535470995957,0.2025868192121227,0.5060182654256192,0.5085546925363031,-17.573516234990688
public_input,low g,0.6,1,0.5629091576927818,1.2,0.8419596662038397,0.32153268494326803,0.20255093327361937,0.5067927684289613,0.509333077752105,-17.56790009643258
public_input,low g,0.6,1,0.5654083241525933,1.2,0.84183441382487,0.32154722006891834,0.20270758152399349,0.5076500139638208,0.5101946202480897,-17.562169037542578
