year,FIPS,school-level_code,student_population,total_expenditures,TCURELSC,TNONELSE,TCAPOUT,L12,M12,Q11,I86,V91,V92,total_expenditures_per_student,TCURELSC_per_student,TNONELSE_per_student,TCAPOUT_per_student,L12_per_student,M12_per_student,Q11_per_student,I86_per_student,V91_per_student,V92_per_student
2005,25005,2,426.0,6485000.0,6372000.0,,113000.0,,,,,,,15223.004694835681,14957.74647887324,,265.25821596244134,,,,,,
2005,25007,1,1483.0,29941000.0,28189000.0,6000.0,498000.0,,,651000.0,597000.0,483000.0,1942000.0,20189.480782198247,19008.09170600135,4.045853000674309,335.8057990559676,,,438.9750505731625,402.56237356709374,325.69116655428184,1309.5077545515846
2005,25007,2,803.0,17115000.0,16316000.0,,162000.0,,,,637000.0,629000.0,383000.0,21313.823163138233,20318.804483188043,,201.7434620174346,,,,793.2752179327522,783.3125778331258,476.96139476961395
2005,25009,1,2796.0,29852000.0,27031000.0,,465000.0,,,1472000.0,884000.0,507000.0,,10676.680972818313,9667.739628040057,,166.30901287553647,,,526.4663805436338,316.16595135908443,181.3304721030043,
2005,25009,2,2509.0,34711000.0,32036000.0,,250000.0,,,473000.0,1952000.0,693000.0,,13834.595456357114,12768.43363889996,,99.6412913511359,,,188.52132323634913,777.9992028696691,276.20565962534874,
2005,25011,1,2580.0,36421000.0,32388000.0,120000.0,1122000.0,,,1837000.0,954000.0,385000.0,93000.0,14116.666666666666,12553.488372093023,46.51162790697674,434.8837209302326,,,712.015503875969,369.7674418604651,149.2248062015504,36.04651162790697
2005,25011,2,1422.0,22495000.0,19669000.0,,108000.0,,,1927000.0,791000.0,1065000.0,410000.0,15819.268635724331,13831.926863572433,,75.9493670886076,,,1355.1336146272856,556.2587904360056,748.9451476793249,288.3263009845288
2005,25013,1,1035.0,12530000.0,11101000.0,2000.0,171000.0,,,1053000.0,203000.0,679000.0,19000.0,12106.280193236715,10725.6038647343,1.932367149758454,165.2173913043478,,,1017.3913043478261,196.1352657004831,656.0386473429952,18.357487922705314
2005,25015,1,2647.0,35782000.0,33282000.0,52000.0,965000.0,,,948000.0,535000.0,415000.0,187000.0,13517.944843218738,12573.47941065357,19.644880997355497,364.5636569701549,,,358.14129202871175,202.11560256894597,156.7812618058179,70.64601435587457
2005,25015,2,2804.0,41822000.0,38694000.0,2000.0,210000.0,,,1303000.0,1613000.0,1372000.0,890000.0,14915.1212553495,13799.57203994294,0.7132667617689016,74.89300998573466,,,464.69329529243936,575.2496433666191,489.3009985734665,317.4037089871612
2005,25017,1,11632.0,157017000.0,136176000.0,39000.0,11610000.0,,,5664000.0,3528000.0,4272000.0,283000.0,13498.710453920221,11707.015130674003,3.3528198074277853,998.1086657496561,,,486.9325997248968,303.3012379642366,367.2627235213205,24.329436038514444
2005,25017,2,5384.0,81076000.0,71722000.0,2438000.0,1561000.0,,,1722000.0,3633000.0,5261000.0,333000.0,15058.692421991085,13321.322436849925,452.8231797919762,289.9331352154532,,,319.8365527488856,674.777117384844,977.1545319465082,61.849925705794945
2005,25021,1,3869.0,43992000.0,40267000.0,,1270000.0,,,699000.0,1756000.0,1857000.0,549000.0,11370.379943137761,10407.598862755234,,328.25019384853965,,,180.6668389764797,453.8640475575084,479.9689842336521,141.89713104161282
2005,25021,2,2405.0,29328000.0,27339000.0,,234000.0,,,915000.0,840000.0,1431000.0,324000.0,12194.594594594595,11367.567567567568,,97.29729729729729,,,380.45738045738045,349.2723492723493,595.010395010395,134.7193347193347
2005,25023,1,4426.0,48990000.0,40705000.0,15000.0,3099000.0,,,3268000.0,1903000.0,1960000.0,112000.0,11068.685042928151,9196.791685494803,3.3890646181653863,700.1807501129688,,,738.3642114776321,429.959331224582,442.83777677361047,25.305015815634885
2005,25023,2,1229.0,42294000.0,14550000.0,,25266000.0,,,8000.0,2470000.0,,,34413.344182262,11838.893409275834,,20558.17737998373,,,6.509357200976404,2009.7640358014646,,
2005,25027,1,5536.0,62698000.0,57886000.0,63000.0,856000.0,,,1150000.0,2743000.0,3053000.0,10000.0,11325.50578034682,10456.28612716763,11.380057803468208,154.6242774566474,,,207.73121387283237,495.48410404624275,551.4812138728323,1.80635838150289
2005,25027,2,3529.0,43823000.0,40141000.0,10000.0,268000.0,,,634000.0,2770000.0,859000.0,19000.0,12417.965429300086,11374.610371209974,2.8336639274582036,75.94219325587986,,,179.6542930008501,784.9249079059224,243.41173136865967,5.3839614621705865
2005,26003,1,45.0,617000.0,585000.0,10000.0,15000.0,,,7000.0,,,,13711.111111111111,13000.0,222.22222222222223,333.3333333333333,,,155.55555555555554,,,
2005,26005,1,147.0,1171000.0,975000.0,2000.0,51000.0,,,,143000.0,,,7965.986394557823,6632.65306122449,13.605442176870747,346.9387755102041,,,,972.7891156462586,,
2005,26007,1,86.0,1051000.0,950000.0,3000.0,98000.0,,,,,,,12220.93023255814,11046.511627906977,34.883720930232556,1139.5348837209303,,,,,,
2005,26013,1,12.0,303000.0,274000.0,,29000.0,,,,,,,25250.0,22833.333333333332,,2416.6666666666665,,,,,,
2005,26017,1,343.0,2734000.0,2125000.0,19000.0,247000.0,,,,343000.0,,,7970.845481049562,6195.33527696793,55.393586005830905,720.1166180758017,,,,1000.0,,
2005,26017,2,127.0,1013000.0,890000.0,97000.0,,,,26000.0,,,,7976.377952755905,7007.8740157480315,763.7795275590552,,,,204.7244094488189,,,
2005,26021,1,599.0,5172000.0,4386000.0,,239000.0,,,,547000.0,,,8634.390651085141,7322.20367278798,,398.9983305509182,,,,913.1886477462438,,
2005,26025,1,1367.0,10183000.0,9728000.0,,47000.0,,,,408000.0,,,7449.1587417703,7116.313094367228,,34.38185808339429,,,,298.46378931967814,,
2005,26025,2,114.0,791000.0,791000.0,,,,,,,,,6938.596491228071,6938.596491228071,,,,,,,,
2005,26033,1,431.0,5212000.0,4875000.0,,337000.0,,,,,,,12092.807424593968,11310.90487238979,,781.9025522041763,,,,,,
2005,26045,1,214.0,1282000.0,1131000.0,,24000.0,,,,127000.0,,,5990.654205607477,5285.046728971963,,112.14953271028037,,,,593.4579439252336,,
2005,26049,1,3797.0,31392000.0,29351000.0,167000.0,1003000.0,,,,871000.0,,,8267.579668159073,7730.050039504872,43.98209112457203,264.15591256254936,,,,229.39162496707928,,
2005,26051,1,57.0,411000.0,405000.0,,4000.0,,,,2000.0,,,7210.526315789473,7105.263157894737,,70.17543859649123,,,,35.08771929824562,,
2005,26055,1,192.0,1414000.0,1035000.0,,290000.0,,,,89000.0,,,7364.583333333333,5390.625,,1510.4166666666667,,,,463.5416666666667,,
2005,26059,1,105.0,638000.0,552000.0,60000.0,,,,,26000.0,,,6076.190476190476,5257.142857142857,571.4285714285714,,,,,247.61904761904762,,
2005,26061,1,152.0,1348000.0,1325000.0,,20000.0,,,,3000.0,,,8868.421052631578,8717.105263157895,,131.57894736842104,,,,19.736842105263158,,
2005,26063,1,152.0,1277000.0,1182000.0,,89000.0,,,,6000.0,,,8401.315789473685,7776.315789473684,,585.5263157894736,,,,39.473684210526315,,
2005,26065,1,1937.0,18828000.0,15919000.0,59000.0,1822000.0,,,185000.0,843000.0,,,9720.185854414043,8218.378936499741,30.459473412493548,940.629839958699,,,95.50851832731027,435.20908621579764,,
2005,26067,1,257.0,2081000.0,2028000.0,16000.0,4000.0,,,8000.0,25000.0,,,8097.27626459144,7891.050583657588,62.2568093385214,15.56420233463035,,,31.1284046692607,97.27626459143968,,
2005,26069,1,71.0,603000.0,489000.0,,64000.0,,,,50000.0,,,8492.957746478873,6887.3239436619715,,901.4084507042254,,,,704.2253521126761,,
2005,26073,1,193.0,1473000.0,1173000.0,5000.0,206000.0,,,,89000.0,,,7632.124352331606,6077.720207253886,25.906735751295336,1067.3575129533679,,,,461.139896373057,,
2005,26075,1,800.0,6296000.0,6095000.0,1000.0,194000.0,,,,6000.0,,,7870.0,7618.75,1.25,242.5,,,,7.5,,
2005,26077,1,1144.0,9520000.0,8989000.0,17000.0,72000.0,,,,442000.0,,,8321.678321678322,7857.517482517483,14.86013986013986,62.93706293706294,,,,386.3636363636364,,
2005,26079,1,51.0,285000.0,258000.0,,20000.0,,,7000.0,,,,5588.235294117647,5058.823529411765,,392.15686274509807,,,137.2549019607843,,,
2005,26081,1,5748.0,48708000.0,44906000.0,31000.0,2833000.0,,,810000.0,128000.0,,,8473.903966597078,7812.456506610995,5.393180236604036,492.8670842032011,,,140.91858037578288,22.268615170494083,,
2005,26081,2,359.0,2931000.0,2775000.0,,27000.0,,,42000.0,87000.0,,,8164.3454038997215,7729.8050139275765,,75.20891364902506,,,116.991643454039,242.33983286908077,,
2005,26083,1,3.0,104000.0,104000.0,,,,,,,,,34666.666666666664,34666.666666666664,,,,,,,,
2005,26087,1,292.0,2034000.0,1886000.0,131000.0,17000.0,,,,,,,6965.753424657534,6458.904109589041,448.63013698630135,58.21917808219178,,,,,,
2005,26093,1,512.0,3861000.0,3259000.0,66000.0,485000.0,,,,51000.0,,,7541.015625,6365.234375,128.90625,947.265625,,,,99.609375,,
2005,26093,2,194.0,1320000.0,1293000.0,,2000.0,,,,25000.0,,,6804.123711340206,6664.948453608247,,10.309278350515465,,,,128.8659793814433,,
2005,26097,1,92.0,1004000.0,835000.0,,93000.0,,,75000.0,1000.0,,,10913.04347826087,9076.08695652174,,1010.8695652173913,,,815.2173913043479,10.869565217391305,,
2005,26099,1,1124.0,14380000.0,10953000.0,152000.0,3069000.0,,,,206000.0,,,12793.594306049821,9744.661921708184,135.23131672597864,2730.4270462633453,,,,183.27402135231316,,
2005,26099,2,398.0,2953000.0,2907000.0,23000.0,14000.0,,,,9000.0,,,7419.597989949749,7304.020100502513,57.78894472361809,35.175879396984925,,,,22.613065326633166,,
2005,26101,2,91.0,1068000.0,918000.0,11000.0,110000.0,,,24000.0,5000.0,,,11736.263736263736,10087.912087912087,120.87912087912088,1208.7912087912089,,,263.7362637362637,54.94505494505494,,
2005,26103,1,78.0,1201000.0,1189000.0,,4000.0,,,6000.0,2000.0,,,15397.435897435897,15243.589743589744,,51.282051282051285,,,76.92307692307692,25.641025641025642,,
2005,26103,2,55.0,625000.0,552000.0,1000.0,68000.0,,,,4000.0,,,11363.636363636364,10036.363636363636,18.181818181818183,1236.3636363636363,,,,72.72727272727273,,
2005,26111,2,100.0,871000.0,822000.0,12000.0,5000.0,,,32000.0,,,,8710.0,8220.0,120.0,50.0,,,320.0,,,
2005,26115,1,392.0,3740000.0,3588000.0,,11000.0,,,,141000.0,,,9540.816326530612,9153.061224489797,,28.06122448979592,,,,359.6938775510204,,
2005,26117,1,161.0,1604000.0,1602000.0,2000.0,,,,,,,,9962.732919254659,9950.310559006211,12.422360248447205,,,,,,,
2005,26121,1,877.0,8322000.0,8077000.0,,37000.0,,,190000.0,18000.0,,,9489.167616875713,9209.806157354618,,42.18928164196123,,,216.64766248574688,20.524515393386544,,
2005,26123,1,29.0,420000.0,339000.0,,79000.0,,,,2000.0,,,14482.758620689656,11689.655172413793,,2724.137931034483,,,,68.96551724137932,,
2005,26125,1,6776.0,60395000.0,54612000.0,134000.0,5434000.0,,,,215000.0,,,8913.075560802834,8059.622195985832,19.775678866587956,801.9480519480519,,,,31.729634002361276,,
2005,26125,2,993.0,7935000.0,7877000.0,13000.0,45000.0,,,,,,,7990.936555891239,7932.527693856999,13.091641490433032,45.31722054380665,,,,,,
2005,26139,1,1589.0,11672000.0,11313000.0,45000.0,78000.0,,,,236000.0,,,7345.50031466331,7119.572057898049,28.31969792322215,49.08747640025173,,,,148.52108244178729,,
2005,26141,2,60.0,345000.0,337000.0,,7000.0,,,1000.0,,,,5750.0,5616.666666666667,,116.66666666666667,,,16.666666666666668,,,
2005,26145,1,1031.0,9066000.0,8774000.0,3000.0,7000.0,,,,282000.0,,,8793.404461687682,8510.184287099903,2.909796314258002,6.789524733268671,,,,273.5208535402522,,
2005,26145,2,427.0,3257000.0,2210000.0,,7000.0,,,1040000.0,,,,7627.634660421546,5175.644028103045,,16.39344262295082,,,2435.5971896955502,,,
2005,26147,1,466.0,3150000.0,2833000.0,,37000.0,,,,280000.0,,,6759.656652360515,6079.399141630901,,79.39914163090128,,,,600.8583690987125,,
2005,26147,2,27.0,2445000.0,1994000.0,33000.0,8000.0,,,410000.0,,,,90555.55555555556,73851.85185185185,1222.2222222222222,296.2962962962963,,,15185.185185185184,,,
2005,26149,1,135.0,1279000.0,1269000.0,1000.0,8000.0,,,1000.0,,,,9474.074074074075,9400.0,7.407407407407407,59.25925925925926,,,7.407407407407407,,,
2005,26159,1,15.0,139000.0,138000.0,,1000.0,,,,,,,9266.666666666666,9200.0,,66.66666666666667,,,,,,
2005,26161,1,1536.0,12707000.0,12210000.0,161000.0,135000.0,,,,201000.0,,,8272.786458333334,7949.21875,104.81770833333333,87.890625,,,,130.859375,,
2005,26161,2,325.0,2095000.0,2088000.0,,2000.0,,,5000.0,,,,6446.153846153846,6424.615384615385,,6.153846153846154,,,15.384615384615385,,,
2005,26163,1,16483.0,141275000.0,129238000.0,1427000.0,6388000.0,,,190000.0,4032000.0,,,8570.951889825881,7840.6843414426985,86.57404598677425,387.5508099253777,,,11.527027846872535,244.61566462415823,,
2005,26163,2,2681.0,22918000.0,20285000.0,24000.0,2515000.0,,,,94000.0,,,8548.302872062663,7566.206639313689,8.951883625512869,938.082804923536,,,,35.0615441999254,,
2005,27003,2,336.0,2836000.0,2332000.0,,388000.0,108000.0,,,8000.0,,,8440.47619047619,6940.476190476191,,1154.7619047619048,321.42857142857144,,,23.80952380952381,,
2005,27005,1,69.0,1364000.0,1253000.0,54000.0,33000.0,,,24000.0,,,,19768.115942028984,18159.420289855072,782.6086956521739,478.2608695652174,,,347.82608695652175,,,
2005,27007,1,160.0,1270000.0,1066000.0,,204000.0,,,,,,,7937.5,6662.5,,1275.0,,,,,,
2005,27007,2,209.0,2128000.0,1590000.0,,495000.0,17000.0,,,26000.0,,,10181.818181818182,7607.655502392345,,2368.4210526315787,81.33971291866028,,,124.40191387559808,,
2005,27013,2,104.0,985000.0,756000.0,,227000.0,,,,2000.0,,,9471.153846153846,7269.2307692307695,,2182.6923076923076,,,,19.23076923076923,,
2005,27019,1,140.0,1200000.0,895000.0,41000.0,235000.0,24000.0,,,5000.0,,,8571.42857142857,6392.857142857143,292.85714285714283,1678.5714285714287,171.42857142857142,,,35.714285714285715,,
2005,27021,2,43.0,491000.0,389000.0,,100000.0,2000.0,,,,,,11418.60465116279,9046.511627906977,,2325.5813953488373,46.51162790697674,,,,,
2005,27025,2,70.0,804000.0,442000.0,,271000.0,,,91000.0,,,,11485.714285714286,6314.285714285715,,3871.4285714285716,,,1300.0,,,
2005,27035,1,167.0,1634000.0,1345000.0,7000.0,277000.0,2000.0,,,3000.0,,,9784.43113772455,8053.892215568862,41.91616766467066,1658.682634730539,11.976047904191617,,,17.964071856287426,,
2005,27037,1,313.0,2850000.0,2345000.0,34000.0,454000.0,13000.0,,4000.0,,,,9105.431309904154,7492.012779552716,108.6261980830671,1450.479233226837,41.533546325878596,,12.779552715654953,,,
2005,27037,2,78.0,831000.0,598000.0,,233000.0,,,,,,,10653.846153846154,7666.666666666667,,2987.1794871794873,,,,,,
2005,27041,2,77.0,632000.0,488000.0,,114000.0,30000.0,,,,,,8207.792207792209,6337.662337662337,,1480.5194805194806,389.61038961038963,,,,,
2005,27053,1,3022.0,34059000.0,28523000.0,328000.0,4995000.0,122000.0,,2000.0,89000.0,,,11270.350761085374,9438.451356717405,108.53739245532759,1652.8788881535406,40.370615486432825,,0.6618133686300464,29.45069490403706,,
2005,27053,2,1377.0,16719000.0,13484000.0,100000.0,3017000.0,80000.0,,1000.0,37000.0,,,12141.61220043573,9792.302106027597,72.62164124909224,2190.9949164851128,58.09731299927378,,0.7262164124909223,26.870007262164126,,
2005,27055,1,134.0,992000.0,726000.0,50000.0,199000.0,,,17000.0,,,,7402.985074626866,5417.910447761194,373.13432835820896,1485.0746268656717,,,126.86567164179104,,,
2005,27081,1,194.0,2210000.0,1769000.0,43000.0,134000.0,8000.0,,241000.0,15000.0,,,11391.752577319588,9118.556701030928,221.64948453608247,690.7216494845361,41.23711340206186,,1242.2680412371135,77.31958762886597,,
2005,27081,2,380.0,4828000.0,3988000.0,134000.0,286000.0,15000.0,,383000.0,22000.0,,,12705.263157894737,10494.736842105263,352.63157894736844,752.6315789473684,39.473684210526315,,1007.8947368421053,57.89473684210526,,
2005,27083,1,317.0,3594000.0,2899000.0,137000.0,117000.0,,,436000.0,5000.0,,,11337.539432176656,9145.110410094638,432.17665615141954,369.0851735015773,,,1375.3943217665615,15.772870662460567,,
2005,27083,2,34.0,343000.0,260000.0,,79000.0,3000.0,,,1000.0,,,10088.235294117647,7647.058823529412,,2323.529411764706,88.23529411764706,,,29.41176470588235,,
2005,27085,2,150.0,1425000.0,1129000.0,,209000.0,31000.0,,54000.0,2000.0,,,9500.0,7526.666666666667,,1393.3333333333333,206.66666666666666,,360.0,13.333333333333334,,
2005,27103,1,105.0,967000.0,742000.0,,197000.0,,,23000.0,5000.0,,,9209.52380952381,7066.666666666667,,1876.1904761904761,,,219.04761904761904,47.61904761904762,,
2005,27105,1,162.0,2011000.0,1423000.0,43000.0,211000.0,,,285000.0,49000.0,,,12413.58024691358,8783.95061728395,265.4320987654321,1302.469135802469,,,1759.2592592592594,302.4691358024691,,
2005,27105,2,170.0,1225000.0,1026000.0,35000.0,155000.0,,,,9000.0,,,7205.882352941177,6035.294117647059,205.88235294117646,911.7647058823529,,,,52.94117647058823,,
2005,27109,2,251.0,2166000.0,1779000.0,,383000.0,3000.0,,,1000.0,,,8629.482071713148,7087.649402390438,,1525.8964143426294,11.952191235059761,,,3.9840637450199203,,
2005,27117,1,243.0,2240000.0,1893000.0,41000.0,93000.0,,,212000.0,1000.0,,,9218.106995884773,7790.123456790124,168.72427983539094,382.71604938271605,,,872.4279835390946,4.11522633744856,,
2005,27121,1,55.0,1090000.0,581000.0,85000.0,42000.0,20000.0,,361000.0,1000.0,,,19818.18181818182,10563.636363636364,1545.4545454545455,763.6363636363636,363.6363636363636,,6563.636363636364,18.181818181818183,,
2005,27123,1,3077.0,34793000.0,29384000.0,154000.0,5073000.0,130000.0,,,52000.0,,,11307.44231394215,9549.561260968476,50.048748781280466,1648.6837829054273,42.24894377640559,,,16.899577510562235,,
2005,27123,2,1445.0,17325000.0,14440000.0,,2755000.0,78000.0,,13000.0,39000.0,,,11989.61937716263,9993.079584775087,,1906.5743944636679,53.97923875432526,,8.996539792387543,26.98961937716263,,
2005,27125,1,179.0,1991000.0,1735000.0,57000.0,137000.0,19000.0,,37000.0,6000.0,,,11122.90502793296,9692.737430167597,318.43575418994413,765.3631284916202,106.14525139664805,,206.70391061452514,33.5195530726257,,
2005,27127,1,76.0,1053000.0,707000.0,27000.0,32000.0,1000.0,,274000.0,12000.0,,,13855.263157894737,9302.631578947368,355.2631578947368,421.05263157894734,13.157894736842104,,3605.2631578947367,157.89473684210526,,
2005,27127,2,28.0,438000.0,416000.0,,22000.0,,,,,,,15642.857142857143,14857.142857142857,,785.7142857142857,,,,,,
2005,27131,1,154.0,1324000.0,1040000.0,8000.0,243000.0,,,33000.0,,,,8597.402597402597,6753.2467532467535,51.94805194805195,1577.922077922078,,,214.28571428571428,,,
2005,27131,2,40.0,612000.0,497000.0,,115000.0,,,,,,,15300.0,12425.0,,2875.0,,,,,,
2005,27137,1,1095.0,10705000.0,9068000.0,133000.0,1122000.0,145000.0,,233000.0,4000.0,,,9776.255707762557,8281.278538812785,121.46118721461187,1024.6575342465753,132.4200913242009,,212.78538812785388,3.65296803652968,,
2005,27137,2,289.0,2653000.0,2053000.0,,579000.0,5000.0,,11000.0,5000.0,,,9179.930795847751,7103.806228373703,,2003.4602076124568,17.301038062283737,,38.062283737024224,17.301038062283737,,
2005,27143,2,109.0,1051000.0,805000.0,,223000.0,,,23000.0,,,,9642.201834862386,7385.321100917431,,2045.8715596330276,,,211.0091743119266,,,
2005,27145,2,37.0,326000.0,274000.0,,50000.0,1000.0,,1000.0,,,,8810.81081081081,7405.405405405405,,1351.3513513513512,27.027027027027028,,27.027027027027028,,,
2005,27161,1,41.0,559000.0,204000.0,,49000.0,,,306000.0,,,,13634.146341463415,4975.609756097561,,1195.121951219512,,,7463.414634146341,,,
2005,27163,1,1140.0,8434000.0,6770000.0,38000.0,724000.0,85000.0,,,817000.0,,,7398.245614035088,5938.596491228071,33.333333333333336,635.0877192982456,74.56140350877193,,,716.6666666666666,,
2005,27169,1,261.0,2309000.0,1649000.0,11000.0,457000.0,,,23000.0,169000.0,,,8846.743295019158,6318.007662835249,42.1455938697318,1750.9578544061303,,,88.12260536398468,647.5095785440614,,
2005,28025,1,196.0,2276000.0,2240000.0,1000.0,35000.0,,,,,,,11612.244897959185,11428.57142857143,5.1020408163265305,178.57142857142858,,,,,,
2005,28027,2,313.0,2704000.0,2588000.0,,94000.0,,,,22000.0,,,8638.977635782747,8268.370607028754,,300.3194888178914,,,,70.28753993610223,,
2005,28035,2,576.0,4001000.0,3730000.0,,235000.0,,,,36000.0,,,6946.180555555556,6475.694444444444,,407.9861111111111,,,,62.5,,
