"","Period 3"
"Intercept","-0.016"
"","1.361"
"","[-6.799,-5.067]"
"Human Capital 3","-0.04"
"","1.032"
"","[3.83,5.143]"
"Highest Grade Completed Mother","0"
"","0.151"
"","[-0.304,-0.112]"
"Income 3","-0.001"
"","0.014"
"","[-0.055,-0.037]"
