"","Period 2"
"Intercept","-0.095"
"","0.129"
"","[-0.323,-0.158]"
"Human Capital 2","0.694"
"","1.338"
"","[0.299,2.002]"
"Highest Grade Completed Mother","0"
"","0.301"
"","[-0.416,-0.032]"
"Income 2","0"
"","0.075"
"","[0.002,0.098]"
