"","Period 1"
"Intercept","0.001"
"","0.008"
"","[-0.002,0.008]"
"Highest Grade Completed Mother","-0.004"
"","0.35"
"","[-0.662,-0.217]"
"Income 1","0"
"","0.147"
"","[-0.184,0.003]"
