"","coefficients","std_errors","t_values","p_values","r_squared","adj_r_squared","f_statistic","f_pvalue"
"(Intercept)",-0.206824767788835,4.9792379992965e-05,-4153.7433602904,0,0.0131539851754058,0.012857812902049,44.4132903675377,1.67146323865145e-28
"log(hc2)",4.15002655475655,0.362021084168466,11.463494078774,3.10785456283975e-30,0.0131539851754058,0.012857812902049,44.4132903675377,1.67146323865145e-28
"log(peducation)",1.05500852698432e-05,5.40834452270919e-05,0.195070510496221,0.845341712860109,0.0131539851754058,0.012857812902049,44.4132903675377,1.67146323865145e-28
"log(income2)",-0.000142536496161985,5.02171855540474e-05,-2.8384007305343,0.00454316003711339,0.0131539851754058,0.012857812902049,44.4132903675377,1.67146323865145e-28
