,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_ALPHABET_,MOM_HELPS_CH_LEARN_COLORS_,MOM_HELPS_CH_LEARN_SHAPES_,PIAT_MATH_TOTAL_RAW_SCORE_,PIAT_READ_REC_TOTAL_RAW_SCO_,PIAT_READ_COMP_TOTAL_RAW_SC_,PPVT_TOTAL_RAW_SCORE_,HOW_OFT_MOM_READ_TO_,MOM_HELPS_CH_LEARN_N_,MOM_HELPS_CH_LEARN_A_,MOM_HELPS_CH_LEARN_C_,MOM_HELPS_CH_LEARN_S_,MOM_HELPS_CH_W_NONE_,HOW_OFT_CH_TAKEN_TO_,MS_TYPE_OF_SCHOOL_CHILD_ATT_,MS_TYPE_OF_SCH_CHD_ATTNDS_C_,MOMHGC_EVER_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HOW_MANY_BOOKS_C_,HOW_OFTEN_MOM_RE_,HOW_OFT_CH_EATS_,HOW_OFT_CH_TAKEN_,MUSIC_INSTMT_CH_,CH_GET_SPEC_LESS_,HOW_OFT_TAKEN_TO_,HOW_OFT_CH_SPEND_,HOW_OFT_CH_W_DAD_,DO_PARS_DISCUSS_,IF_LOW_GRADES_HE_,TYPE_OF_SCHOOL_CHILD_ATTEND_,HOW_OFT_PARENTS_HELP_WITH_H_,HOW_MANY_BOOKS_,MUSIC_INSTMT_C_,CH_GET_SPEC_LE_,HOW_OFT_CH_TAK_,HOW_OFT_TAKEN_,HOW_OFT_CH_SPE_,HOW_OFT_CH_W_D_,HOW_OFT_CH_EAT_,DO_PARS_DISCUS_,IF_LOW_GRADES_,SCHOOL_CHILD_ATTENDS_2004_,DOES_CHILD_USE_ANY_COMPUTER_,4_5_HOW_OFTEN_MOM_RE_,4_5_HOW_MANY_BOOKS_C_,4_5_MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_COLORS_2_,MOM_HELPS_CH_LEARN_SHAPES_2_,4_5_HOW_OFT_CH_TAKEN_,4_5_HOW_OFT_CH_EATS_,CHILD_EVER_ENROLLED_IN_HEAD_,HOW_MANY_BOOKS_CH_,MUSICAL_INSTMT_CH_,CH_GET_SPEC_LESSO_,HOW_OFT_CH_EATS_W_,DO_PARS_DISCUSS_T_,IF_LOW_GRADES_HEL_,CH_ATTENDS_PUBLIC_PRIV_RELI_,IS_SCHOOL_GIFTED_HANDICAPPE_,OWN_A_HOME_COMPUTER_,MS_IS_SCHOOL_GIFTED_HANDICA_,TYPE_OF_SCHOOL_,HOW_OFTEN_PARS_HELP_R_WITH_,SCHOOL_HOW_OFTEN_PARENTS_HE_,IS_CURRENT_MOST_RECENT_SCHO_,MS_CH_ATTENDS_PUBLIC_PRIV_R_,HOW_OFT_CH_EATS_W_MO_,HOW_OFT_CH_SPEND_TIM_,MOM_HELP_MORE_W_SCHO_,PARS_DISCUSS_TV_PROG_,CHILD_ATTENDS_PUBLIC_PRIV_R_,6_HOW_MANY_BOOKS_CHI_,6_HOW_OFTEN_MOM_READ_,6_MUSIC_INSTMT_CH_CA_,6_CH_GET_SPEC_LESSON_,6_HOW_OFT_CH_TAKEN_T_,6_HOW_OFT_TAKEN_TO_P_,6_HOW_OFT_CH_SPEND_T_,6_HOW_OFT_CH_W_DAD_O_,6_HOW_OFT_CH_EATS_W_,6_DO_PARS_DISCUSS_TV_,IN_SCL_YR_HOW_OFTEN_PARENTS_,FAMILY_INCOME_FROM_ALL_SOUR_,HOW_OFT_DOES_MOM_REA_,HOW_MANY_BOOKS_CHILD_,PARS_DISCUSS_TV_PRGM_,TOTAL_FAMILY_INCOME_FROM_AL_,HOW_OFTEN_MOM_R_,MOM_HELPS_CH_LE_,_MOM_HELPS_CH_LEARN_ALPHABE_,_MOM_HELPS_CH_LEARN_COLORS__,_MOM_HELPS_CH_LEARN_SHAPES__,HOW_OFT_CH_TAKE_,TOTAL_FAMILY_INCOME_FR_ALL_,HOW_MANY_BOOKS_DOES_,IS_THERE_MUSIC_INSTR_,CHILD_S_AGE_WHEN_1ST_ATTD_H_,CHILD_AGE_WHEN_1ST_ATTD_HEA_,DOES_CHILD_NEVER_USE_,HIGHEST_GRADE_OF_REGULAR_SC_,HOW_LONG_CHILD_WAS_IN_HEAD_,MOM_HELPS_CH_W_N_
121,4302,1,43.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,,,,,,,,,,,,,,,,
122,4302,2,43.0,3.0,2.0,1989.0,,,,,,,,109.0,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4302,3,43.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,15000.0,,,,,,,,
124,4303,0,43.0,3.0,2.0,1997.0,1.0,1.0,,,8.0,7.0,7.0,40.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,
125,4303,1,43.0,3.0,2.0,1997.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
126,4303,2,43.0,3.0,2.0,1997.0,,,,,,,,104.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4303,3,43.0,3.0,2.0,1997.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,
128,4304,0,43.0,3.0,2.0,2000.0,1.0,1.0,,,,,,40.0,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4304,1,43.0,3.0,2.0,2000.0,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4304,2,43.0,3.0,2.0,2000.0,,,,,36.0,48.0,38.0,79.0,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,6.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,3.0,,6.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
131,4304,3,43.0,3.0,2.0,2000.0,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
132,4401,0,44.0,3.0,2.0,1981.0,1.0,2.0,3.0,4.0,,,,59.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4401,1,44.0,3.0,2.0,1981.0,,,,,,50.0,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4401,2,44.0,3.0,2.0,1981.0,,,,,54.0,54.0,50.0,118.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4401,3,44.0,3.0,2.0,1981.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,
136,4402,0,44.0,3.0,2.0,1985.0,,,,,14.0,16.0,16.0,41.0,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4402,1,44.0,3.0,2.0,1985.0,,,,,23.0,38.0,46.0,95.0,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,4.0,6.0,2.0,,1.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4402,2,44.0,3.0,2.0,1985.0,,,,,,,,126.0,,,,,,,,3.0,3.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,3.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
139,4402,3,44.0,3.0,2.0,1985.0,,,,,,,,,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,6.0,,,,,,,150000.0,,,,,,,,
140,4601,0,46.0,3.0,2.0,1994.0,,,,,,,,,5.0,1.0,1.0,1.0,1.0,2.0,2.0,,,19.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4601,1,46.0,3.0,2.0,1994.0,,,,,25.0,31.0,27.0,,,,,,,,,,,19.0,,,,,,,532.0,4.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,4601,2,46.0,3.0,2.0,1994.0,,,,,52.0,42.0,40.0,90.0,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,1.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4601,3,46.0,3.0,2.0,1994.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4602,0,46.0,3.0,2.0,1997.0,1.0,1.0,,,,,,47.0,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4602,1,46.0,3.0,2.0,1997.0,,,,,37.0,35.0,49.0,,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4602,2,46.0,3.0,2.0,1997.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,1.0,,4.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,4602,3,46.0,3.0,2.0,1997.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4901,0,49.0,3.0,1.0,1982.0,1.0,2.0,3.0,4.0,,,,47.0,,,,,,,,,,14.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,4.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4901,1,49.0,3.0,1.0,1982.0,1.0,2.0,3.0,4.0,,,34.0,,,,,,,,,,,14.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,4.0,6.0,2.0,,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,4901,2,49.0,3.0,1.0,1982.0,,,,,60.0,60.0,63.0,117.0,,,,,,,,,,14.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,4.0,5.0,2.0,,1.0,1.0,,,,1.0,4.0,,,4.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,4901,3,49.0,3.0,1.0,1982.0,,,,,,,,,,,,,,,,,,14.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,
152,4902,0,49.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4902,1,49.0,3.0,1.0,1987.0,,,,,,,31.0,96.0,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
154,4902,2,49.0,3.0,1.0,1987.0,,,,,,,,104.0,,,,,,,,1.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4902,3,49.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,344346.0,,,,,,,,
156,5001,0,50.0,3.0,1.0,1985.0,,,,,13.0,8.0,8.0,18.0,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,5001,1,50.0,3.0,1.0,1985.0,,,,,,,,74.0,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,2.0,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,5001,2,50.0,3.0,1.0,1985.0,,,,,,,,121.0,,,,,,,,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,6.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,
159,5001,3,50.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,4.0,,,,4.0,,,,,,,,,,,,,,,
160,5002,0,50.0,3.0,1.0,1988.0,1.0,2.0,3.0,4.0,,,,52.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,5002,1,50.0,3.0,1.0,1988.0,1.0,2.0,3.0,4.0,,,,108.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,5002,2,50.0,3.0,1.0,1988.0,,,,,54.0,70.0,58.0,,,,,,,,,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,,,,,,,,,,,,,,,
163,5002,3,50.0,3.0,1.0,1988.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
164,5003,0,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,5003,1,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,5003,2,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,5003,3,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5004,0,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,5004,1,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5004,2,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,5004,3,50.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,5005,0,50.0,3.0,2.0,1992.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,5005,1,50.0,3.0,2.0,1992.0,,,,,,,,73.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,5005,2,50.0,3.0,2.0,1992.0,,,,,60.0,75.0,48.0,144.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,-7.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,5005,3,50.0,3.0,2.0,1992.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,90000.0,,,,,,,,
176,5701,0,57.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,5701,1,57.0,3.0,1.0,1979.0,,,,,,64.0,67.0,99.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,6.0,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
178,5701,2,57.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,5701,3,57.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,5702,0,57.0,3.0,1.0,1995.0,,1.0,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,5702,1,57.0,3.0,1.0,1995.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5702,2,57.0,3.0,1.0,1995.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,5702,3,57.0,3.0,1.0,1995.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,50000.0,,,,,,,,,,,,,,,
184,5703,0,57.0,3.0,2.0,1998.0,1.0,1.0,,,,,,,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,5703,1,57.0,3.0,2.0,1998.0,,,,,,,,,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,5703,2,57.0,3.0,2.0,1998.0,,,,,63.0,64.0,52.0,99.0,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,0.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,6.0,-2.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
187,5703,3,57.0,3.0,2.0,1998.0,,,,,,,,,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,
