,count,mean,std,min,25%,50%,75%,max,Category,Description
MOTHER_BIRTH_MONTH_P-1,1288.0,6.478260869565218,3.3668929860401917,1.0,3.0,7.0,9.0,12.0,,
WELFARE_AMT_P3,2471.0,7105.485756672421,8089.352831644724,0.0,2028.429501860865,4732.429144002291,9659.127810668957,118672.62525050102,,
WELFARE_AMT_P2,3316.0,7776.913506463815,8153.620061736732,0.0,2488.9281276839397,5705.560826414734,10858.465731462926,134140.4248496994,,
WELFARE_AMT_P1,3944.0,7605.333775692034,7033.538611637299,0.0,2602.140094474664,5919.619775264816,10621.23483967936,126795.60320641284,,
MOTHER_BIRTH_YEAR_P3,0.0,,,,,,,,,
MOTHER_AGE_P2,4.0,1923.375,0.9464847243000456,1922.0,1923.125,1923.75,1924.0,1924.0,,
MOTHER_AGE_P3,0.0,,,,,,,,,
VERSION_R29_XRND,11551.0,532.0,0.0,532.0,532.0,532.0,532.0,532.0,,
MOM_SEX,2358.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,,
MOM_SAMPLE_ID,2358.0,10.686598812553012,4.13083628972053,5.0,6.0,12.0,13.0,20.0,,
PIAT_READ_COMP_P0,1956.0,12.774284253578733,4.932308875460228,0.0,8.0,13.0,17.0,49.0,Child_Human_Capital, Period 0: Child's PIAT reading comprehension score (total raw score)
PIAT_MATH_P3,13.0,56.46153846153846,11.369662737708218,39.0,50.0,54.0,66.0,80.0,Child_Human_Capital, Period 3: Child's PIAT math score (total raw score)
PIAT_READ_REC_P0,1971.0,12.86859462201928,5.05135886663625,0.0,8.0,13.0,17.0,57.0,Child_Human_Capital, Period 0: Child's PIAT reading recognition score (total raw score)
PIAT_READ_REC_P1,7613.0,40.405895617146115,11.205939772571973,0.0,32.5,40.0,48.0,84.0,Child_Human_Capital, Period 1: Child's PIAT reading recognition score (total raw score)
PIAT_READ_REC_P2,3549.0,61.42648163802009,14.07907637977652,0.0,52.0,63.0,72.0,84.0,Child_Human_Capital, Period 2: Child's PIAT reading recognition score (total raw score)
PIAT_READ_REC_P3,13.0,61.46153846153846,17.056843126320224,31.0,54.0,65.0,70.0,83.0,Child_Human_Capital, Period 3: Child's PIAT reading recognition score (total raw score)
PIAT_READ_COMP_P1,7521.0,37.00400545140274,9.774800453089036,0.0,29.5,37.25,44.0,78.0,Child_Human_Capital, Period 1: Child's PIAT reading comprehension score (total raw score)
PIAT_READ_COMP_P2,3521.0,53.439695162359186,11.993927674287415,0.0,46.0,53.0,62.0,84.0,Child_Human_Capital, Period 2: Child's PIAT reading comprehension score (total raw score)
PIAT_READ_COMP_P3,12.0,54.25,14.894324727590341,27.0,43.5,58.0,63.5,74.0,Child_Human_Capital, Period 3: Child's PIAT reading comprehension score (total raw score)
PPVT_P0,5471.0,46.134486382745386,16.63569760100741,0.0,34.75,46.5,57.0,108.0,Child_Human_Capital, Period 0: Child's Peabody Picture Vocabulary Test score (total raw score)
PPVT_P1,6672.0,90.00452013389288,17.439752342702786,3.25,79.72916666666667,91.0,101.75,147.0,Child_Human_Capital, Period 1: Child's Peabody Picture Vocabulary Test score (total raw score)
PPVT_P2,848.0,118.0285966981132,18.022196861884982,51.0,106.4375,116.0,130.0,169.0,Child_Human_Capital, Period 2: Child's Peabody Picture Vocabulary Test score (total raw score)
PPVT_P3,10.0,128.2,22.004040033088874,82.0,117.75,136.5,137.0,157.0,Child_Human_Capital, Period 3: Child's Peabody Picture Vocabulary Test score (total raw score)
PIAT_MATH_P2,3537.0,55.44595231363679,11.859331021441792,0.0,47.0,55.0,65.0,84.0,Child_Human_Capital, Period 2: Child's PIAT math score (total raw score)
PIAT_MATH_P1,7623.0,38.04731295640387,10.087615360817274,0.0,32.0,39.0,45.0,84.0,Child_Human_Capital, Period 1: Child's PIAT math score (total raw score)
PIAT_MATH_P0,2022.0,11.864243323442137,4.285632117708532,0.0,9.0,11.0,14.0,37.0,Child_Human_Capital, Period 0: Child's PIAT math score (total raw score)
PROFDEGREE_XRND,8673.0,0.006226219301279834,0.07866490318025103,0.0,0.0,0.0,0.0,1.0,Educational_Attainment,Child ever received professional degree (yes/no)
MASTERS_XRND,8673.0,0.05672777585610515,0.23133505075016358,0.0,0.0,0.0,0.0,1.0,Educational_Attainment,Child ever received master's degree (yes/no)
BS_XRND,8673.0,0.13789922748760522,0.3448140649429416,0.0,0.0,0.0,0.0,1.0,Educational_Attainment,Child ever received bachelor of science degree (yes/no)
BA_XRND,8673.0,0.11161074599331258,0.31490509865286886,0.0,0.0,0.0,0.0,1.0,Educational_Attainment,Child ever received bachelor's degree (yes/no)
ASSOCIATES_XRND,8673.0,0.14850686037126715,0.3556222075490415,0.0,0.0,0.0,0.0,1.0,Educational_Attainment,Child ever received associate's degree (yes/no)
HGC_DLI_XRND,8673.0,5.4321457396517925,2.608757908234483,1.0,3.0,6.0,7.0,14.0,Educational_Attainment,Highest grade completed ever (cross-round)
HGC_YEARLY_CHILD,8015.0,10.088833437305054,3.4817924674230647,0.0,10.0,11.0,12.0,95.0,Educational_Attainment,Child's highest grade completed each year (years)
TYPE_OF_SCHOOL_P3,2612.0,1.545983282286881,1.4914848401927616,1.0,1.0,1.0,1.375,11.0,Educational_Support, Period 3: Type of school attended by child (categorical)
IS_SCHOOL_GIFTED_HANDICAPPED_P3,447.0,1.1991051454138701,0.8191645668450036,1.0,1.0,1.0,1.0,5.0,Educational_Support, Period 3: School is for gifted/handicapped children (yes/no)
IS_SCHOOL_GIFTED_HANDICAPPED_P2,3619.0,1.0688726167449571,0.3804749585796999,1.0,1.0,1.0,1.0,5.0,Educational_Support, Period 2: School is for gifted/handicapped children (yes/no)
IS_SCHOOL_GIFTED_HANDICAPPED_P1,1625.0,1.202846153846154,0.7890695952008805,1.0,1.0,1.0,1.0,5.0,Educational_Support, Period 1: School is for gifted/handicapped children (yes/no)
CH_ATTENDS_PUBLIC_PRIV_RELI_P1,1809.0,1.3302357261312485,0.7137106491819898,1.0,1.0,1.0,1.0,4.0,Educational_Support," Period 1: Child attends public, private, or religious school (categorical)"
TYPE_OF_SCHOOL_P2,4977.0,1.3637683343379547,1.0590564169556589,1.0,1.0,1.0,1.0,9.0,Educational_Support, Period 2: Type of school attended by child (categorical)
CH_ATTENDS_PUBLIC_PRIV_RELI_P0,195.0,2.3062881562881565,1.2710343609710724,1.0,1.0,2.0,4.0,4.0,Educational_Support," Period 0: Child attends public, private, or religious school (categorical)"
CH_ATTENDS_PUBLIC_PRIV_RELI_P3,6141.0,1.0931236963112878,0.28842358895660974,1.0,1.0,1.0,1.0,4.0,Educational_Support," Period 3: Child attends public, private, or religious school (categorical)"
IS_SCHOOL_GIFTED_HANDICAPPED_P0,195.0,2.4410256410256412,1.8529327476679733,1.0,1.0,1.0,5.0,5.0,Educational_Support, Period 0: School is for gifted/handicapped children (yes/no)
TYPE_OF_SCHOOL_P1,2201.0,1.544733454490383,1.1839685582720316,1.0,1.0,1.0,1.25,9.0,Educational_Support, Period 1: Type of school attended by child (categorical)
CH_ATTENDS_PUBLIC_PRIV_RELI_P2,5704.0,1.1277156172777665,0.37825146045029334,1.0,1.0,1.0,1.0,4.0,Educational_Support," Period 2: Child attends public, private, or religious school (categorical)"
TYPE_OF_SCHOOL_P0,243.0,2.8189300411522633,2.265472896659494,1.0,1.0,1.0,4.0,9.0,Educational_Support, Period 0: Type of school attended by child (categorical)
CHILD_AGE_WHEN_1ST_ATTD_HEA,996.0,3.6586345381526106,0.7726062028584577,0.0,3.0,4.0,4.0,6.0,Government_Inputs,Child's age when first attended Head Start (years)
TRANSFER_INCOME,8033.0,6385.239244086153,12361.247091052572,0.0,132.98482679645005,2746.1002004008024,7934.125548239337,311052.11222444894,Government_Inputs,"Total income received from government transfers (aggregation of UNEMPR_TOTAL, UNEMPSP_TOTAL, WELFARE_AMT) (USD)"
HOW_LONG_CHILD_WAS_IN_HEAD,1952.0,15.661116803278688,6.920822575249081,1.5,7.0,17.5,24.0,24.0,Government_Inputs,Duration child was in Head Start (years/months)
