id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH,PIAT_READ_REC,PIAT_READ_COMP,PPVT,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,IF_LOW_GRADES,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,PARS_HELP_W_HOMEWORK,DOES_CHILD_USE_ANY_COMPUTER,MOMHGC_EVER_XRND,HGC_YEARLY_CHILD,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,UNEMPR_TOTAL,UNEMPSP_TOTAL,AFDC_TOTAL,FDSTMPS_TOTAL,SSI_TOTAL,WELFARE_AMT,MOTHER_BIRTH_MONTH,MOTHER_BIRTH_YEAR,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,LABOR_INCOME,MOM_RACE,URBAN_RURAL,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGC_EVER_MOM_XRND,HIGHEST_DEGREE_EVER_MOM_XRND,NUM_OLDER_SIBLINGS,NUM_CHILDREN,TRANSFER_INCOME,MOTHER_AGE
301.0,-1,3.0,3.0,2.0,1981.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8008.016032064128,3.0,1.0,40.0,1440.0,10.0,8008.016032064128,,,,,,,,,,,,,,,,12.0,1.0,0.0,3.0,,
301.0,0,3.0,3.0,2.0,1981.0,10.0,20.0,1.0,7.0,,,,,0.0,,,,,,,27.0,32.0,33.0,50.0,0.0,,,1.0,1.0,,1.0,1.0,0.3452243958573073,,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,17966.190667048384,,1280.2372500102247,625.6799312911538,1228.2401946750645,,,50.666666666666664,44.666666666666664,3497.056016795496,3.0,1.0,10.166666666666666,330.0,10.0,25079.15574005153,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,4811.272010688043,1986.0
301.0,1,3.0,3.0,2.0,1981.0,10.0,20.0,1.75,7.0,,,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,38.0,40.5,40.0,92.66666666666666,0.0,,5.0,1.0,1.0,,1.0,1.0,0.34522439585730724,,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,11484.650443744633,,756.175616539201,625.6799312911538,606.6840824506157,,,41.0,46.25,3776.8751789292883,3.0,1.0,21.25,1014.5,10.0,41931.15151732036,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,9807.32745490982,1986.0
301.0,2,3.0,3.0,2.0,1981.0,11.2,20.0,,10.5,,,,,0.5,0.5,1.0,0.06730769230769232,1.0,2.5,1.0,57.0,57.0,57.0,114.0,0.0,,5.0,1.0,1.0,,2.5,1.0,0.34522439585730724,,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,367.70684225594056,625.6799312911538,367.70684225594056,,,50.8,54.6,14957.05697108503,3.0,1.0,15.3,706.0,11.2,54809.15545376468,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,352.99856856570295,1986.0
301.0,3,3.0,3.0,2.0,1981.0,12.0,20.0,,14.0,,,,,1.0,1.0,1.0,0.1346153846153846,1.0,4.0,1.0,57.0,57.0,57.0,114.0,0.0,,5.0,1.0,1.0,,4.0,1.0,0.34522439585730724,,12.0,11.1,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,367.70684225594056,625.6799312911538,367.70684225594056,,,49.9,47.0,28710.621242484973,3.0,1.0,19.6,1171.2,12.0,144238.906384197,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,352.99856856570295,1986.0
302.0,-1,3.0,3.0,2.0,1983.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,6.0,0.0,0.0,0.0,0.0,0.0,,,,256.5270541082164,,256.5270541082164,,,52.0,40.0,9501.002004008016,3.0,1.0,19.0,760.0,10.0,23073.862009733755,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,245.66876610363585,
302.0,0,3.0,3.0,2.0,1983.0,10.0,20.0,3.0,14.0,,,,,1.0,,,,,,,38.0,42.0,39.0,54.0,0.0,,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,17966.190667048384,,1533.113165105722,625.6799312911538,1403.1205267678217,,,50.666666666666664,45.5,1009.4379234659796,3.0,1.0,9.0,289.6666666666667,10.0,31760.351464834428,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,10377.251646149443,
302.0,1,3.0,3.0,2.0,1983.0,10.0,20.0,2.3065304948216343,14.0,,,,,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,38.0,42.0,39.0,91.0,0.0,,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,528.3890842910312,625.6799312911538,495.89092470655606,,,39.5,48.5,6681.07643859147,3.0,1.0,18.5,922.5,10.0,38037.92935871744,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,1607.6009161179504,
302.0,2,3.0,3.0,2.0,1983.0,12.0,20.0,,14.0,,,,,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,40.0,58.0,49.0,110.0,0.0,,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,1007.2898177306997,625.6799312911538,1007.2898177306997,,,51.7,55.8,40041.482965931864,3.0,1.0,12.3,543.8,12.0,107612.10993415404,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,990.1853230270066,
302.0,3,3.0,3.0,2.0,1983.0,12.0,20.0,,14.0,,,,,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,40.0,58.0,49.0,110.0,0.0,,,1.0,1.0,,,1.0,,,12.0,8.1,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,1646.872793205459,625.6799312911538,1646.872793205459,,,43.9,43.0,487.5751503006012,3.0,1.0,23.8,1515.4,12.0,139790.12310334962,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,1627.3720774883102,
