id,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,TRANSFER_INCOME,CHILD_AGE_WHEN_1ST_ATTD_HEA,HGC_YEARLY_CHILD,PROFDEGREE_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,HGC_REV_MOM,ASVAB_2,AFQT_2,ASVAB_9,AFQT_1,MOM_SAMPLE_ID,URBAN_RURAL,ASVAB_5,ASVAB_8,MOM_RACE,AFQT_3,ASVAB_7,HGC_OF_MOTHER_AS_OF_MAY_1_R,MOMHGC_EVER_XRND,ASVAB_1,MOM_SEX,ASVAB_10,HGC_EVER_MOM_XRND,ASVAB_12,ASVAB_3,ASVAB_11,ASVAB_6,ASVAB_4,HIGHEST_DEGREE_EVER_MOM_XRND,CYRB_XRND,VERSION_R29_XRND,MPUBID_XRND,CSEX_XRND,CRACE_XRND,HOW_MANY_BOOKS_P0,HOW_MANY_BOOKS_P1,HOW_MANY_BOOKS_P2,HOW_MANY_BOOKS_P3,HOW_OFTEN_MOM_READS_P0,HOW_OFTEN_MOM_READS_P1,HOW_OFT_CH_EATS_W_P0,HOW_OFT_CH_EATS_W_P1,HOW_OFT_CH_EATS_W_P2,HOW_OFT_CH_EATS_W_P3,MOM_HELPS_CH_LEARN_NUMBERS_P0,MOM_HELPS_CH_LEARN_ALPHABET_P0,MOM_HELPS_CH_LEARN_COLORS_P0,MOM_HELPS_CH_LEARN_SHAPES_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P1,HOW_OFT_CH_TAKEN_TO_MUSEUM_P2,HOW_OFT_CH_TAKEN_TO_MUSEUM_P3,MUSIC_INSTMT_CH_P1,MUSIC_INSTMT_CH_P2,MUSIC_INSTMT_CH_P3,CH_GET_SPEC_LESSON_P1,CH_GET_SPEC_LESSON_P2,CH_GET_SPEC_LESSON_P3,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P1,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P2,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P3,HOW_OFT_CH_SPEND_TIME_W_DAD_P1,HOW_OFT_CH_SPEND_TIME_W_DAD_P2,HOW_OFT_CH_SPEND_TIME_W_DAD_P3,HOW_OFT_CH_W_DAD_OUTDOORS_P1,HOW_OFT_CH_W_DAD_OUTDOORS_P2,HOW_OFT_CH_W_DAD_OUTDOORS_P3,DO_PARS_DISCUSS_TV_P1,DO_PARS_DISCUSS_TV_P2,DO_PARS_DISCUSS_TV_P3,PIAT_MATH_P0,PIAT_MATH_P1,PIAT_MATH_P2,PIAT_MATH_P3,PIAT_READ_REC_P0,PIAT_READ_REC_P1,PIAT_READ_REC_P2,PIAT_READ_REC_P3,PIAT_READ_COMP_P0,PIAT_READ_COMP_P1,PIAT_READ_COMP_P2,PIAT_READ_COMP_P3,PPVT_P0,PPVT_P1,PPVT_P2,PPVT_P3,IF_LOW_GRADES_P1,IF_LOW_GRADES_P2,IF_LOW_GRADES_P3,TYPE_OF_SCHOOL_P0,TYPE_OF_SCHOOL_P1,TYPE_OF_SCHOOL_P2,TYPE_OF_SCHOOL_P3,CH_ATTENDS_PUBLIC_PRIV_RELI_P0,CH_ATTENDS_PUBLIC_PRIV_RELI_P1,CH_ATTENDS_PUBLIC_PRIV_RELI_P2,CH_ATTENDS_PUBLIC_PRIV_RELI_P3,IS_SCHOOL_GIFTED_HANDICAPPED_P0,IS_SCHOOL_GIFTED_HANDICAPPED_P1,IS_SCHOOL_GIFTED_HANDICAPPED_P2,IS_SCHOOL_GIFTED_HANDICAPPED_P3,OWN_A_HOME_COMPUTER_P0,OWN_A_HOME_COMPUTER_P1,OWN_A_HOME_COMPUTER_P2,OWN_A_HOME_COMPUTER_P3,PARS_HELP_W_HOMEWORK_P0,PARS_HELP_W_HOMEWORK_P1,PARS_HELP_W_HOMEWORK_P2,PARS_HELP_W_HOMEWORK_P3,DOES_CHILD_USE_ANY_COMPUTER_P0,DOES_CHILD_USE_ANY_COMPUTER_P1,DOES_CHILD_USE_ANY_COMPUTER_P2,DOES_CHILD_USE_ANY_COMPUTER_P3,UNEMPR_TOTAL_P-1,UNEMPR_TOTAL_P0,UNEMPR_TOTAL_P1,UNEMPR_TOTAL_P2,UNEMPR_TOTAL_P3,UNEMPSP_TOTAL_P-1,UNEMPSP_TOTAL_P0,UNEMPSP_TOTAL_P1,UNEMPSP_TOTAL_P2,UNEMPSP_TOTAL_P3,AFDC_TOTAL_P-1,AFDC_TOTAL_P0,AFDC_TOTAL_P1,AFDC_TOTAL_P2,AFDC_TOTAL_P3,FDSTMPS_TOTAL_P-1,FDSTMPS_TOTAL_P0,FDSTMPS_TOTAL_P1,FDSTMPS_TOTAL_P2,FDSTMPS_TOTAL_P3,SSI_TOTAL_P-1,SSI_TOTAL_P0,SSI_TOTAL_P1,SSI_TOTAL_P2,SSI_TOTAL_P3,WELFARE_AMT_P-1,WELFARE_AMT_P0,WELFARE_AMT_P1,WELFARE_AMT_P2,WELFARE_AMT_P3,MOTHER_BIRTH_MONTH_P-1,MOTHER_BIRTH_MONTH_P0,MOTHER_BIRTH_MONTH_P1,MOTHER_BIRTH_MONTH_P2,MOTHER_BIRTH_MONTH_P3,MOTHER_BIRTH_YEAR_P-1,MOTHER_BIRTH_YEAR_P0,MOTHER_BIRTH_YEAR_P1,MOTHER_BIRTH_YEAR_P2,MOTHER_BIRTH_YEAR_P3,SPOUSE_WKSWK_PCY_P-1,SPOUSE_WKSWK_PCY_P0,SPOUSE_WKSWK_PCY_P1,SPOUSE_WKSWK_PCY_P2,SPOUSE_WKSWK_PCY_P3,SPOUSE_HRSWK_PCY_P-1,SPOUSE_HRSWK_PCY_P0,SPOUSE_HRSWK_PCY_P1,SPOUSE_HRSWK_PCY_P2,SPOUSE_HRSWK_PCY_P3,LABOR_INCOME_P-1,LABOR_INCOME_P0,LABOR_INCOME_P1,LABOR_INCOME_P2,LABOR_INCOME_P3,WKSWK_PCY_P-1,WKSWK_PCY_P0,WKSWK_PCY_P1,WKSWK_PCY_P2,WKSWK_PCY_P3,HRSWK_PCY_P-1,HRSWK_PCY_P0,HRSWK_PCY_P1,HRSWK_PCY_P2,HRSWK_PCY_P3,TNFI_TRUNC_P-1,TNFI_TRUNC_P0,TNFI_TRUNC_P1,TNFI_TRUNC_P2,TNFI_TRUNC_P3,NUM_OLDER_SIBLINGS_P-1,NUM_OLDER_SIBLINGS_P0,NUM_OLDER_SIBLINGS_P1,NUM_OLDER_SIBLINGS_P2,NUM_OLDER_SIBLINGS_P3,NUM_CHILDREN_P-1,NUM_CHILDREN_P0,NUM_CHILDREN_P1,NUM_CHILDREN_P2,NUM_CHILDREN_P3,MOTHER_AGE_P-1,MOTHER_AGE_P0,MOTHER_AGE_P1,MOTHER_AGE_P2,MOTHER_AGE_P3
205002.0,0.0,,,,,,,,,,,12.0,,,,,,0.0,,,3.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1983.0,532.0,2050.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,17.0,,,,17.0,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,52.0,52.0,52.0,,40.0,40.333333333333336,56.875,40.0,,0.0,1631.1814104399275,11459.744536692431,,,0.0,10.833333333333334,51.0,52.0,,0.0,200.0,1345.625,1560.0,,80343.18751789293,23088.238238381527,14567.879759519039,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
205201.0,0.0,,815.4468937875752,,,,,,,,,12.0,,,,,5.0,1.0,,,3.0,,,12.0,12.0,,2.0,,12.0,,,,,,1.0,1977.0,532.0,2052.0,2.0,3.0,,,15.0,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,828.2885771543085,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,58.0,,,,,,,0.0,,,,,60.0,,,6113.226452905812,9081.83032732131,11308.283233132934,,,48.166666666666664,43.27777777777777,39.611111111111114,,,1830.0,1558.0,1354.0,,,,,24226.326939593473,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,1953.5,,,
205202.0,0.0,,815.4468937875752,,,,,,,,,12.0,,,,,,1.0,,,3.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1984.0,532.0,2052.0,1.0,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.2885771543085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,60.0,,,,,11679.35871743487,,,,,39.0,,,,,1320.0,,,,,24226.326939593473,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
205301.0,,,,,,,,,,,,13.0,,,,,,0.0,,,3.0,,,13.0,13.0,,,,13.0,,,,,,1.0,1983.0,532.0,2053.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,,,,61.0,,,,,2954.3086172344697,,,,,29.5,,,,,1180.0,,,,,19976.753507014033,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
205401.0,0.0,,5053.106212424851,,9.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,9.0,13.0,5.0,0.0,13.0,58.0,3.0,4867.0,39.0,7.0,7.0,51.0,2.0,6.0,7.0,4.0,8.0,3.0,3.0,10.0,,1978.0,532.0,2054.0,2.0,3.0,,11.25,17.5,,,3.0,,7.0,4.0,,,,,,,0.007211538461538462,0.028846153846153848,,0.75,0.0,,1.0,0.5,,0.007211538461538462,0.014423076923076924,,1.0,1.0,,,7.0,,1.0,0.5,,,31.0,54.0,,,32.0,79.0,,,30.0,54.0,,,83.16666666666667,114.0,,,5.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,8021.390996278272,5069.539078156314,,,7078.541082164329,,,,3236.1812911537363,961.2470655596909,,,,2898.644431720584,2880.801603206413,,,,,,,,,6134.8257228743205,3842.048668766104,,,,10.0,,,,,58.0,,,,,39.6,30.0,48.0,52.0,,71.66666666666666,51.66666666666667,41.0,42.5,,1272.2467792728316,7115.080518179216,25029.6570283424,56137.274549098205,,0.0,28.25,34.0,43.0,,0.0,1149.0,1424.0,1720.0,,32369.99441740624,26314.310549670772,62474.63223590038,81450.05010020042,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,,1922.0,,,
205402.0,0.0,,41.20240480961924,,,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,9.0,13.0,5.0,0.0,13.0,58.0,3.0,4867.0,39.0,7.0,7.0,51.0,2.0,6.0,7.0,4.0,8.0,3.0,3.0,10.0,,1980.0,532.0,2054.0,2.0,3.0,,10.0,,,,1.5,,4.0,,,,,,,,0.0,,,1.0,,,0.0,,,0.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9792.502147151446,6840.650229029489,,,7078.541082164329,,,,,2477.8698826223876,,,,,2892.6968222158607,,,,,,,,4199.82822788434,,5069.086882949573,4971.144288577154,6422.838656905647,6307.871481738987,10.0,10.0,,,,58.0,58.0,,,,52.0,27.0,47.0,52.0,52.0,85.0,65.0,42.5,42.0,46.25,30.0,1385.909915068232,18005.883552819927,38375.07930146007,22466.00343544232,0.0,4.666666666666667,38.5,37.4,15.25,0.0,140.0,1709.0,1496.0,610.0,,26781.694531920988,45500.6445032923,73463.54720870314,24504.19231319783,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1921.0,1923.0,,,
205403.0,0.0,,30.896077870025767,,9.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,,,,,,0.0,,,3.0,,,7.0,7.0,,,,7.0,,,,,,,1988.0,532.0,2054.0,2.0,3.0,,,,,,1.875,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,37.75,,,,30.25,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,0.11507479861910243,,,,,,7431.020612653881,,,,,,,,,,,,,,,,,,,,,,16083.229315774408,14247.432006870886,,,,16083.229315774408,14247.432006870886,,,,,,,,,,,52.0,48.666666666666664,52.0,52.0,52.0,50.0,41.666666666666664,43.75,50.0,50.0,13989.40881763527,30101.534497566565,36205.05296306899,557.2287432006872,18085.67134268537,43.0,37.0,22.75,4.2,2.5,2020.0,1533.3333333333333,910.0,108.0,50.0,38147.825651302606,68837.4106307854,39602.034425994854,25664.67792728314,85166.46149441741,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,
205404.0,0.0,,30.896077870025767,,,0.0,8.0,0.0,1.0,0.0,0.0,7.0,,,,,,0.0,,,3.0,,,7.0,7.0,,,,7.0,,,,,,,1990.0,532.0,2054.0,1.0,3.0,,,,,,0.1346153846153846,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,9792.502147151446,5069.539078156314,,,,,,,,,,,,,,,,,,,,,4199.82822788434,22449.619238476957,12810.0800458059,,,4199.82822788434,22449.619238476957,12810.0800458059,,,,,,,,,,,52.0,52.0,52.0,52.0,,40.0,42.083333333333336,48.125,50.0,,31532.20727168623,39158.32903903045,11929.537646722018,7234.268537074148,,32.0,35.583333333333336,9.125,4.0,,1280.0,1423.3333333333333,365.0,80.0,,65709.61637560837,69078.11525431818,17342.21925994847,55659.16404237047,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,
205701.0,1.0,24.0,9812.745777268825,3.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,,,,,,0.0,,,3.0,,,12.0,15.0,,,,15.0,,,,,,2.0,1984.0,532.0,2057.0,1.0,3.0,,,20.0,,,1.5673076923076925,,,5.6,,1.0,,1.0,1.0,,,0.1346153846153846,,,0.3,,,0.0,,,0.08076923076923077,,,4.2,,,0.5288461538461539,,,0.4,,,29.0,47.0,,,30.5,56.0,,,33.5,51.0,,66.25,108.0,,,,4.7,,,,,,,,1.0,1.0,,,1.0,,,,0.3,,,,,1.5,,,,,,,,,999.491554537647,,,,,,,3043.952533638706,6275.276409962784,4930.106842255941,673.0277698253651,1564.3767535070144,2090.10091611795,5004.494560549671,2256.918121958203,2297.7787002576583,1699.4308617234472,1817.0775837389065,,,,3263.8076152304616,5232.420555396507,11279.770970512454,5785.910105926139,2871.9499713713144,,,,,,,,,,,40.0,13.666666666666666,40.0,,,35.0,41.666666666666664,43.333333333333336,,,1969.539078156313,1765.5654165473807,1774.9498997995997,2553.965073003149,4860.260377898655,23.0,26.166666666666668,9.5,5.0,17.0,641.0,805.3333333333334,332.75,160.0,377.0,,12694.17387155263,20069.398940738625,19818.98906384197,16430.1035642714,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,
205702.0,1.0,24.0,3622.492985971944,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,0.0,,,3.0,,,12.0,15.0,,,,15.0,,,,,,2.0,1986.0,532.0,2057.0,1.0,3.0,,,20.0,,,0.1346153846153846,,,2.1,,1.0,1.0,1.0,1.0,,,0.0,,,0.0,,,0.4,,,0.0,,,4.7,,,1.0,,,0.3,,,31.0,45.0,,,29.5,45.0,,,30.5,42.0,,38.0,82.75,,,,4.7,,,,1.0,,,,1.0,1.0,,,1.0,,,,0.4,,,,,0.23014959723820483,,,,,,,,1996.6412825651307,2.341826510163184,,,,,,1188.1992556541654,3703.385198969367,7091.323790438019,2730.8504628304236,1419.6577202023095,1096.7993129115373,2676.5637465407003,5348.71367735471,909.6351273976527,2911.7388348124823,274.1998282278843,,,,,2559.198396793587,6379.9489455100675,12369.106498711712,2205.9799599198395,5056.801996850845,,,,,,,,,,,20.0,23.5,36.0,,,50.0,45.0,40.0,,,0.0,2898.6472945891787,319.2456341253937,2992.4277125679932,5806.897724019468,0.0,30.166666666666668,0.625,6.4,21.25,0.0,1001.6666666666666,12.5,215.2,424.25,15699.46349842542,15570.329420746253,22112.21371314057,16154.513541368457,19461.584025193246,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
205801.0,0.0,,,,12.0,0.0,8.0,0.0,0.0,1.0,0.0,12.0,,,,,,0.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1987.0,532.0,2058.0,2.0,2.0,,,20.0,,,1.1507479861910241,,,4.0,,,,,,,,0.1346153846153846,,,1.0,,,1.0,,,0.1346153846153846,,,1.5,,,1.0,,,1.0,,,49.0,,,,58.0,,,,50.0,,,56.0,122.0,,,,5.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,0.3452243958573072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,49.833333333333336,52.0,52.0,52.0,45.0,50.0,54.25,54.3,58.5,11479.9484683653,17028.617329897894,9243.486973947898,12924.152991697683,0.0,49.0,34.166666666666664,9.0,27.6,0.0,1874.0,1131.0,360.0,496.0,0.0,48671.5476667621,95079.58101918123,167643.18637274552,250822.32693959353,306260.70174634986,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,
205802.0,0.0,,,,11.0,0.0,8.0,0.0,0.0,1.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1992.0,532.0,2058.0,2.0,2.0,,,20.0,,,0.10096153846153846,,,7.0,,1.0,1.0,1.0,1.0,,0.1798237363901921,0.04897649818535895,,,1.0,,,1.0,,,0.028846153846153844,,,1.0,,,0.23014959723820486,,,1.0,,,46.0,81.0,,,56.0,79.0,,,45.0,60.0,,78.5,121.5,,,,5.0,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,0.23014959723820483,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,51.666666666666664,52.0,52.0,52.0,60.0,52.666666666666664,55.625,58.5,51.25,38660.17749785285,14762.7116137036,13205.942026910967,0.0,0.0,52.0,19.0,28.0,0.0,0.0,2080.0,656.0,516.0,0.0,0.0,152901.002004008,168679.28810000958,267957.4878328085,306260.70174634986,386583.7715430863,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
206101.0,,,,,,,,,,,,16.0,,,,,,1.0,,,3.0,,,16.0,16.0,,,,16.0,,,,,,4.0,1993.0,532.0,2061.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,52.0,,,40.0,40.0,40.0,,,265433.2951617521,231398.65445176064,0.0,,,29.0,31.2,0.0,,,1160.0,1248.0,0.0,,,636228.9788147724,839497.7639278558,674663.6192384772,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
206201.0,0.0,,2912.238190667049,,10.0,0.0,10.0,1.0,0.0,1.0,1.0,12.0,,,,,,0.0,,,3.0,,,12.0,18.0,,,,18.0,,,,,,5.0,1984.0,532.0,2062.0,2.0,3.0,,,17.5,,,5.537686996547756,,,4.0,,1.0,1.0,1.0,1.0,,,0.1346153846153846,,,1.0,,,1.0,,,0.0,,,1.0,,,4.0,,,1.0,,,43.5,59.0,,,34.5,63.0,,,30.0,55.0,,44.5,91.0,,,,4.5,,,,,,,,2.5,1.25,,,1.0,,,,0.5,,,,,0.0,,,,,,7454.597194388777,,,,,3013.0775837389065,2926.946464357287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.333333333333336,48.0,52.0,52.0,,40.0,44.0,41.2,40.75,16881.76352705411,17988.20784425995,43474.198396793596,73596.53592900085,127848.76896650446,52.0,34.5,52.0,52.0,52.0,2080.0,1410.0,2284.75,2085.1,2301.0,16909.899799599203,51603.88562839965,106916.20240480964,160569.70512453478,260910.02719725168,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,
206202.0,0.0,,2912.238190667049,,11.0,0.0,8.0,0.0,0.0,1.0,0.0,12.0,,,,,,0.0,,,3.0,,,12.0,18.0,,,,18.0,,,,,,5.0,1988.0,532.0,2062.0,1.0,3.0,,,12.0,,,2.0,,,5.2,,1.0,1.0,1.0,1.0,,,0.028846153846153844,,,0.6,,,1.0,,,0.06057692307692307,,,1.0,,,7.0,,,0.3,,,37.0,49.0,,,40.0,64.0,,,45.5,50.0,,60.0,105.5,,,,5.0,,,,2.0,,,2.875,2.0,1.125,,1.0,,,,,1.0,,,,,0.3452243958573072,,,,,7454.597194388777,,,,,,2970.0120240480965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,49.333333333333336,52.0,52.0,52.0,40.0,42.666666666666664,41.5,40.6,40.25,28893.787575150298,31318.517988357675,69938.69882622387,119924.59204122532,251880.4036644718,47.0,39.0,52.0,52.0,52.0,1880.0,1726.5,2086.375,2256.8,2242.5,62603.206412825646,87733.63011737762,156598.1892356141,244019.17549384487,390800.85170340684,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
206301.0,0.0,,,,12.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,36.0,11.0,38.0,,0.0,22.0,60.0,3.0,43820.0,37.0,11.0,12.0,51.0,,12.0,12.0,8.0,7.0,11.0,12.0,16.0,1.0,1981.0,532.0,2063.0,1.0,3.0,,,20.0,,,1.1507479861910241,,,7.0,,,,,,,,0.028846153846153844,,,0.5,,,1.0,,,0.014423076923076922,,,1.0,,,1.0,,,1.0,,,44.0,,,,52.0,,,,35.0,,,54.0,88.66666666666666,,,,5.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,0.23014959723820483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,62.0,,,,,52.0,51.5,52.0,52.0,,42.666666666666664,40.0,42.0,49.1,,1830.3094283805706,8826.531777841397,23159.804179788152,57742.28227884341,49.0,16.666666666666668,43.5,50.6,52.0,1082.0,379.3333333333333,1440.0,2404.6,2142.4,28600.057257371885,30632.380570665144,53197.506656169484,84718.34855425137,133485.43501288292,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1919.0,,,
206401.0,0.0,,645.892928714572,,11.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,0.0,,,3.0,,,12.0,14.0,,,,14.0,,,,,,2.0,1983.0,532.0,2064.0,2.0,3.0,,,20.0,,,0.6426816854032044,,,3.5,,,,,,,,0.014423076923076922,,,1.0,,,0.5,,,0.014423076923076922,,,6.5,,,7.0,,,1.0,,14.0,50.0,,,18.0,63.0,,,18.0,47.0,,,47.0,95.0,,,,5.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,0.23014959723820483,,,,,,7641.8116232464945,,,,3766.468651588892,4684.689378757516,,,,,,,,,,350.46626586506346,,,,,,,,,,350.46626586506346,,,,,,,,,,,,,,52.0,43.833333333333336,52.0,,,40.0,38.333333333333336,40.5,,,13572.860005725737,9115.069281419985,28051.631835098775,37394.50329229889,54381.849413111944,52.0,39.666666666666664,52.0,49.2,52.0,2255.0,1428.5,2452.5,2352.8,2324.4,24458.29373031778,16124.751598434967,28071.36322645291,37438.34010878901,54456.85782994561,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
206601.0,0.0,,,,10.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,20.0,6.0,16.0,,0.0,19.0,42.0,3.0,27605.0,18.0,11.0,12.0,51.0,,7.0,12.0,5.0,6.0,4.0,11.0,10.0,1.0,1982.0,532.0,2066.0,2.0,3.0,,,17.5,,,2.768843498273878,,,7.0,,1.0,1.0,1.0,1.0,,,0.0673076923076923,,,1.0,,,1.0,,,0.0,,,1.5,,,2.5,,,1.0,,,21.5,40.0,,,26.5,40.0,,,22.5,46.0,,39.833333333333336,83.16666666666667,,,,4.0,,,,,1.0,,,1.0,,,,1.0,,,,0.5,,,,,0.8075373993095512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,62.0,,,,,,52.0,52.0,52.0,52.0,,40.0,40.0,40.0,40.0,2785.7429144002294,5747.655692337055,18864.8496993988,11164.21271113656,53256.74205553966,52.0,41.5,45.5,20.8,52.0,940.0,1000.3333333333334,1214.75,713.4,2177.5,26591.182364729462,32524.090800648915,51551.92642427713,71690.86653306615,128138.78471228172,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1919.0,,,,
206602.0,,,11178.284569138277,,,,,,,,,12.0,,,,,,0.0,,,3.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1986.0,532.0,2066.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11199.719438877755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,52.0,52.0,,40.0,40.0,40.0,40.0,,15377.307853802844,5269.86651875179,49553.713140566855,73785.75007157172,,45.833333333333336,13.0,52.0,52.0,,1141.8333333333333,371.75,2158.0,2112.5,,48261.72144288578,64225.49269968509,122821.50014314344,186701.35270541083,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,,,,,
206603.0,0.0,,11178.284569138277,,11.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,,,,,,0.0,,,3.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1988.0,532.0,2066.0,2.0,3.0,,,20.0,,,0.8967148357971142,,,7.0,,1.0,1.0,1.0,1.0,,,0.0,,,1.0,,,1.0,,,0.028846153846153844,,,2.5,,,2.1150747986191023,,,1.0,,,31.5,55.0,,,36.5,61.0,,,34.5,45.0,,,89.5,,,,4.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,0.057537399309551214,,,,,,,,,11199.719438877755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,52.0,52.0,52.0,40.0,40.0,40.0,40.0,40.0,7470.6492985971945,12576.566466265867,25263.324864013746,62956.79931291154,77239.87260234755,43.0,33.666666666666664,34.0,52.0,52.0,592.0,844.3333333333334,1360.0,2184.0,2080.0,39690.43286573146,53900.731224353476,89260.96299742343,146508.45691382766,209059.76238190668,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,
