id,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,TRANSFER_INCOME,CHILD_AGE_WHEN_1ST_ATTD_HEA,HGC_YEARLY_CHILD,PROFDEGREE_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,HGC_REV_MOM,ASVAB_2,AFQT_2,ASVAB_9,AFQT_1,MOM_SAMPLE_ID,URBAN_RURAL,ASVAB_5,ASVAB_8,MOM_RACE,AFQT_3,ASVAB_7,HGC_OF_MOTHER_AS_OF_MAY_1_R,MOMHGC_EVER_XRND,ASVAB_1,MOM_SEX,ASVAB_10,HGC_EVER_MOM_XRND,ASVAB_12,ASVAB_3,ASVAB_11,ASVAB_6,ASVAB_4,HIGHEST_DEGREE_EVER_MOM_XRND,CYRB_XRND,VERSION_R29_XRND,MPUBID_XRND,CSEX_XRND,CRACE_XRND,HOW_MANY_BOOKS_P0,HOW_MANY_BOOKS_P1,HOW_MANY_BOOKS_P2,HOW_MANY_BOOKS_P3,HOW_OFTEN_MOM_READS_P0,HOW_OFTEN_MOM_READS_P1,HOW_OFT_CH_EATS_W_P0,HOW_OFT_CH_EATS_W_P1,HOW_OFT_CH_EATS_W_P2,HOW_OFT_CH_EATS_W_P3,MOM_HELPS_CH_LEARN_NUMBERS_P0,MOM_HELPS_CH_LEARN_ALPHABET_P0,MOM_HELPS_CH_LEARN_COLORS_P0,MOM_HELPS_CH_LEARN_SHAPES_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P1,HOW_OFT_CH_TAKEN_TO_MUSEUM_P2,HOW_OFT_CH_TAKEN_TO_MUSEUM_P3,MUSIC_INSTMT_CH_P1,MUSIC_INSTMT_CH_P2,MUSIC_INSTMT_CH_P3,CH_GET_SPEC_LESSON_P1,CH_GET_SPEC_LESSON_P2,CH_GET_SPEC_LESSON_P3,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P1,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P2,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P3,HOW_OFT_CH_SPEND_TIME_W_DAD_P1,HOW_OFT_CH_SPEND_TIME_W_DAD_P2,HOW_OFT_CH_SPEND_TIME_W_DAD_P3,HOW_OFT_CH_W_DAD_OUTDOORS_P1,HOW_OFT_CH_W_DAD_OUTDOORS_P2,HOW_OFT_CH_W_DAD_OUTDOORS_P3,DO_PARS_DISCUSS_TV_P1,DO_PARS_DISCUSS_TV_P2,DO_PARS_DISCUSS_TV_P3,PIAT_MATH_P0,PIAT_MATH_P1,PIAT_MATH_P2,PIAT_MATH_P3,PIAT_READ_REC_P0,PIAT_READ_REC_P1,PIAT_READ_REC_P2,PIAT_READ_REC_P3,PIAT_READ_COMP_P0,PIAT_READ_COMP_P1,PIAT_READ_COMP_P2,PIAT_READ_COMP_P3,PPVT_P0,PPVT_P1,PPVT_P2,PPVT_P3,IF_LOW_GRADES_P1,IF_LOW_GRADES_P2,IF_LOW_GRADES_P3,TYPE_OF_SCHOOL_P0,TYPE_OF_SCHOOL_P1,TYPE_OF_SCHOOL_P2,TYPE_OF_SCHOOL_P3,CH_ATTENDS_PUBLIC_PRIV_RELI_P0,CH_ATTENDS_PUBLIC_PRIV_RELI_P1,CH_ATTENDS_PUBLIC_PRIV_RELI_P2,CH_ATTENDS_PUBLIC_PRIV_RELI_P3,IS_SCHOOL_GIFTED_HANDICAPPED_P0,IS_SCHOOL_GIFTED_HANDICAPPED_P1,IS_SCHOOL_GIFTED_HANDICAPPED_P2,IS_SCHOOL_GIFTED_HANDICAPPED_P3,OWN_A_HOME_COMPUTER_P0,OWN_A_HOME_COMPUTER_P1,OWN_A_HOME_COMPUTER_P2,OWN_A_HOME_COMPUTER_P3,PARS_HELP_W_HOMEWORK_P0,PARS_HELP_W_HOMEWORK_P1,PARS_HELP_W_HOMEWORK_P2,PARS_HELP_W_HOMEWORK_P3,DOES_CHILD_USE_ANY_COMPUTER_P0,DOES_CHILD_USE_ANY_COMPUTER_P1,DOES_CHILD_USE_ANY_COMPUTER_P2,DOES_CHILD_USE_ANY_COMPUTER_P3,UNEMPR_TOTAL_P-1,UNEMPR_TOTAL_P0,UNEMPR_TOTAL_P1,UNEMPR_TOTAL_P2,UNEMPR_TOTAL_P3,UNEMPSP_TOTAL_P-1,UNEMPSP_TOTAL_P0,UNEMPSP_TOTAL_P1,UNEMPSP_TOTAL_P2,UNEMPSP_TOTAL_P3,AFDC_TOTAL_P-1,AFDC_TOTAL_P0,AFDC_TOTAL_P1,AFDC_TOTAL_P2,AFDC_TOTAL_P3,FDSTMPS_TOTAL_P-1,FDSTMPS_TOTAL_P0,FDSTMPS_TOTAL_P1,FDSTMPS_TOTAL_P2,FDSTMPS_TOTAL_P3,SSI_TOTAL_P-1,SSI_TOTAL_P0,SSI_TOTAL_P1,SSI_TOTAL_P2,SSI_TOTAL_P3,WELFARE_AMT_P-1,WELFARE_AMT_P0,WELFARE_AMT_P1,WELFARE_AMT_P2,WELFARE_AMT_P3,MOTHER_BIRTH_MONTH_P-1,MOTHER_BIRTH_MONTH_P0,MOTHER_BIRTH_MONTH_P1,MOTHER_BIRTH_MONTH_P2,MOTHER_BIRTH_MONTH_P3,MOTHER_BIRTH_YEAR_P-1,MOTHER_BIRTH_YEAR_P0,MOTHER_BIRTH_YEAR_P1,MOTHER_BIRTH_YEAR_P2,MOTHER_BIRTH_YEAR_P3,SPOUSE_WKSWK_PCY_P-1,SPOUSE_WKSWK_PCY_P0,SPOUSE_WKSWK_PCY_P1,SPOUSE_WKSWK_PCY_P2,SPOUSE_WKSWK_PCY_P3,SPOUSE_HRSWK_PCY_P-1,SPOUSE_HRSWK_PCY_P0,SPOUSE_HRSWK_PCY_P1,SPOUSE_HRSWK_PCY_P2,SPOUSE_HRSWK_PCY_P3,LABOR_INCOME_P-1,LABOR_INCOME_P0,LABOR_INCOME_P1,LABOR_INCOME_P2,LABOR_INCOME_P3,WKSWK_PCY_P-1,WKSWK_PCY_P0,WKSWK_PCY_P1,WKSWK_PCY_P2,WKSWK_PCY_P3,HRSWK_PCY_P-1,HRSWK_PCY_P0,HRSWK_PCY_P1,HRSWK_PCY_P2,HRSWK_PCY_P3,TNFI_TRUNC_P-1,TNFI_TRUNC_P0,TNFI_TRUNC_P1,TNFI_TRUNC_P2,TNFI_TRUNC_P3,NUM_OLDER_SIBLINGS_P-1,NUM_OLDER_SIBLINGS_P0,NUM_OLDER_SIBLINGS_P1,NUM_OLDER_SIBLINGS_P2,NUM_OLDER_SIBLINGS_P3,NUM_CHILDREN_P-1,NUM_CHILDREN_P0,NUM_CHILDREN_P1,NUM_CHILDREN_P2,NUM_CHILDREN_P3,MOTHER_AGE_P-1,MOTHER_AGE_P0,MOTHER_AGE_P1,MOTHER_AGE_P2,MOTHER_AGE_P3
718401.0,0.0,,2909.531062124249,,11.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,2.0,,1.0,5.0,34.0,2.0,172.0,21.0,10.0,13.0,51.0,,4.0,13.0,6.0,5.0,10.0,5.0,4.0,1.0,1981.0,532.0,7184.0,2.0,2.0,,,17.5,,,1.5,,,14.0,,,,,,,,0.12949787554217937,,,1.0,,,1.0,,,0.12949787554217937,,,1.0,,,,,,1.0,,,33.0,,,,37.0,,,,29.0,,,39.0,87.0,,,,5.0,,,,,2.5,,,1.0,,,,1.5,,,,0.0,,,,,0.18411967779056387,,,,,,,,,,,,,,,,1842.6587460635558,7839.5144574864025,8797.621528771831,9026.134268537075,,896.126825078729,5138.495848840539,6803.174463212139,3463.523962210135,,1545.170770111652,,,,,2032.2209657410058,12978.010306326942,15600.795991983969,5268.750815917551,,10.0,,,,,62.0,,,,,,,,,,,,,,,6112.600438973185,0.0,705.8459776696252,24110.84111079302,30.0,43.666666666666664,0.0,3.9,40.9,600.0,1295.0,0.0,44.4,1648.4,13728.027483538504,15507.026529248977,10821.588605782996,19799.05920412253,36178.505926137994,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,,1919.0,,,
718402.0,1.0,24.0,10.283423990838822,3.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,13.0,,,,13.0,,,,,,1.0,1986.0,532.0,7184.0,2.0,2.0,,,15.5,,,1.0,,,14.0,,1.0,1.0,1.0,1.0,,,0.6150747986191024,,,0.0,,,1.0,,,0.008653846153846154,,,1.0,,,4.0,,,1.0,,,30.0,47.0,,,34.0,48.0,,,36.0,49.0,,38.5,81.75,,,,5.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,0.3452243958573072,,,,,,,,,,,,,,,1087.6593186372745,8187.609962782709,8602.028914972805,9026.134268537075,,1352.719152590896,4869.860482870504,6648.2795591182385,3463.523962210135,2587.0726596049244,,1929.1932436301172,,,,2440.3784712281704,12014.400992461115,15250.308474091042,5268.750815917551,2587.0726596049244,,,,,,,,,,,,,,,,,,,,,9139.99427426281,1352.724496612272,882.3074720870314,24110.84111079302,43640.74577726883,52.0,6.666666666666667,4.875,40.9,52.0,1852.0,205.0,55.5,1648.4,1878.5,9548.24735184655,11535.431816012977,20921.466432865735,36178.505926137994,53443.08699541942,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,,,,,
718403.0,1.0,17.5,6.206699112510736,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,13.0,,,,13.0,,,,,,1.0,1988.0,532.0,7184.0,1.0,2.0,,,10.0,,,5.537686996547756,,,10.5,,1.0,1.0,1.0,1.0,,,0.18238249092679473,,,0.0,,,0.0,,,0.18238249092679473,,,1.0,,,3.615074798619102,,,1.0,,,34.0,45.0,,,29.5,39.0,,,23.5,30.0,,51.5,,,,,5.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.5,,,,,0.0,,,,,,,,,,,,,,,5952.120240480962,9488.10191812196,7563.003413970799,7963.379845405097,5414.790598339538,4025.8677354709416,6965.001431434299,4453.059404523333,3542.3181219582025,2916.659146865159,,,,,,9977.987975951903,16453.10334955626,9825.951402805613,3542.3181219582025,4191.0744918408245,,,,,,,,,,,,,,,,,,,,,0.0,439.7366160893216,4368.265817348984,34150.53134841112,59360.72144288578,0.0,2.0,14.0,52.0,52.0,0.0,24.0,364.0,2288.0,1722.5,3261.7875751503007,15763.667525527248,24175.7552963069,42868.7769825365,69602.92599484684,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,
718404.0,0.0,24.0,6.206699112510736,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,13.0,,,,13.0,,,,,,1.0,1992.0,532.0,7184.0,2.0,2.0,,,17.5,,,4.0,,,7.0,,1.0,1.0,1.0,0.3333333333333333,,0.028846153846153848,0.028846153846153848,,,1.0,,,0.5,,,0.014423076923076922,,,1.0,,,2.1150747986191027,,,0.5,,,14.5,33.0,,,19.5,31.0,,,20.5,43.0,,,,,,,4.5,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,0.9226121979286538,,,1.0,,,,,,,,,,,,9579.991983967935,8699.11593186373,8096.224148296594,6900.625422273118,2.8285141711995423,7422.754079587747,5941.896077870027,2067.4169768107645,4804.363469796737,3.4010878900658463,,,,,,17002.74606355568,13180.937732608078,2067.4169768107645,6078.213111938162,6.229602061265388,,,,,,,,,,,,,,,,,,,,,0.0,3351.913827655311,35015.96263956485,53626.33839106785,70237.59161179504,0.0,11.333333333333334,52.0,52.0,52.0,0.0,266.6666666666667,2288.0,1835.6,2262.0,15309.430289149728,22658.504866876614,43612.109218436875,63661.430403664475,75158.44511308333,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,
718601.0,1.0,17.5,18.768966504437447,4.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1986.0,532.0,7186.0,1.0,2.0,,,20.0,,,1.5,,,7.0,,,1.0,,,,,1.0,,,0.5,,,1.0,,,0.11507479861910243,,,3.5,,,,,,1.0,,,16.5,14.0,,,17.0,22.0,,,17.0,20.0,,31.5,48.0,,,,4.0,,,,1.0,,,,3.0,1.125,,,2.0,,,,0.0,,,,,1.5,,,,,,,,,,,,,,,,4420.902605210421,3263.2369999739744,4023.232829294954,4351.121515758792,,1293.018723160607,424.3179410769592,779.3960648569868,980.9774666215548,,4592.829086744919,4714.30847409104,10458.519324363015,9346.981963927858,,6632.4871457200115,6723.843830518181,10458.519324363015,10805.556369882623,,,,,,,,,,,,,,,,,,,,,2882.144861150873,702.3761809332951,0.0,0.0,0.0,20.0,10.666666666666666,0.0,1.2,0.0,320.0,80.0,0.0,24.0,0.0,,,,28464.56341253937,36049.77097051246,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,
718602.0,1.0,24.0,12.06985399370169,3.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1994.0,532.0,7186.0,1.0,2.0,,,20.0,,,3.567307692307693,,,2.0,,1.0,1.0,1.0,1.0,0.9166666666666667,0.4166666666666667,0.0,,,0.0,,,1.0,,,0.011538461538461539,,,3.0,,,,,,0.7,,,38.5,64.0,,,51.5,75.0,,,36.0,67.0,,54.5,104.5,,,,4.6,,,1.625,1.6,,,,,1.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,2452.605210420842,,,2674.0981963927857,,283.4669338677355,,,622.1371314056686,,9674.8496993988,4759.025670388396,15012.024048096195,7574.385030632695,12.092756942456342,12410.921843687378,4759.025670388396,15012.024048096195,9032.959436587462,12.092756942456342,,,,,,,,,,,,,,,52.0,,,,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,28051.554537646727,35334.34010878901,25002.687761809335,40820.01100486689,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
718901.0,1.0,24.0,2802.9109647867167,3.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1983.0,532.0,7189.0,1.0,2.0,,,5.0,,,3.0,,,2.0,,,,,,,,0.514423076923077,,,0.0,,,1.0,,,0.514423076923077,,,1.5,,,4.0,,,1.0,,,20.0,,,,30.0,,,,31.0,,,24.0,85.0,,,,5.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,0.0,,,,,0.9226121979286536,,,,,,,,,,,,,,,,4640.869624964214,8379.66218150587,6300.253535642714,4550.701402805612,1237.8448325221873,2086.869739478958,5677.913541368453,3826.726481534498,4763.745204695106,1759.0426567420557,2597.2527912968794,,,,2996.887489264243,5720.285714285715,14057.575722874324,10126.980017177211,5673.885485256227,,,,,,,,,,,,28.0,,,,,30.0,,,,10858.28800458059,0.0,0.0,0.0,7006.715144574865,44.0,0.0,0.0,0.0,21.6,1760.0,0.0,0.0,0.0,864.0,19002.004008016032,5827.27798454051,13134.982536501577,16664.662124248498,17722.056913827655,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,,,,,
718902.0,1.0,17.5,2182.58741482966,4.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1989.0,532.0,7189.0,2.0,2.0,,,20.0,,,7.0,,,0.0,,,,,,,,0.1346153846153846,,,0.0,,,1.0,,,1.0,,,4.0,,,0.23014959723820486,,,1.0,,10.0,35.0,,,9.0,36.0,,,9.0,39.0,,,59.0,,,,,5.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.0,,,,,0.057537399309551214,,,,,,,,,,,,,,,5666.157457772689,8956.281133695966,3958.2327512167194,,,2382.5891783567135,5741.838820498141,4089.087317492127,2972.4872602347555,3995.0340292012597,,,,,,8048.746636129403,14698.119954194104,8047.3200687088465,2972.4872602347555,3995.0340292012597,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12267.866017749786,31420.89894073862,0.0,0.0,0.0,32.0,43.3,0.0,0.0,0.0,1280.0,1745.8,7448.093902089895,14701.629773833385,18822.970512453478,19007.456627540796,37023.69670083024,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,,,,
718903.0,1.0,17.5,0.5496707701116519,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1990.0,532.0,7189.0,1.0,2.0,,,17.5,,,4.0,,,,,1.0,1.0,1.0,1.0,,,0.23014959723820486,,,0.0,,,0.5,,,0.18238249092679473,,,,,,,,,1.0,,,27.25,44.0,,,39.0,55.0,,,28.25,47.0,,,,,,,5.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,7147.300314915546,7767.474949899802,5272.822597576105,,,4162.251359862583,5049.3498425422285,4090.0234755224737,4128.293673060407,2837.129706269682,,,,,,11309.55167477813,12816.824792442028,8044.640423704553,4128.293673060407,2837.129706269682,,,,,,,,,,,,,,,,,,,,,0.0,0.0,271.54809619238483,18481.088462639564,31238.04752361867,0.0,0.0,1.875,40.9,41.125,0.0,0.0,75.0,1636.0,1662.25,,14915.296306899516,19153.268966504438,23063.700887489267,36883.10985399371,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,
719201.0,1.0,24.0,1353.0060120240482,,12.0,0.0,7.0,1.0,0.0,0.0,0.0,12.0,1.0,10.0,7.0,8.0,13.0,1.0,13.0,29.0,2.0,12168.0,21.0,12.0,13.0,51.0,2.0,10.0,13.0,5.0,7.0,9.0,6.0,8.0,1.0,1977.0,532.0,7192.0,2.0,2.0,,6.0,14.9,3.0,,1.1507479861910241,,7.0,12.0,1.0,,,,,,0.028846153846153848,0.10936753120297424,0.028846153846153848,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.03455342126228202,0.23014959723820486,1.0,1.0,1.0,1.0,5.8,1.0,1.0,1.0,1.0,,,62.0,,,,65.5,,,,63.5,,,88.0,118.0,,,1.5,5.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2726.45737188663,4247.044517606642,5299.674778127684,,,976.477755511022,1684.915688519897,2848.8937875751503,1999.3824792442028,,3400.0984826796457,,,,,3570.0937875751506,5898.407529344403,6604.686973947896,1999.3824792442028,,2.0,,,,,57.0,,,,,52.0,45.5,25.2,48.4,,40.0,60.0,53.2,40.0,,1141.526195247638,1085.0050100200403,7366.059204122532,20268.937875751504,,13.75,4.5,36.0,46.6,,371.5,180.0,1287.2,1870.8,,10626.491411394218,19770.180647008303,20120.95986258231,47373.514113942176,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1923.0,,,
719401.0,0.0,,12283.546521614659,,11.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,2.0,,,12.0,16.0,,,,16.0,,,,,,4.0,1984.0,532.0,7194.0,1.0,2.0,,,20.0,,,1.0,,,2.8,,1.0,1.0,1.0,1.0,,0.25,0.5673076923076923,,0.25,0.7,,0.25,1.0,,0.057537399309551214,0.07769872532530761,,,6.1,,,7.0,,,0.0,,,32.0,40.0,,,37.5,67.0,,,33.0,64.0,,32.0,89.5,,,,4.3,,,,,,,,1.0,1.0,,,1.0,,,,0.0,,,,,1.5,,,,,,3712.7065559690814,,,,,,,,,,6045.97480675637,,,,,4308.7978814772405,,,,,423.30146006298315,,,,,7673.923275121672,,,,,,,,,,,,,,,,,,,,,,,,6330.661322645292,2462.4973757037887,30207.396077870028,69538.67735470943,92833.27369023763,52.0,17.166666666666668,39.25,52.0,52.0,886.0,553.0,1491.5,1976.0,2067.0,,13839.163374367783,34730.48869166906,66927.26882336101,100658.99656455769,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,
719402.0,1.0,24.0,12283.546521614659,4.0,10.0,0.0,10.0,1.0,0.0,0.0,1.0,12.0,,,,,,1.0,,,2.0,,,12.0,16.0,,,,16.0,,,,,,4.0,1986.0,532.0,7194.0,2.0,2.0,,,20.0,,,5.25,,,0.0,,1.0,1.0,1.0,1.0,,,,,,0.0,,,1.0,,,0.028846153846153848,,,5.0,,,,,,0.0,,,37.0,,,,33.5,,,,34.0,,,,85.25,,,,5.0,,,,,,,,1.0,1.0,,,1.0,,,,0.0,,,,,0.23014959723820483,,,,,,,,,,,,,,,,6045.97480675637,,,,,4308.7978814772405,,,,,,,,,,10354.77268823361,,,,,,,,,,,,,,,,,,,,,,,,792.132837102777,6982.886630403665,53326.152304609226,77720.44088176356,112643.8949327226,0.0,18.0,52.0,52.0,52.0,0.0,667.3333333333334,1976.0,2007.2,2080.0,,14767.168813818113,50767.499284282865,80114.21414257087,119158.00529630692,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
719701.0,0.0,,11395.689378757515,,10.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,1.0,13.0,1.0,7.0,10.0,2.0,866.0,10.0,9.0,12.0,51.0,2.0,6.0,12.0,6.0,4.0,10.0,3.0,4.0,1.0,1978.0,532.0,7197.0,2.0,2.0,,11.25,18.5,,,7.0,,,5.4,,,,,,,0.15849893777108967,0.1632756484022307,,0.0,0.0,,0.0,0.0,,0.057537399309551214,0.1632756484022307,,,3.3,,,1.6173076923076923,,0.25,0.6,,,29.5,44.0,,,36.0,51.0,,,,56.0,,,71.5,104.0,,,3.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4229.795591182365,6273.485256226739,7877.033610077298,5398.298382479245,,2090.7509304322934,3619.8963641568853,5127.688977955912,3380.963713140567,,4685.541368451188,6200.4752361866595,7940.557686802177,2707.7190094474668,,6726.07798454051,9889.867162897222,13271.207099914114,10923.101560263385,,10.0,,,,,60.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.6,0.0,,0.0,0.0,144.0,0.0,,6765.235041511596,11013.59604924134,22214.931577440595,31201.039793873464,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,1920.0,,,
719702.0,0.0,,11735.759519038078,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,1.0,,1.0,7.0,10.0,2.0,866.0,10.0,9.0,12.0,51.0,,6.0,12.0,6.0,4.0,10.0,3.0,4.0,1.0,1981.0,532.0,7197.0,1.0,2.0,,,20.0,,,4.0,,,9.0,,,,,,,,0.1346153846153846,,,0.5,,,0.5,,,0.1346153846153846,,,5.0,,,1.0,,,1.0,,7.0,31.0,,,7.0,26.0,,,7.0,19.0,,,51.0,77.66666666666667,,,,5.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,0.3452243958573072,,,,,,,,,5881.582593758948,,,,,,4118.4082450615515,5449.998282278844,7180.837961637561,6951.84185513885,4064.321500143144,823.6816490123103,3088.7317492127113,3891.3590037217296,4759.703635843116,3284.8625823074726,4118.4082450615515,6386.940738620097,7357.951331233898,4762.5765244775275,4064.321500143144,9060.498139135414,8536.387059833954,9225.961064987117,14357.225994846838,11413.50558259376,,10.0,,,,,60.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,180.0,0.0,0.0,8008.016032064128,8099.1258707891975,18363.74234182651,27779.579673632987,8121.19238476954,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1921.0,,,
719801.0,0.0,,9876.15230460922,,12.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,24.0,8.0,30.0,13.0,1.0,22.0,42.0,2.0,27809.0,37.0,11.0,13.0,51.0,2.0,6.0,13.0,3.0,12.0,8.0,11.0,12.0,2.0,1978.0,532.0,7198.0,1.0,2.0,,12.5,20.0,,,1.1507479861910241,,14.0,14.0,,,,,,,0.4226121979286536,0.4228910330176153,,1.0,1.0,,1.0,1.0,,0.2062660440824998,0.1632756484022307,,2.5,1.0,,0.23014959723820486,2.5690448791714617,,1.0,1.0,,,32.0,48.0,,,47.5,71.0,,,40.0,67.0,,,84.5,111.0,,,2.2,,,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,9892.585170340682,,,,,,,2873.4632121385634,,,,,1254.8983681649013,,,,,,,,,,3291.7626681935303,,,,,9.0,,,,,61.0,,,,,,50.0,52.0,52.0,,,32.0,32.0,43.75,,126.62467792728316,11219.703693100486,24000.458058975095,41965.71714858289,,2.8,30.25,43.8,44.125,,56.0,1125.0,1745.6,2142.5,,14185.62221586029,43676.06641855139,81210.02004008018,97644.68937875752,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,,1919.0,,,
719802.0,0.0,17.5,9876.15230460922,,11.0,0.0,10.0,0.0,1.0,0.0,1.0,13.0,,,,,,1.0,,,2.0,,,13.0,13.0,,,,13.0,,,,,,2.0,1984.0,532.0,7198.0,2.0,2.0,,,20.0,,,1.0,,,9.0,,1.0,1.0,1.0,1.0,,,0.1346153846153846,,,0.5,,,1.0,,,0.1346153846153846,,,1.5,,,0.23014959723820486,,,1.0,,,42.75,68.0,,,48.75,75.0,,,43.5,50.0,,,102.5,,,,5.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,0.75,,,,,,,9892.585170340682,,,,,,,,2461.9238476953915,,,,,,,,,,,,,,,2461.9238476953915,,,,,,,,,,,,,,,,50.666666666666664,52.0,52.0,52.0,,28.0,40.0,43.0,40.0,0.0,11651.002004008014,34014.314342971666,44437.446321213865,63937.92943028916,0.0,33.333333333333336,48.0,45.7,51.5,0.0,1276.6666666666667,2064.5,2064.0,2090.0,,67654.30861723448,86621.5287718294,106256.91382765533,142504.70584025196,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,,,,
719803.0,1.0,17.5,9876.15230460922,,12.0,0.0,7.0,1.0,0.0,0.0,0.0,13.0,,,,,,1.0,,,2.0,,,13.0,13.0,,,,13.0,,,,,,2.0,1989.0,532.0,7198.0,2.0,2.0,,10.0,18.75,,,,,14.0,5.25,,,,,,,,0.1346153846153846,,0.0,0.375,,1.0,1.0,,1.0,0.5144230769230769,,1.0,1.0,,,7.0,,1.0,1.0,,,42.0,,,,57.0,,,,51.0,,,44.5,84.0,,,5.0,5.0,,,,1.0,,,,,1.5,,,,,,,1.0,,,,,0.9226121979286538,,,,,,9892.585170340682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,52.0,52.0,52.0,40.0,35.0,41.25,40.0,40.0,25027.19725164615,29339.536215287724,45551.817921557405,67548.75465216147,106874.98539937017,52.0,41.666666666666664,49.375,51.6,48.8,2080.0,1769.6666666666667,2260.0,2088.0,2040.0,,89046.4815344976,108134.56913827657,147939.22129974238,225783.8992270255,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,
